D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2024-04-04,18:00,Libertadores,Group stage,Thu,Away,W,4.0,1.0,ve Caracas,2.2,1.0,72.0,7344.0,Hulk,3-4-3,Jhon Ospina,Match Report,0
2024-04-10,19:00,Libertadores,Group stage,Wed,Home,W,2.0,1.0,ar Rosario Central,1.4,1.4,65.0,34917.0,Hulk,4-2-3-1,Kevin Ortega,Match Report,0
2024-04-14,16:00,Série A,Matchweek 1,Sun,Away,D,0.0,0.0,Corinthians,0.3,0.5,53.0,44285.0,Hulk,3-4-1-2,Yuri Elino Ferreira da Cruz,Match Report,0
2024-04-17,20:00,Série A,Matchweek 2,Wed,Home,D,1.0,1.0,Criciúma,1.0,0.3,68.0,21726.0,Hulk,4-2-3-1,Paulo Belence Alves dos Prazeres Filho,Match Report,0
2024-04-20,21:00,Série A,Matchweek 3,Sat,Home,W,3.0,0.0,Cruzeiro,1.1,0.8,56.0,39541.0,Hulk,4-4-2,Ramon Abatti,Match Report,0
2024-04-23,21:00,Libertadores,Group stage,Tue,Home,W,3.0,2.0,uy Peñarol,1.5,0.6,64.0,34279.0,Hulk,4-4-2,Andrés Rojas,Match Report,0
2024-04-27,17:30,Série A,Matchweek 4,Sat,Away,W,3.0,0.0,Cuiabá,2.1,0.2,66.0,6711.0,Otávio,3-5-2,Savio Pereira,Match Report,0
2024-05-04,16:00,Série A,Matchweek 5,Sat,Away,D,2.0,2.0,Fluminense,1.3,1.8,57.0,5168.0,Hulk,4-4-2,Raphael Claus,Match Report,0
2024-05-07,19:00,Libertadores,Group stage,Tue,Away,W,1.0,0.0,ar Rosario Central,0.7,0.2,75.0,0.0,Hulk,3-4-3,Piero Maza,Match Report,0
2024-05-11,21:00,Série A,Matchweek 6,Sat,Home,0,0.0,0.0,Grêmio,0.0,0.0,0.0,0.0,0,0,0,0,Match Postponed
2024-05-14,19:00,Libertadores,Group stage,Tue,Away,L,0.0,2.0,uy Peñarol,0.3,1.4,77.0,29086.0,Hulk,3-4-3,Wilmar Roldán,Match Report,0
2024-05-28,19:00,Libertadores,Group stage,Tue,Home,W,4.0,0.0,ve Caracas,2.7,0.1,79.0,28455.0,Hulk,3-5-2,Guillermo Guerrero,Match Report,0
2024-06-02,16:00,Série A,Matchweek 7,Sun,Home,D,1.0,1.0,Bahia,1.0,0.4,64.0,37994.0,Hulk,3-5-2,Bruno Arleu,Match Report,0
2024-06-11,21:30,Série A,Matchweek 8,Tue,Away,W,2.0,1.0,Red Bull Bragantino,1.0,1.2,45.0,0.0,Rodrigo Battaglia,3-5-2,Rafael Rodrigo Klein,Match Report,0
2024-06-17,20:30,Série A,Matchweek 9,Mon,Home,L,0.0,4.0,Palmeiras,0.4,2.8,52.0,28251.0,Hulk,3-4-3,Rodrigo José Pereira de Lima,Match Report,0
2024-06-20,18:30,Série A,Matchweek 10,Thu,Away,0,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-06-23,18:30,Série A,Matchweek 11,Sun,Home,0,0.0,0.0,Fortaleza,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-06-26,21:30,Série A,Matchweek 12,Wed,Away,0,0.0,0.0,Internacional,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-06-30,11:00,Série A,Matchweek 13,Sun,Home,0,0.0,0.0,Atl Goianiense,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-03,21:30,Série A,Matchweek 14,Wed,Home,0,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-07,18:00,Série A,Matchweek 15,Sun,Away,0,0.0,0.0,Botafogo (RJ),0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-10,0,Série A,Matchweek 16,Wed,Home,0,0.0,0.0,São Paulo,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
2024-07-17,0,Série A,Matchweek 17,Wed,Away,0,0.0,0.0,Juventude,0.0,0.0,0.0,0.0,0,0,0,Head-to-Head,0
