Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Renzo Saravia,ar ARG,DF,31-004,8.0,26,15,12,11,3,13,22,59.1,9,11,3,8,11,37,15,0,Matches
Paulinho,br BRA,FW,23-341,7.4,9,2,1,4,4,1,4,25.0,3,5,1,4,2,11,2,0,Matches
Éverson,br BRA,GK,33-334,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,Matches
Gustavo Scarpa,br BRA,"DF,MF",30-167,6.3,9,5,2,6,1,4,4,100.0,0,4,2,2,3,12,4,0,Matches
Federico Zaracho,ar ARG,MF,26-102,5.3,16,9,7,6,3,5,15,33.3,10,9,0,9,11,27,2,0,Matches
Hulk,br BRA,FW,37-331,5.0,6,1,0,4,2,4,4,100.0,0,1,0,1,0,6,4,0,Matches
Otávio,br BRA,MF,30-047,5.0,19,11,8,9,2,6,9,66.7,3,5,2,3,9,28,7,0,Matches
Alan Franco,ec ECU,MF,25-304,5.0,12,8,4,6,2,5,6,83.3,1,2,0,2,8,20,2,0,Matches
Rodrigo Battaglia,ar ARG,"DF,MF",32-344,4.4,9,3,5,3,1,5,7,71.4,2,3,3,0,3,12,9,0,Matches
Guilherme Arana,br BRA,DF,27-067,5.1,12,8,6,5,1,5,10,50.0,5,3,1,2,11,23,8,0,Matches
Igor Gomes,br BRA,MF,25-095,4.2,8,6,4,4,0,4,6,66.7,2,3,0,3,4,12,2,0,Matches
Bruno Fuchs,br BRA,DF,25-080,3.9,8,6,6,1,1,5,5,100.0,0,5,3,2,4,12,17,0,Matches
Alisson,br BRA,"DF,MF",18-273,3.4,8,6,3,2,3,2,6,33.3,4,1,0,1,2,10,4,0,Matches
Mauricio Lemos,uy URU,DF,28-175,3.0,3,2,1,2,0,1,3,33.3,2,5,3,2,1,4,9,0,Matches
Jemerson,br BRA,DF,31-301,2.3,2,1,1,1,0,2,2,100.0,0,4,3,1,5,7,4,0,Matches
Igor Rabello,br BRA,"DF,MF",29-053,3.1,8,3,1,7,0,5,5,100.0,0,4,3,1,2,10,19,0,Matches
Rômulo,br BRA,DF,20-141,2.3,6,4,2,3,1,3,4,75.0,1,5,2,3,6,12,12,0,Matches
Carlos Eduardo,br BRA,FW,20-027,1.9,5,4,3,2,0,1,3,33.3,2,0,0,0,1,6,2,0,Matches
Eduardo Vargas,cl CHI,"FW,MF",34-213,1.7,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,0,Matches
Matheus Mendes,br BRA,GK,25-102,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Rubens,br BRA,DF,22-365,0.1,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
Pedrinho,br BRA,"MF,DF",26-068,0.8,3,2,2,1,0,1,1,100.0,0,2,0,2,0,3,0,0,Matches
Brahian Palacios,co COL,"FW,MF",21-209,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Alan Kardec,br BRA,"FW,DF",35-160,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.5,8.0,170,97,68,78,24,72,120,60.0,48,73,26,47,84,254,130,0,0
Opponent Total,0,0,28.4,8.0,125,77,49,52,24,60,117,51.3,57,101,35,66,68,193,167,3,0
