Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Renzo Saravia,ar ARG,DF,31-004,8.0,538,480,57,10,0,1,17,46,1,0,0,0,459,1,12,Matches
Paulinho,br BRA,FW,23-341,7.4,258,251,5,0,0,0,4,2,2,0,0,0,214,2,9,Matches
Éverson,br BRA,GK,33-334,7.0,227,183,44,9,0,0,0,0,0,0,0,0,181,0,0,Matches
Gustavo Scarpa,br BRA,"DF,MF",30-167,6.3,399,331,66,7,0,12,70,33,26,10,6,0,283,2,9,Matches
Federico Zaracho,ar ARG,MF,26-102,5.3,229,220,8,4,0,4,4,4,0,0,0,0,194,1,3,Matches
Hulk,br BRA,FW,37-331,5.0,140,116,23,9,0,2,8,1,4,0,0,1,103,1,6,Matches
Otávio,br BRA,MF,30-047,5.0,320,316,3,3,0,2,2,0,0,0,0,0,290,1,5,Matches
Alan Franco,ec ECU,MF,25-304,5.0,246,236,7,3,1,0,4,2,2,0,1,0,212,3,5,Matches
Rodrigo Battaglia,ar ARG,"DF,MF",32-344,4.4,244,224,19,18,0,0,0,1,0,0,0,0,209,1,3,Matches
Guilherme Arana,br BRA,DF,27-067,5.1,394,360,32,2,0,7,24,29,1,0,1,0,331,2,10,Matches
Igor Gomes,br BRA,MF,25-095,4.2,224,214,10,4,2,1,10,1,5,1,2,0,183,0,4,Matches
Bruno Fuchs,br BRA,DF,25-080,3.9,263,251,12,9,0,0,2,3,0,0,0,0,232,0,3,Matches
Alisson,br BRA,"DF,MF",18-273,3.4,131,122,9,1,0,9,13,1,7,6,0,0,97,0,3,Matches
Mauricio Lemos,uy URU,DF,28-175,3.0,188,172,15,5,0,4,0,10,0,0,0,0,163,1,0,Matches
Jemerson,br BRA,DF,31-301,2.3,127,118,8,8,0,0,1,0,0,0,0,0,109,1,1,Matches
Igor Rabello,br BRA,"DF,MF",29-053,3.1,150,145,5,5,0,0,0,0,0,0,0,0,136,0,0,Matches
Rômulo,br BRA,DF,20-141,2.3,93,90,2,0,0,1,1,2,0,0,0,0,66,1,1,Matches
Carlos Eduardo,br BRA,FW,20-027,1.9,40,33,7,1,0,0,1,1,0,0,0,0,35,0,1,Matches
Eduardo Vargas,cl CHI,"FW,MF",34-213,1.7,52,49,3,0,0,2,3,1,0,0,0,0,42,0,3,Matches
Matheus Mendes,br BRA,GK,25-102,1.0,33,18,15,3,0,0,0,0,0,0,0,0,20,0,0,Matches
Rubens,br BRA,DF,22-365,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Pedrinho,br BRA,"MF,DF",26-068,0.8,62,61,1,0,1,1,2,0,1,0,0,0,50,0,2,Matches
Brahian Palacios,co COL,"FW,MF",21-209,0.4,11,9,2,1,0,0,0,1,0,0,0,0,10,0,1,Matches
Alan Kardec,br BRA,"FW,DF",35-160,0.2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,Matches
Squad Total,0,0,28.5,8.0,4380,4009,353,102,4,46,166,138,49,17,10,1,3626,18,81,0
Opponent Total,0,0,28.4,8.0,3167,2783,377,130,4,21,119,138,34,11,16,0,2473,7,54,0
