Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Éverson,br BRA,GK,33-334,7,7,630,7.0,5,0.71,18,13,72.2,3,4,0,3,42.9,0,0,0,0,0.0,Matches
Matheus Mendes,br BRA,GK,25-102,1,1,90,1.0,4,4.0,9,5,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,0,0,28.5,8,8,720,8.0,9,1.13,27,18,70.4,3,4,1,3,37.5,1,1,0,0,0.0,0
Opponent Total,0,0,28.4,8,8,720,8.0,12,1.5,36,24,69.4,1,4,3,2,25.0,1,1,0,0,0.0,0
