Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Antonio Candreva,it ITA,"MF,FW",36.0,30.6,1019,1407,72.4,17916,5994,496,546,90.8,343,486,70.6,130,268,48.5,6,5.0,4.1,1.0,60,110,56,21,149,Matches
Domagoj Bradarić,hr CRO,DF,23.0,30.5,1184,1536,77.1,18474,5884,637,707,90.1,421,542,77.7,78,185,42.2,3,1.8,1.6,1.2,36,54,18,11,76,Matches
Lassana Coulibaly,ml MLI,MF,27.0,23.1,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,0.2,11,80,6,2,88,Matches
Lorenzo Pirola,it ITA,DF,21.0,22.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46.0,0,0.0,0.1,0.0,1,33,1,0,57,Matches
Loum Tchaouna,fr FRA,"FW,MF",19.0,23.3,505,766,65.9,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,3,1.5,1.3,1.5,22,41,22,7,59,Matches
Guillermo Ochoa,mx MEX,GK,38.0,21.0,393,652,60.3,11569,8217,59,59,100.0,182,183,99.5,152,407,37.3,0,0.0,0.1,0.0,0,7,1,0,0,Matches
Giulio Maggiore,it ITA,MF,25.0,20.0,619,797,77.7,10161,3055,298,353,84.4,250,298,83.9,50,86,58.1,2,1.1,0.8,0.9,11,58,4,1,64,Matches
Norbert Gyömbér,sk SVK,DF,31.0,19.6,630,750,84.0,11574,4495,229,258,88.8,335,374,89.6,57,99,57.6,0,0.2,0.1,-0.2,5,33,0,0,42,Matches
Grigoris Kastanos,cy CYP,"MF,DF",25.0,16.4,458,650,70.5,7578,2346,216,260,83.1,141,205,68.8,61,105,58.1,3,2.8,1.5,0.2,28,52,11,2,78,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,14.1,460,635,72.4,6631,3051,276,317,87.1,149,210,71.0,20,68,29.4,1,1.3,1.0,-0.3,14,30,16,10,36,Matches
Federico Fazio,ar ARG,DF,36.0,15.1,440,587,75.0,8392,3494,163,194,84.0,217,265,81.9,55,108,50.9,0,0.1,0.3,-0.1,3,26,1,0,27,Matches
Toma Bašić,hr CRO,MF,26.0,12.9,442,540,81.9,7981,2047,192,208,92.3,179,214,83.6,57,89,64.0,0,0.5,0.7,-0.5,16,43,6,4,53,Matches
Benoît Costil,fr FRA,GK,36.0,13.0,258,428,60.3,7748,6197,48,49,98.0,109,111,98.2,101,267,37.8,0,0.0,0.0,0.0,1,4,0,0,0,Matches
Boulaye Dia,sn SEN,"FW,MF",26.0,12.7,204,244,83.6,3303,641,99,111,89.2,77,86,89.5,16,23,69.6,0,0.5,0.5,-0.5,10,22,5,0,22,Matches
Chukwubuikem Ikwuemesi,ng NGA,FW,21.0,11.8,110,167,65.9,1382,234,71,97,73.2,29,40,72.5,3,8,37.5,1,0.7,0.6,0.3,8,5,2,0,10,Matches
Matteo Lovato,it ITA,DF,23.0,10.5,323,400,80.8,5859,2412,120,136,88.2,172,200,86.0,25,46,54.3,0,0.2,0.2,-0.2,3,25,2,1,29,Matches
Niccolò Pierozzi,it ITA,DF,21.0,9.7,264,348,75.9,4521,1389,130,147,88.4,104,131,79.4,24,52,46.2,0,0.0,0.1,0.0,1,14,2,2,16,Matches
Mateusz Łęgowski,pl POL,MF,20.0,12.7,292,378,77.2,4268,1261,169,196,86.2,95,120,79.2,16,31,51.6,0,0.2,0.4,-0.2,7,30,5,1,37,Matches
Junior Sambia,fr FRA,"DF,MF",26.0,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,1.1,12,30,10,5,41,Matches
Alessandro Zanoli,it ITA,DF,22.0,10.2,322,434,74.2,4696,1828,188,210,89.5,101,141,71.6,18,46,39.1,2,1.8,0.9,0.2,12,20,7,2,28,Matches
Flavius Daniliuc,at AUT,DF,22.0,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,Matches
Jovane Cabral,cv CPV,"MF,FW",25.0,7.5,185,245,75.5,3216,1015,86,100,86.0,66,86,76.7,23,37,62.2,0,0.4,0.6,-0.4,10,22,12,3,40,Matches
Emil Bohinen,no NOR,MF,24.0,5.9,262,333,78.7,4069,1031,130,153,85.0,103,121,85.1,16,24,66.7,0,0.2,0.1,-0.2,5,18,2,0,26,Matches
Agustín Martegani,ar ARG,MF,23.0,8.1,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65.0,0,0.5,0.4,-0.5,6,29,4,0,28,Matches
Simeon Nwankwo,ng NGA,FW,31.0,7.6,83,133,62.4,1082,151,52,76,68.4,22,27,81.5,2,2,100.0,0,0.6,0.4,-0.6,5,8,1,0,7,Matches
Kostas Manolas,gr GRE,DF,32.0,5.4,276,303,91.1,5479,1918,73,78,93.6,176,182,96.7,22,35,62.9,0,0.1,0.0,-0.1,1,7,3,1,10,Matches
Marco Pellegrino,0,DF,0.0,6.1,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5,0,0.0,0.0,0.0,1,6,0,0,7,Matches
