Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Antonio Candreva,it ITA,"MF,FW",36.0,30.6,5,0,0,11,43,21,223,7,13,0,0,0,93,0,1,0.0,Matches
Domagoj Bradarić,hr CRO,DF,23.0,30.5,5,0,0,14,34,0,81,32,20,0,0,0,150,23,28,45.1,Matches
Lassana Coulibaly,ml MLI,MF,27.0,23.1,5,0,0,33,36,1,8,16,32,0,0,0,129,29,32,47.5,Matches
Lorenzo Pirola,it ITA,DF,21.0,22.1,4,0,0,33,16,1,2,25,23,0,2,0,81,58,35,62.4,Matches
Loum Tchaouna,fr FRA,"FW,MF",19.0,23.3,4,0,0,15,30,6,70,4,10,0,0,0,69,27,66,29.0,Matches
Guillermo Ochoa,mx MEX,GK,38.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,100.0,Matches
Giulio Maggiore,it ITA,MF,25.0,20.0,9,1,1,39,37,1,3,24,29,0,1,0,134,24,46,34.3,Matches
Norbert Gyömbér,sk SVK,DF,31.0,19.6,9,0,0,33,17,0,0,23,18,0,1,1,111,31,28,52.5,Matches
Grigoris Kastanos,cy CYP,"MF,DF",25.0,16.4,5,0,0,18,44,3,38,8,14,0,0,0,85,24,36,40.0,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,14.1,4,0,0,23,9,3,42,5,19,0,0,0,72,6,26,18.8,Matches
Federico Fazio,ar ARG,DF,36.0,15.1,3,1,0,9,9,0,0,17,11,0,1,0,54,50,21,70.4,Matches
Toma Bašić,hr CRO,MF,26.0,12.9,5,0,0,14,16,0,25,14,13,0,0,0,60,8,12,40.0,Matches
Benoît Costil,fr FRA,GK,36.0,13.0,0,0,0,0,1,0,1,0,1,0,0,0,14,0,0,0.0,Matches
Boulaye Dia,sn SEN,"FW,MF",26.0,12.7,1,0,0,11,24,3,1,3,2,0,0,0,41,6,27,18.2,Matches
Chukwubuikem Ikwuemesi,ng NGA,FW,21.0,11.8,2,0,0,35,20,8,2,1,1,0,0,0,23,29,59,33.0,Matches
Matteo Lovato,it ITA,DF,23.0,10.5,2,0,0,7,5,0,1,18,14,0,2,0,47,15,18,45.5,Matches
Niccolò Pierozzi,it ITA,DF,21.0,9.7,6,0,0,28,10,0,6,11,11,1,0,0,36,17,9,65.4,Matches
Mateusz Łęgowski,pl POL,MF,20.0,12.7,3,0,0,24,10,2,6,7,12,0,0,0,60,13,16,44.8,Matches
Junior Sambia,fr FRA,"DF,MF",26.0,11.5,4,0,0,9,15,0,28,11,5,0,1,0,38,23,12,65.7,Matches
Alessandro Zanoli,it ITA,DF,22.0,10.2,3,0,0,5,4,1,30,1,13,0,0,1,26,7,12,36.8,Matches
Flavius Daniliuc,at AUT,DF,22.0,8.3,2,0,0,14,4,0,1,8,11,0,0,0,52,20,15,57.1,Matches
Jovane Cabral,cv CPV,"MF,FW",25.0,7.5,1,0,0,19,13,6,14,1,9,0,1,0,31,5,15,25.0,Matches
Emil Bohinen,no NOR,MF,24.0,5.9,1,0,0,5,6,0,2,14,6,0,0,0,42,11,10,52.4,Matches
Agustín Martegani,ar ARG,MF,23.0,8.1,1,0,0,10,14,0,1,4,7,0,0,0,51,6,5,54.5,Matches
Simeon Nwankwo,ng NGA,FW,31.0,7.6,0,0,0,11,17,2,0,0,3,0,0,0,13,24,41,36.9,Matches
Kostas Manolas,gr GRE,DF,32.0,5.4,0,0,0,5,3,0,1,2,5,0,0,0,19,20,8,71.4,Matches
Marco Pellegrino,0,DF,0.0,6.1,1,0,0,3,1,0,1,10,6,0,1,0,15,9,18,33.3,Matches
Shon Weissman,il ISR,"FW,DF",27.0,5.5,0,0,0,3,10,0,0,3,3,0,0,0,13,6,15,28.6,Matches
Triantafyllos Pasaridīs,gr GRE,DF,27.0,5.0,3,0,0,9,3,0,0,3,7,0,0,0,12,7,13,35.0,Matches
Vincenzo Fiorillo,it ITA,GK,33.0,4.0,1,1,0,0,3,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Erik Botheim,no NOR,"FW,MF",23.0,3.5,1,0,0,2,11,0,1,0,0,0,0,0,7,2,17,10.5,Matches
Jérôme Boateng,de GER,DF,34.0,2.6,0,0,0,2,0,1,1,4,0,0,0,0,10,8,7,53.3,Matches
Emanuel Vignato,it ITA,"MF,FW",22.0,3.5,1,0,0,3,1,1,2,1,7,0,0,0,12,0,4,0.0,Matches
Iron Gomis,fr FRA,MF,23.0,1.5,0,0,0,2,2,1,1,2,1,0,0,0,10,3,0,100.0,Matches
Trivante Stewart,jm JAM,"FW,MF",23.0,1.1,0,0,0,1,0,0,2,0,0,0,0,0,3,2,6,25.0,Matches
Dylan Bronn,tn TUN,"DF,MF",28.0,0.6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,50.0,Matches
Andres Sfait,ro ROU,"DF,MF",18.0,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,Matches
Gerardo Fusco,it ITA,FW,18.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Mamadou Coulibaly,sn SEN,DF,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.3,38.0,91,3,1,450,470,61,596,279,327,1,10,2,1634,520,662,44.0,0
Opponent Total,0,0,26.7,38.0,79,1,1,498,422,79,802,294,349,6,2,0,1785,662,520,56.0,0
