Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Guillermo Ochoa,mx MEX,GK,38.0,21.0,44,7,0,3,1,37.2,0.27,-5.8,-0.28,85,323,26.3,479,73,46.3,37.5,171,59.1,44.4,342,9,2.6,11,0.52,13.6,Matches
Benoît Costil,fr FRA,GK,36.0,13.0,29,3,0,2,1,23.6,0.32,-4.4,-0.34,71,228,31.1,323,45,48.0,37.0,104,70.2,51.1,212,2,0.9,19,1.46,18.2,Matches
Vincenzo Fiorillo,it ITA,GK,33.0,4.0,8,0,0,4,0,7.3,0.28,-0.7,-0.18,27,96,28.1,72,9,68.1,44.9,54,87.0,56.6,77,4,5.2,1,0.25,7.6,Matches
Squad Total,0,0,27.3,38.0,81,10,0,9,2,68.1,0.29,-10.9,-0.29,183,647,28.3,858,127,49.7,44.9,345,64.1,46.6,631,15,2.4,31,0.82,7.6,0
Opponent Total,0,0,26.7,38.0,32,2,0,6,0,30.9,0.24,-1.1,-0.03,155,439,35.3,934,134,37.7,35.0,229,38.0,33.6,451,22,4.9,27,0.71,13.7,0
