Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Antonio Candreva,it ITA,"MF,FW",36.0,34,2750.0,81.0,80.4,30.6,32,83.0,22,2,40.0,0,0.47,23.0,60.0,-37.0,-1.21,0.4,22.3,58.6,-36.3,-1.19,-0.13,Matches
Domagoj Bradarić,hr CRO,DF,23.0,34,2749.0,81.0,80.4,30.5,30,87.0,25,4,38.0,0,0.44,24.0,65.0,-41.0,-1.34,-0.27,24.6,58.4,-33.7,-1.1,0.3,Matches
Lassana Coulibaly,ml MLI,MF,27.0,28,2082.0,74.0,60.9,23.1,25,81.0,17,3,18.0,0,0.54,23.0,51.0,-28.0,-1.21,0.2,19.2,46.8,-27.6,-1.19,-0.08,Matches
Lorenzo Pirola,it ITA,DF,21.0,27,1987.0,74.0,58.1,22.1,24,79.0,16,3,27.0,1,0.44,17.0,49.0,-32.0,-1.45,-0.38,18.5,42.3,-23.8,-1.08,0.2,Matches
Loum Tchaouna,fr FRA,"FW,MF",19.0,33,2100.0,64.0,61.4,23.3,23,81.0,14,10,23.0,2,0.33,25.0,53.0,-28.0,-1.2,0.23,19.6,46.8,-27.3,-1.17,-0.02,Matches
Guillermo Ochoa,mx MEX,GK,38.0,21,1890.0,90.0,55.3,21.0,21,90.0,21,0,0.0,4,0.29,13.0,44.0,-31.0,-1.48,-0.42,13.3,41.4,-28.1,-1.34,-0.4,Matches
Giulio Maggiore,it ITA,MF,25.0,27,1800.0,67.0,52.6,20.0,20,78.0,8,7,35.0,3,0.52,22.0,36.0,-14.0,-0.7,1.24,16.0,36.8,-20.9,-1.04,0.25,Matches
Norbert Gyömbér,sk SVK,DF,31.0,22,1760.0,80.0,51.5,19.6,20,82.0,14,2,58.0,3,0.55,16.0,41.0,-25.0,-1.28,0.02,14.9,34.7,-19.8,-1.01,0.3,Matches
Grigoris Kastanos,cy CYP,"MF,DF",25.0,26,1480.0,57.0,43.3,16.4,18,73.0,3,8,20.0,3,0.54,12.0,31.0,-19.0,-1.16,0.24,12.3,31.9,-19.6,-1.19,-0.05,Matches
Pasquale Mazzocchi,it ITA,DF,28.0,18,1272.0,71.0,37.2,14.1,16,76.0,8,2,25.0,0,0.67,13.0,30.0,-17.0,-1.2,0.14,11.5,26.5,-15.0,-1.06,0.16,Matches
Federico Fazio,ar ARG,DF,36.0,17,1355.0,80.0,39.6,15.1,15,87.0,12,2,27.0,8,0.61,15.0,31.0,-16.0,-1.06,0.38,9.6,31.2,-21.7,-1.44,-0.46,Matches
Toma Bašić,hr CRO,MF,26.0,15,1162.0,77.0,34.0,12.9,14,83.0,9,1,4.0,0,0.2,6.0,23.0,-17.0,-1.32,-0.04,9.2,24.3,-15.1,-1.17,-0.01,Matches
Benoît Costil,fr FRA,GK,36.0,13,1170.0,90.0,34.2,13.0,13,90.0,13,0,0.0,25,0.69,13.0,29.0,-16.0,-1.23,0.09,13.5,23.8,-10.3,-0.79,0.56,Matches
Boulaye Dia,sn SEN,"FW,MF",26.0,17,1143.0,67.0,33.4,12.7,12,83.0,8,5,29.0,1,0.35,9.0,30.0,-21.0,-1.65,-0.55,10.0,25.0,-15.0,-1.18,-0.03,Matches
Chukwubuikem Ikwuemesi,ng NGA,FW,21.0,25,1061.0,42.0,31.0,11.8,11,71.0,2,14,20.0,6,0.56,11.0,26.0,-15.0,-1.27,0.02,11.8,24.3,-12.5,-1.06,0.14,Matches
Matteo Lovato,it ITA,DF,23.0,13,947.0,73.0,27.7,10.5,11,80.0,7,2,32.0,9,0.46,8.0,21.0,-13.0,-1.24,0.07,7.6,18.7,-11.1,-1.05,0.15,Matches
Niccolò Pierozzi,it ITA,DF,21.0,12,871.0,73.0,25.5,9.7,11,77.0,6,1,25.0,1,0.33,8.0,20.0,-12.0,-1.24,0.07,6.8,18.4,-11.6,-1.2,-0.06,Matches
Mateusz Łęgowski,pl POL,MF,20.0,29,1145.0,39.0,33.5,12.7,10,74.0,4,19,21.0,9,0.52,9.0,31.0,-22.0,-1.73,-0.66,10.1,23.7,-13.6,-1.07,0.14,Matches
Junior Sambia,fr FRA,"DF,MF",26.0,18,1032.0,57.0,30.2,11.5,10,81.0,3,8,27.0,20,0.28,9.0,23.0,-14.0,-1.22,0.1,7.7,25.1,-17.4,-1.52,-0.51,Matches
Alessandro Zanoli,it ITA,DF,22.0,17,921.0,54.0,26.9,10.2,10,77.0,3,7,22.0,1,0.29,9.0,20.0,-11.0,-1.07,0.29,8.2,20.0,-11.9,-1.16,0.0,Matches
Flavius Daniliuc,at AUT,DF,22.0,14,744.0,53.0,21.8,8.3,8,76.0,4,6,22.0,3,0.36,7.0,19.0,-12.0,-1.45,-0.21,7.9,17.1,-9.2,-1.11,0.07,Matches
Jovane Cabral,cv CPV,"MF,FW",25.0,12,678.0,57.0,19.8,7.5,8,78.0,3,4,14.0,3,0.33,2.0,14.0,-12.0,-1.59,-0.38,5.3,12.4,-7.1,-0.94,0.27,Matches
Emil Bohinen,no NOR,MF,24.0,12,535.0,45.0,15.6,5.9,7,57.0,0,5,28.0,5,0.5,3.0,14.0,-11.0,-1.85,-0.67,5.1,11.5,-6.3,-1.07,0.11,Matches
Agustín Martegani,ar ARG,MF,23.0,18,731.0,41.0,21.4,8.1,6,73.0,1,12,25.0,16,0.28,8.0,21.0,-13.0,-1.6,-0.4,6.9,18.3,-11.3,-1.39,-0.3,Matches
Simeon Nwankwo,ng NGA,FW,31.0,15,686.0,46.0,20.1,7.6,6,84.0,2,9,20.0,10,0.4,10.0,13.0,-3.0,-0.39,1.12,6.4,14.8,-8.4,-1.1,0.08,Matches
Kostas Manolas,gr GRE,DF,32.0,8,488.0,61.0,14.3,5.4,6,71.0,1,2,32.0,3,0.25,3.0,9.0,-6.0,-1.11,0.21,4.5,9.8,-5.3,-0.98,0.22,Matches
Marco Pellegrino,0,DF,0.0,10,545.0,55.0,15.9,6.1,5,85.0,4,5,24.0,6,0.4,4.0,18.0,-14.0,-2.31,-1.22,4.6,15.1,-10.6,-1.74,-0.69,Matches
Shon Weissman,il ISR,"FW,DF",27.0,11,494.0,45.0,14.4,5.5,5,64.0,0,6,29.0,4,0.18,5.0,14.0,-9.0,-1.64,-0.41,4.2,13.0,-8.7,-1.59,-0.5,Matches
