Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Nicolas Pallois,fr FRA,DF,35.0,23,17,1589.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,6.0,55.0,2.0,0.0,0.06,0.06,0.0,0.06,0.01,0.02,0.03,0.01,0.03,Matches
Jean-Kevin Duverne,ht HAI,DF,26.0,19,15,1348.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,64.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Quentin Merlin,fr FRA,DF,21.0,16,15,1283.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,2.0,34.0,98.0,62.0,0.0,0.07,0.07,0.0,0.07,0.05,0.09,0.14,0.05,0.14,Matches
Matthis Abline,fr FRA,FW,20.0,22,12,1044.0,11.6,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,3.8,3.8,2.0,5.8,28.0,20.0,87.0,0.43,0.0,0.43,0.43,0.43,0.33,0.17,0.5,0.33,0.5,Matches
Samuel Moutoussamy,cd COD,MF,26.0,26,11,1107.0,12.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.6,2.3,20.0,59.0,33.0,0.08,0.0,0.08,0.08,0.08,0.14,0.05,0.19,0.14,0.19,Matches
Nathan Zeze,fr FRA,DF,18.0,13,11,1022.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Kelvin Amian,fr FRA,DF,25.0,12,11,798.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.6,0.6,12.0,28.0,21.0,0.0,0.11,0.11,0.0,0.11,0.01,0.07,0.07,0.01,0.07,Matches
Nicolas Cozza,fr FRA,DF,24.0,13,10,895.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.2,11.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches
Tino Kadewere,zw ZIM,"FW,MF",27.0,14,8,781.0,8.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.9,1.2,1.8,2.9,15.0,26.0,53.0,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,25.0,12,6,598.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.2,12.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,Matches
Rémy Descamps,fr FRA,GK,27.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bénie Adama Traore,ci CIV,"FW,MF",20.0,14,4,504.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,0.9,1.6,23.0,15.0,45.0,0.0,0.18,0.18,0.0,0.18,0.13,0.16,0.29,0.13,0.29,Matches
Adson,br BRA,"MF,FW",22.0,8,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,18.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches
Ignatius Ganago,cm CMR,"FW,MF",24.0,6,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",29.0,23,1,611.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.0,3.2,41.0,31.0,73.0,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,Matches
Marquinhos,br BRA,"FW,MF",20.0,7,1,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.58,0.15,0.58,Matches
Fabien Centonze,fr FRA,DF,27.0,3,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bastien Meupiyou,fr FRA,DF,17.0,1,1,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaouen Hadjam,dz ALG,DF,20.0,8,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,6.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Matches
Stredair Appuah,fr FRA,"FW,MF",19.0,4,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches
Denis Petrić,rs SRB,GK,35.0,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Boutsingkham,fr FRA,"MF,FW",20.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adel Mahamoud,km COM,FW,20.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Enzo Mongo,fr FRA,DF,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lamine Diack,sn SEN,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mohamed Achi,fr FRA,MF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Loïc Affamah,fr FRA,FW,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dehmaine Assoumani,fr FRA,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Barbet,fr FRA,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Junior Diaz,ci CIV,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yannis M'Bemba,ga GAB,DF,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mathis Oger,fr FRA,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.8,34,374,3060.0,34.0,30.0,17.0,47.0,26.0,4.0,5.0,67.0,3.0,37.6,33.6,25.5,59.1,569.0,1243.0,1229.0,0.88,0.5,1.38,0.76,1.26,1.11,0.75,1.85,0.99,1.74,0
Opponent Total,0,0,25.8,34,374,3060.0,34.0,55.0,36.0,91.0,46.0,9.0,10.0,62.0,5.0,53.0,45.7,35.9,81.5,617.0,1613.0,1599.0,1.62,1.06,2.68,1.35,2.41,1.56,1.06,2.62,1.34,2.4,0
