Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Pedro Chirivella,es ESP,MF,26.0,28.8,1494,1743,85.7,25864,7906,653,701,93.2,631,692,91.2,146,254,57.5,1,1.1,2.8,-0.1,19,168,22,7,192,Matches
Alban Lafont,fr FRA,GK,24.0,27.7,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0.0,0.0,0.0,0,14,0,0,3,Matches
Jean-Charles Castelletto,cm CMR,DF,28.0,27.4,1147,1340,85.6,20580,7724,429,470,91.3,590,661,89.3,93,161,57.8,0,0.8,1.2,-0.8,10,85,10,3,100,Matches
Florent Mollet,fr FRA,"MF,FW",31.0,23.1,826,1063,77.7,12760,3216,425,473,89.9,301,361,83.4,56,160,35.0,4,2.5,2.4,1.5,38,67,16,3,96,Matches
Mostafa Mohamed,eg EGY,FW,25.0,22.2,238,369,64.5,3584,698,126,174,72.4,79,124,63.7,17,33,51.5,2,2.4,1.3,-0.4,23,20,10,3,25,Matches
Eray Cömert,ch SUI,DF,25.0,22.2,941,1063,88.5,18882,6076,298,320,93.1,506,534,94.8,118,178,66.3,0,0.2,0.4,-0.2,4,57,4,2,57,Matches
Douglas,br BRA,MF,26.0,19.7,904,1040,86.9,15549,4365,396,439,90.2,390,431,90.5,82,118,69.5,0,1.1,1.6,-1.1,17,85,11,1,105,Matches
Moussa Sissoko,fr FRA,MF,33.0,20.2,547,681,80.3,8769,2582,258,312,82.7,233,274,85.0,33,49,67.3,0,1.1,0.8,-1.1,14,41,9,3,74,Matches
Moses Simon,ng NGA,"FW,MF",28.0,19.9,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,1.3,29,27,21,14,36,Matches
Marcus Coco,fr FRA,"DF,FW",27.0,16.5,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1.0,1.1,-1.0,12,40,18,8,55,Matches
