Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Steve Mandanda,fr FRA,GK,38.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29.0,26.9,9,44,10,22.7,1.63,0.37,0.05,0.2,21.8,13,7,7,9.9,4.4,0.1,-0.9,-2.4,Matches
Arthur Theate,be BEL,DF,23.0,25.5,2,22,5,22.7,0.86,0.2,0.09,0.4,18.7,1,0,0,1.9,1.9,0.09,0.1,0.1,Matches
Arnaud Kalimuendo,fr FRA,FW,21.0,23.8,10,59,22,37.3,2.48,0.93,0.14,0.36,16.3,0,2,2,9.0,7.4,0.13,1.0,0.6,Matches
Adrien Truffert,fr FRA,DF,21.0,23.8,1,20,7,35.0,0.84,0.29,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Amine Gouiri,dz ALG,"FW,MF",23.0,23.0,7,78,26,33.3,3.4,1.13,0.09,0.27,15.2,0,0,0,7.4,7.3,0.09,-0.4,-0.3,Matches
Warmed Omari,fr FRA,DF,23.0,23.0,1,4,1,25.0,0.17,0.04,0.25,1.0,8.7,0,0,0,0.7,0.7,0.16,0.3,0.3,Matches
Baptiste Santamaria,fr FRA,MF,28.0,21.4,0,28,9,32.1,1.31,0.42,0.0,0.0,23.6,0,0,0,1.9,1.9,0.07,-1.9,-1.9,Matches
Enzo Le Fée,fr FRA,MF,23.0,17.0,0,12,0,0.0,0.71,0.0,0.0,0.0,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Martin Terrier,fr FRA,"FW,MF",26.0,17.0,7,38,16,42.1,2.24,0.94,0.18,0.44,12.8,0,0,0,5.2,5.2,0.14,1.8,1.8,Matches
Ludovic Blas,fr FRA,"FW,MF",25.0,17.4,4,42,15,35.7,2.42,0.86,0.07,0.2,20.0,0,1,2,4.7,3.1,0.07,-0.7,-0.1,Matches
Désiré Doué,fr FRA,"MF,FW",18.0,18.1,4,34,13,38.2,1.88,0.72,0.12,0.31,19.1,0,0,0,2.4,2.4,0.07,1.6,1.6,Matches
Jeanuël Belocian,fr FRA,DF,18.0,16.1,0,3,0,0.0,0.19,0.0,0.0,0.0,11.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
Christopher Wooh,cm CMR,DF,21.0,15.4,1,10,2,20.0,0.65,0.13,0.1,0.5,9.0,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches
Guela Doué,ci CIV,DF,20.0,13.7,0,15,3,20.0,1.09,0.22,0.0,0.0,22.0,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Lorenz Assignon,tg TOG,DF,23.0,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Nemanja Matić,rs SRB,MF,34.0,11.4,0,5,1,20.0,0.44,0.09,0.0,0.0,30.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Azor Matusiwa,nl NED,MF,25.0,8.8,0,6,1,16.7,0.68,0.11,0.0,0.0,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Alidu Seidu,gh GHA,DF,23.0,6.6,0,2,0,0.0,0.3,0.0,0.0,0.0,28.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Ibrahim Salah,ma MAR,"FW,MF",21.0,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,15.5,0,0,0,3.1,3.1,0.19,0.9,0.9,Matches
Bertuğ Yıldırım,tr TUR,FW,21.0,5.2,0,10,4,40.0,1.92,0.77,0.0,0.0,11.9,0,0,0,1.4,1.4,0.14,-1.4,-1.4,Matches
Fabian Rieder,ch SUI,MF,21.0,4.1,1,5,2,40.0,1.23,0.49,0.2,0.5,23.7,2,0,0,0.3,0.3,0.06,0.7,0.7,Matches
Jeremy Doku,be BEL,FW,21.0,1.2,1,6,4,66.7,4.86,3.24,0.17,0.25,13.6,0,0,0,0.6,0.6,0.1,0.4,0.4,Matches
Mahamadou Nagida,cm CMR,DF,18.0,1.2,0,3,2,66.7,2.55,1.7,0.0,0.0,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Lovro Majer,hr CRO,MF,25.0,0.2,0,1,0,0.0,5.63,0.0,0.0,0.0,22.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Birger Meling,no NOR,DF,28.0,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
Mathis Lambourde,fr FRA,FW,17.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jérémy Jacquet,fr FRA,MF,18.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Djaoui Cissé,fr FRA,MF,19.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.2,34.0,53,476,157,33.0,14.0,4.62,0.09,0.27,18.0,18,10,11,53.1,44.5,0.1,-0.1,-1.5,0
Opponent Total,0,0,25.8,34.0,43,387,144,37.2,11.38,4.24,0.1,0.28,17.0,11,3,3,41.2,38.9,0.1,1.8,1.1,0
