Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Steve Mandanda,fr FRA,GK,38.0,34.0,885,1209,73.2,23102,15904,162,163,99.4,480,488,98.4,241,556,43.3,0,0.0,0.0,0.0,0,8,0,0,2,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29.0,26.9,1197,1566,76.4,23252,7305,427,517,82.6,567,677,83.8,166,295,56.3,6,6.7,6.2,-0.7,69,136,44,10,178,Matches
Arthur Theate,be BEL,DF,23.0,25.5,1444,1640,88.0,28379,10833,445,479,92.9,821,880,93.3,153,237,64.6,0,0.8,1.3,-0.8,6,129,7,4,151,Matches
Arnaud Kalimuendo,fr FRA,FW,21.0,23.8,405,502,80.7,5966,893,222,265,83.8,137,155,88.4,24,26,92.3,1,2.7,2.3,-1.7,28,31,12,1,37,Matches
Adrien Truffert,fr FRA,DF,21.0,23.8,1047,1333,78.5,16183,5530,557,641,86.9,420,537,78.2,43,85,50.6,2,1.8,2.0,0.2,19,55,22,10,98,Matches
Amine Gouiri,dz ALG,"FW,MF",23.0,23.0,625,764,81.8,8942,2136,344,408,84.3,223,257,86.8,21,28,75.0,3,1.7,2.4,1.3,21,42,32,0,82,Matches
Warmed Omari,fr FRA,DF,23.0,23.0,1162,1291,90.0,23681,8572,330,374,88.2,661,701,94.3,150,175,85.7,0,0.3,0.6,-0.3,5,100,4,0,123,Matches
Baptiste Santamaria,fr FRA,MF,28.0,21.4,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,0.4,13,104,15,0,134,Matches
Enzo Le Fée,fr FRA,MF,23.0,17.0,897,1043,86.0,14631,4647,440,494,89.1,344,389,88.4,72,101,71.3,1,1.8,2.5,-0.8,28,112,26,2,124,Matches
Martin Terrier,fr FRA,"FW,MF",26.0,17.0,395,497,79.5,5865,1309,220,277,79.4,135,160,84.4,23,24,95.8,3,2.6,2.4,0.4,16,34,18,0,58,Matches
Ludovic Blas,fr FRA,"FW,MF",25.0,17.4,395,506,78.1,7024,1852,164,189,86.8,168,215,78.1,44,71,62.0,1,1.7,1.9,-0.7,20,37,18,4,59,Matches
Désiré Doué,fr FRA,"MF,FW",18.0,18.1,576,779,73.9,9991,3047,268,333,80.5,226,291,77.7,63,106,59.4,4,3.7,3.7,0.3,31,64,45,8,121,Matches
Jeanuël Belocian,fr FRA,DF,18.0,16.1,759,862,88.1,14203,4121,239,273,87.5,415,452,91.8,74,94,78.7,1,0.4,0.3,0.6,6,57,3,1,60,Matches
Christopher Wooh,cm CMR,DF,21.0,15.4,675,789,85.6,13895,5198,181,206,87.9,402,438,91.8,80,123,65.0,0,0.7,0.4,-0.7,6,57,3,0,61,Matches
Guela Doué,ci CIV,DF,20.0,13.7,502,669,75.0,9050,2831,202,240,84.2,229,297,77.1,55,100,55.0,2,1.1,1.4,0.9,17,47,13,6,53,Matches
Lorenz Assignon,tg TOG,DF,23.0,11.2,516,600,86.0,8700,2414,220,236,93.2,247,284,87.0,34,47,72.3,1,1.8,1.3,-0.8,20,32,12,5,51,Matches
Nemanja Matić,rs SRB,MF,34.0,11.4,695,804,86.4,13054,4052,239,274,87.2,331,357,92.7,95,125,76.0,0,0.8,0.9,-0.8,12,88,8,2,83,Matches
Azor Matusiwa,nl NED,MF,25.0,8.8,398,454,87.7,7072,2381,160,187,85.6,186,203,91.6,40,46,87.0,1,0.4,0.4,0.6,10,61,5,1,64,Matches
Alidu Seidu,gh GHA,DF,23.0,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23,Matches
Ibrahim Salah,ma MAR,"FW,MF",21.0,5.8,177,232,76.3,2754,612,97,111,87.4,60,82,73.2,12,23,52.2,1,0.5,1.2,0.5,5,11,7,2,18,Matches
Bertuğ Yıldırım,tr TUR,FW,21.0,5.2,73,106,68.9,1066,194,37,51,72.5,26,40,65.0,4,6,66.7,1,0.7,0.2,0.3,4,7,1,0,11,Matches
Fabian Rieder,ch SUI,MF,21.0,4.1,169,212,79.7,3101,976,63,76,82.9,84,97,86.6,16,29,55.2,0,0.6,0.3,-0.6,4,25,6,1,41,Matches
Jeremy Doku,be BEL,FW,21.0,1.2,43,49,87.8,623,133,25,29,86.2,15,16,93.8,2,2,100.0,0,0.2,0.6,-0.2,3,0,3,1,5,Matches
Mahamadou Nagida,cm CMR,DF,18.0,1.2,47,65,72.3,815,214,24,28,85.7,17,24,70.8,5,8,62.5,0,0.3,0.3,-0.3,3,2,3,3,2,Matches
Lovro Majer,hr CRO,MF,25.0,0.2,14,16,87.5,277,96,7,8,87.5,5,6,83.3,2,2,100.0,0,0.3,0.1,-0.3,2,1,0,0,0,Matches
