Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Steve Mandanda,fr FRA,GK,38.0,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,0.0,0,1.35,53.0,46.0,7.0,0.21,0.0,53.1,41.2,11.8,0.35,0.0,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29.0,32,2425.0,76.0,79.2,26.9,29,81.0,12,3,29.0,0,1.31,43.0,43.0,0.0,0.0,-0.99,41.9,36.5,5.4,0.2,-0.72,Matches
Arthur Theate,be BEL,DF,23.0,28,2296.0,82.0,75.0,25.5,27,85.0,23,1,2.0,3,1.46,44.0,35.0,9.0,0.35,0.59,42.6,31.8,10.9,0.43,0.31,Matches
Arnaud Kalimuendo,fr FRA,FW,21.0,30,2139.0,71.0,69.9,23.8,25,80.0,6,5,29.0,0,1.37,38.0,31.0,7.0,0.29,0.29,36.1,24.7,11.4,0.48,0.44,Matches
Adrien Truffert,fr FRA,DF,21.0,30,2145.0,72.0,70.1,23.8,24,84.0,17,6,23.0,0,1.33,34.0,29.0,5.0,0.21,0.01,32.6,30.8,1.8,0.08,-0.91,Matches
Amine Gouiri,dz ALG,"FW,MF",23.0,31,2067.0,67.0,67.5,23.0,24,80.0,8,7,22.0,2,1.26,32.0,37.0,-5.0,-0.22,-1.31,36.4,28.2,8.2,0.36,0.03,Matches
Warmed Omari,fr FRA,DF,23.0,25,2071.0,83.0,67.7,23.0,23,87.0,20,2,31.0,5,1.24,34.0,30.0,4.0,0.17,-0.1,35.8,27.9,8.0,0.35,0.0,Matches
Baptiste Santamaria,fr FRA,MF,28.0,30,1926.0,64.0,62.9,21.4,22,80.0,13,8,20.0,4,1.4,33.0,27.0,6.0,0.28,0.2,32.5,23.5,9.1,0.42,0.2,Matches
Enzo Le Fée,fr FRA,MF,23.0,25,1527.0,61.0,49.9,17.0,19,74.0,6,6,19.0,1,1.12,25.0,24.0,1.0,0.06,-0.29,26.3,18.5,7.9,0.46,0.23,Matches
Martin Terrier,fr FRA,"FW,MF",26.0,24,1527.0,64.0,49.9,17.0,19,75.0,6,5,19.0,0,1.42,27.0,24.0,3.0,0.18,-0.06,27.8,25.0,2.8,0.16,-0.37,Matches
Ludovic Blas,fr FRA,"FW,MF",25.0,29,1563.0,54.0,51.1,17.4,18,76.0,6,11,18.0,3,1.28,22.0,21.0,1.0,0.06,-0.3,21.1,20.9,0.2,0.01,-0.69,Matches
Désiré Doué,fr FRA,"MF,FW",18.0,31,1626.0,52.0,53.1,18.1,17,75.0,6,14,25.0,1,1.35,30.0,21.0,9.0,0.5,0.62,30.5,20.9,9.7,0.54,0.4,Matches
Jeanuël Belocian,fr FRA,DF,18.0,23,1448.0,63.0,47.3,16.1,16,80.0,7,7,23.0,9,1.22,24.0,28.0,-4.0,-0.25,-0.86,24.7,18.0,6.7,0.41,0.13,Matches
Christopher Wooh,cm CMR,DF,21.0,18,1388.0,77.0,45.4,15.4,15,88.0,13,3,25.0,12,1.11,22.0,18.0,4.0,0.26,0.1,23.0,18.7,4.3,0.28,-0.13,Matches
Guela Doué,ci CIV,DF,20.0,24,1234.0,51.0,40.3,13.7,13,81.0,11,11,16.0,7,1.63,29.0,18.0,11.0,0.8,1.0,22.9,16.4,6.5,0.47,0.21,Matches
Lorenz Assignon,tg TOG,DF,23.0,14,1011.0,72.0,33.0,11.2,12,82.0,8,2,16.0,2,1.14,15.0,14.0,1.0,0.09,-0.17,15.6,13.6,1.9,0.17,-0.26,Matches
Nemanja Matić,rs SRB,MF,34.0,13,1027.0,79.0,33.6,11.4,11,88.0,8,2,32.0,0,1.0,11.0,14.0,-3.0,-0.26,-0.71,14.4,15.2,-0.7,-0.07,-0.62,Matches
Azor Matusiwa,nl NED,MF,25.0,12,794.0,66.0,25.9,8.8,9,81.0,5,3,21.0,2,1.83,16.0,13.0,3.0,0.34,0.18,16.0,11.5,4.5,0.51,0.22,Matches
Alidu Seidu,gh GHA,DF,23.0,11,593.0,54.0,19.4,6.6,7,79.0,3,4,10.0,3,1.64,7.0,9.0,-2.0,-0.3,-0.63,11.7,8.8,2.8,0.43,0.1,Matches
Ibrahim Salah,ma MAR,"FW,MF",21.0,23,524.0,23.0,17.1,5.8,4,62.0,0,19,15.0,6,1.61,14.0,4.0,10.0,1.72,1.82,10.9,6.7,4.2,0.71,0.44,Matches
Bertuğ Yıldırım,tr TUR,FW,21.0,21,469.0,22.0,15.3,5.2,2,77.0,0,19,17.0,8,1.33,13.0,7.0,6.0,1.15,1.12,10.3,6.6,3.7,0.71,0.43,Matches
Fabian Rieder,ch SUI,MF,21.0,15,365.0,24.0,11.9,4.1,2,70.0,0,13,17.0,8,0.93,8.0,7.0,1.0,0.25,0.05,7.5,4.2,3.3,0.81,0.52,Matches
Jeremy Doku,be BEL,FW,21.0,2,111.0,56.0,3.6,1.2,1,83.0,0,1,28.0,0,2.0,3.0,1.0,2.0,1.62,1.47,3.5,0.6,2.9,2.3,2.02,Matches
Mahamadou Nagida,cm CMR,DF,18.0,3,106.0,35.0,3.5,1.2,1,45.0,0,2,31.0,7,1.33,1.0,2.0,-1.0,-0.85,-1.09,2.4,0.8,1.6,1.35,1.03,Matches
Lovro Majer,hr CRO,MF,25.0,1,16.0,16.0,0.5,0.2,0,0.0,0,1,16.0,0,3.0,2.0,0.0,2.0,11.25,11.1,1.2,0.2,1.0,5.35,5.03,Matches
Birger Meling,no NOR,DF,28.0,1,16.0,16.0,0.5,0.2,0,0.0,0,1,16.0,0,3.0,2.0,0.0,2.0,11.25,11.1,1.2,0.2,1.0,5.35,5.03,Matches
Mathis Lambourde,fr FRA,FW,17.0,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,11,1.0,1.0,0.0,1.0,9.0,8.82,0.2,0.1,0.1,0.71,0.37,Matches
Jérémy Jacquet,fr FRA,MF,18.0,1,5.0,5.0,0.2,0.1,0,0.0,0,1,5.0,4,3.0,0.0,0.0,0.0,0.0,-0.21,0.2,0.1,0.1,1.32,0.97,Matches
Djaoui Cissé,fr FRA,MF,19.0,2,4.0,2.0,0.1,0.0,0,0.0,0,2,2.0,3,3.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,-0.35,Matches
Gauthier Gallon,fr FRA,GK,30.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,33,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matthis Abline,fr FRA,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rayan Bamba,fr FRA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mohamed Jaouab,ma MAR,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Geoffrey Lembet,cf CTA,GK,34.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Flavien Tait,fr FRA,"FW,MF",30.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.2,34,3060.0,90.0,100.0,34.0,374,81.0,212,160,19.0,145,1.35,53.0,46.0,7.0,0.21,0.0,53.1,41.2,11.8,0.35,0.0,0
Opponent Total,0,0,25.8,34,3060.0,90.0,100.0,34.0,374,81.0,222,143,18.0,162,1.35,46.0,53.0,-7.0,-0.21,0.0,41.2,53.1,-11.8,-0.35,0.0,0
