Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Steve Mandanda,fr FRA,GK,38.0,34.0,1209,921,288,96,0,0,0,0,0,0,0,0,885,0,0,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29.0,26.9,1566,1354,207,62,7,14,165,45,96,33,48,0,1197,5,34,Matches
Arthur Theate,be BEL,DF,23.0,25.5,1640,1565,72,47,0,14,11,22,0,0,0,0,1444,3,7,Matches
Arnaud Kalimuendo,fr FRA,FW,21.0,23.8,502,451,47,2,2,2,11,1,0,0,0,0,405,4,18,Matches
Adrien Truffert,fr FRA,DF,21.0,23.8,1333,1081,247,21,0,1,72,225,1,1,0,0,1047,5,29,Matches
Amine Gouiri,dz ALG,"FW,MF",23.0,23.0,764,741,22,3,2,0,7,3,7,0,0,0,625,1,25,Matches
Warmed Omari,fr FRA,DF,23.0,23.0,1291,1252,38,32,4,8,0,2,0,0,0,0,1162,1,12,Matches
Baptiste Santamaria,fr FRA,MF,28.0,21.4,1207,1175,30,30,2,10,0,0,0,0,0,0,1055,2,14,Matches
Enzo Le Fée,fr FRA,MF,23.0,17.0,1043,998,44,27,5,14,24,6,10,3,5,0,897,1,11,Matches
Martin Terrier,fr FRA,"FW,MF",26.0,17.0,497,480,16,2,2,0,5,0,0,0,0,0,395,1,7,Matches
Ludovic Blas,fr FRA,"FW,MF",25.0,17.4,506,468,36,14,1,4,53,4,18,6,5,0,395,2,12,Matches
Désiré Doué,fr FRA,"MF,FW",18.0,18.1,779,734,41,18,6,6,70,4,18,11,7,0,576,4,24,Matches
Jeanuël Belocian,fr FRA,DF,18.0,16.1,862,807,55,9,0,5,13,43,0,0,0,0,759,0,8,Matches
Christopher Wooh,cm CMR,DF,21.0,15.4,789,746,42,34,1,4,2,2,0,0,0,0,675,1,8,Matches
Guela Doué,ci CIV,DF,20.0,13.7,669,556,113,8,2,1,43,105,0,0,0,0,502,0,18,Matches
Lorenz Assignon,tg TOG,DF,23.0,11.2,600,491,109,13,0,1,22,96,0,0,0,0,516,0,12,Matches
Nemanja Matić,rs SRB,MF,34.0,11.4,804,760,41,38,2,5,5,3,0,0,0,0,695,3,14,Matches
Azor Matusiwa,nl NED,MF,25.0,8.8,454,442,12,11,1,1,1,1,0,0,0,0,398,0,5,Matches
Alidu Seidu,gh GHA,DF,23.0,6.6,362,318,43,6,0,1,6,37,0,0,0,0,309,1,3,Matches
Ibrahim Salah,ma MAR,"FW,MF",21.0,5.8,232,230,2,0,1,1,20,0,2,0,1,0,177,0,6,Matches
Bertuğ Yıldırım,tr TUR,FW,21.0,5.2,106,99,7,0,0,0,1,0,0,0,0,0,73,0,0,Matches
Fabian Rieder,ch SUI,MF,21.0,4.1,212,196,14,9,0,3,9,1,4,3,0,0,169,2,4,Matches
Jeremy Doku,be BEL,FW,21.0,1.2,49,49,0,0,0,0,1,0,0,0,0,0,43,0,1,Matches
Mahamadou Nagida,cm CMR,DF,18.0,1.2,65,59,6,0,0,1,12,6,0,0,0,0,47,0,3,Matches
Lovro Majer,hr CRO,MF,25.0,0.2,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1,Matches
Birger Meling,no NOR,DF,28.0,0.2,7,4,3,1,0,0,0,2,0,0,0,0,7,0,0,Matches
Mathis Lambourde,fr FRA,FW,17.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Jérémy Jacquet,fr FRA,MF,18.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Djaoui Cissé,fr FRA,MF,19.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,0,0,25.2,34.0,17580,16008,1536,483,38,96,554,608,157,57,67,0,14481,36,276,0
Opponent Total,0,0,25.8,34.0,16224,14644,1516,443,33,100,583,585,151,60,48,0,13026,64,307,0
