D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,17:05,Ligue 1,Matchweek 1,Sun,Home,W,5,1,Metz,4.0,0.4,70,26065.0,Benjamin Bourigeaud,4-3-3,Jeremy Stinat,Match Report,0
2023-08-20,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1,1,Lens,1.4,1.0,50,37233.0,Benjamin Bourigeaud,4-3-3,Benoît Millot,Match Report,0
2023-08-27,13:00,Ligue 1,Matchweek 3,Sun,Home,D,2,2,Le Havre,3.2,0.4,61,28311.0,Benjamin Bourigeaud,4-1-4-1,Eric Wattellier,Match Report,0
2023-09-02,17:00,Ligue 1,Matchweek 4,Sat,Away,D,0,0,Brest,0.3,1.4,52,15021.0,Benjamin Bourigeaud,4-3-3,Hakim Ben El Hadj Salem,Match Report,0
2023-09-16,17:00,Ligue 1,Matchweek 5,Sat,Home,D,2,2,Lille,0.5,1.0,47,28178.0,Benjamin Bourigeaud,4-3-3,Jérôme Brisard,Match Report,0
2023-09-21,18:45,Europa Lg,Group stage,Thu,Home,W,3,0,il Maccabi Haifa,1.8,0.2,61,26838.0,Benjamin Bourigeaud,4-2-3-1,Harm Osmers,Match Report,0
2023-09-24,17:05,Ligue 1,Matchweek 6,Sun,Away,D,0,0,Montpellier,0.9,1.5,63,15430.0,Benjamin Bourigeaud,4-2-3-1,Stéphanie Frappart,Match Report,0
2023-10-01,20:45,Ligue 1,Matchweek 7,Sun,Home,W,3,1,Nantes,2.7,1.0,58,27313.0,Benjamin Bourigeaud,4-2-3-1,Ruddy Buquet,Match Report,0
2023-10-05,21:00,Europa Lg,Group stage,Thu,Away,L,0,1,es Villarreal,1.9,0.3,52,17458.0,Benjamin Bourigeaud,4-2-3-1,Harald Lechner,Match Report,0
2023-10-08,20:45,Ligue 1,Matchweek 8,Sun,Home,L,1,3,Paris S-G,1.1,3.5,42,27734.0,Benjamin Bourigeaud,4-3-3,Benoît Bastien,Match Report,0
