Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Steve Mandanda,fr FRA,GK,38.0,34.0,1,0,0,1,7,0,0,0,0,0,1,1,37,9,1,90.0,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29.0,26.9,1,0,0,16,13,2,165,22,18,0,0,0,102,11,20,35.5,Matches
Arthur Theate,be BEL,DF,23.0,25.5,4,0,0,16,17,0,11,31,17,0,0,0,134,41,22,65.1,Matches
Arnaud Kalimuendo,fr FRA,FW,21.0,23.8,6,0,0,28,50,6,11,4,4,3,0,0,45,6,61,9.0,Matches
Adrien Truffert,fr FRA,DF,21.0,23.8,6,0,0,25,28,4,72,19,21,1,0,0,116,18,24,42.9,Matches
Amine Gouiri,dz ALG,"FW,MF",23.0,23.0,2,0,0,27,23,1,7,14,10,1,0,0,75,15,19,44.1,Matches
Warmed Omari,fr FRA,DF,23.0,23.0,5,1,0,20,12,0,0,33,19,0,0,2,114,50,19,72.5,Matches
Baptiste Santamaria,fr FRA,MF,28.0,21.4,3,0,0,23,25,1,0,34,33,0,0,0,125,38,36,51.4,Matches
Enzo Le Fée,fr FRA,MF,23.0,17.0,3,0,0,24,18,0,24,19,35,0,0,0,127,11,12,47.8,Matches
Martin Terrier,fr FRA,"FW,MF",26.0,17.0,2,1,0,13,28,9,5,9,9,0,0,0,52,33,36,47.8,Matches
Ludovic Blas,fr FRA,"FW,MF",25.0,17.4,3,0,0,44,34,3,53,6,14,0,0,0,85,5,17,22.7,Matches
Désiré Doué,fr FRA,"MF,FW",18.0,18.1,3,0,0,35,55,2,70,14,18,1,1,0,96,6,15,28.6,Matches
Jeanuël Belocian,fr FRA,DF,18.0,16.1,0,0,0,12,15,0,13,13,22,0,0,0,69,10,10,50.0,Matches
Christopher Wooh,cm CMR,DF,21.0,15.4,3,1,0,19,11,0,2,18,12,0,1,0,71,35,19,64.8,Matches
Guela Doué,ci CIV,DF,20.0,13.7,1,1,0,29,11,0,43,15,21,2,0,0,78,18,19,48.6,Matches
Lorenz Assignon,tg TOG,DF,23.0,11.2,4,0,0,22,15,1,22,9,12,1,0,0,67,11,17,39.3,Matches
Nemanja Matić,rs SRB,MF,34.0,11.4,7,0,0,14,16,1,5,27,10,0,0,0,106,19,12,61.3,Matches
Azor Matusiwa,nl NED,MF,25.0,8.8,2,0,0,8,8,0,1,11,3,0,0,0,38,13,8,61.9,Matches
Alidu Seidu,gh GHA,DF,23.0,6.6,3,0,0,8,14,1,6,10,9,0,0,0,33,7,5,58.3,Matches
Ibrahim Salah,ma MAR,"FW,MF",21.0,5.8,3,0,0,10,10,1,20,10,7,0,0,0,38,4,7,36.4,Matches
Bertuğ Yıldırım,tr TUR,FW,21.0,5.2,3,0,0,18,14,4,1,0,5,1,0,0,14,17,32,34.7,Matches
Fabian Rieder,ch SUI,MF,21.0,4.1,0,0,0,10,6,0,9,5,7,0,0,0,24,6,3,66.7,Matches
Jeremy Doku,be BEL,FW,21.0,1.2,0,0,0,2,4,0,1,0,2,0,0,0,7,0,2,0.0,Matches
Mahamadou Nagida,cm CMR,DF,18.0,1.2,0,0,0,0,2,0,12,4,1,0,0,0,8,2,5,28.6,Matches
Lovro Majer,hr CRO,MF,25.0,0.2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0.0,Matches
Birger Meling,no NOR,DF,28.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
Mathis Lambourde,fr FRA,FW,17.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,33.3,Matches
Jérémy Jacquet,fr FRA,MF,18.0,0.1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0.0,Matches
Djaoui Cissé,fr FRA,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.2,34.0,66,4,0,424,438,36,554,328,311,10,3,3,1669,386,424,47.7,0
Opponent Total,0,0,25.8,34.0,73,9,3,450,410,64,583,359,378,3,11,0,1670,424,386,52.3,0
