Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Loïs Openda,be BEL,FW,23.0,34,2697.0,79.0,88.1,30.0,33,81.0,13,1,26.0,0,1.91,69.0,33.0,36.0,1.2,0.71,58.9,33.8,25.0,0.84,0.72,Matches
Xavi Simons,nl NED,MF,20.0,32,2653.0,83.0,86.7,29.5,32,83.0,10,0,0.0,0,2.0,69.0,28.0,41.0,1.39,2.05,57.9,33.4,24.6,0.83,0.62,Matches
David Raum,de GER,DF,25.0,31,2739.0,88.0,89.5,30.4,31,88.0,25,0,0.0,2,1.94,69.0,36.0,33.0,1.08,-0.32,60.1,36.0,24.1,0.79,0.38,Matches
Xaver Schlager,at AUT,MF,25.0,29,2477.0,85.0,80.9,27.5,29,85.0,22,0,0.0,0,1.93,64.0,32.0,32.0,1.16,0.24,55.4,29.8,25.6,0.93,0.95,Matches
Benjamin Henrichs,de GER,DF,26.0,33,2526.0,77.0,82.5,28.1,28,86.0,18,5,22.0,0,1.94,65.0,31.0,34.0,1.21,0.54,51.8,32.3,19.5,0.69,-0.32,Matches
Castello Lukeba,fr FRA,DF,20.0,32,2191.0,68.0,71.6,24.3,24,88.0,22,8,10.0,2,1.91,55.0,28.0,27.0,1.11,-0.03,46.9,31.0,15.9,0.65,-0.34,Matches
Mohamed Simakan,fr FRA,DF,23.0,32,2138.0,67.0,69.9,23.8,23,84.0,13,9,24.0,0,1.91,49.0,30.0,19.0,0.8,-1.05,46.8,29.1,17.8,0.75,0.0,Matches
Janis Blaswich,de GER,GK,32.0,21,1890.0,90.0,61.8,21.0,21,90.0,21,0,0.0,13,1.62,45.0,30.0,15.0,0.71,-1.05,40.0,27.4,12.6,0.6,-0.39,Matches
Amadou Haidara,ml MLI,MF,25.0,21,1526.0,73.0,49.9,17.0,19,79.0,4,2,11.0,2,2.1,44.0,17.0,27.0,1.59,0.95,35.8,18.2,17.6,1.04,0.58,Matches
Willi Orban,hu HUN,DF,30.0,19,1582.0,83.0,51.7,17.6,18,88.0,16,1,6.0,0,2.0,45.0,17.0,28.0,1.59,0.98,31.7,19.1,12.6,0.72,-0.07,Matches
Benjamin Šeško,si SVN,FW,20.0,31,1526.0,49.0,49.9,17.0,17,74.0,2,14,19.0,2,2.0,34.0,23.0,11.0,0.65,-0.94,26.7,21.5,5.2,0.3,-0.89,Matches
Dani Olmo,es ESP,MF,25.0,21,1449.0,69.0,47.4,16.1,17,82.0,7,4,16.0,0,2.0,41.0,20.0,21.0,1.3,0.35,27.3,18.0,9.3,0.58,-0.32,Matches
Lukas Klostermann,de GER,DF,27.0,25,1436.0,57.0,46.9,16.0,16,84.0,13,9,10.0,4,2.04,34.0,22.0,12.0,0.75,-0.69,34.1,18.0,16.1,1.01,0.48,Matches
Kevin Kampl,si SVN,MF,32.0,26,1363.0,52.0,44.5,15.1,14,83.0,7,12,17.0,7,1.69,30.0,15.0,15.0,0.99,-0.23,25.6,18.9,6.7,0.44,-0.55,Matches
Péter Gulácsi,hu HUN,GK,33.0,13,1170.0,90.0,38.2,13.0,13,90.0,13,0,0.0,16,2.38,32.0,9.0,23.0,1.77,1.05,25.6,12.7,12.9,0.99,0.39,Matches
Yussuf Poulsen,dk DEN,FW,29.0,28,1217.0,43.0,39.8,13.5,12,75.0,2,16,20.0,3,1.75,34.0,15.0,19.0,1.41,0.48,29.3,17.1,12.2,0.9,0.25,Matches
Christoph Baumgartner,at AUT,"MF,FW",23.0,32,1158.0,36.0,37.8,12.9,11,69.0,0,21,19.0,2,1.94,23.0,16.0,7.0,0.54,-0.92,29.3,12.4,16.9,1.32,0.91,Matches
Nicolas Seiwald,at AUT,MF,22.0,21,718.0,34.0,23.5,8.0,6,74.0,2,15,18.0,13,1.76,16.0,14.0,2.0,0.25,-1.13,14.0,12.7,1.3,0.16,-0.77,Matches
Emil Forsberg,se SWE,"MF,FW",31.0,14,464.0,33.0,15.2,5.2,5,64.0,0,9,16.0,2,1.93,12.0,5.0,7.0,1.36,0.28,8.9,9.1,-0.3,-0.05,-0.95,Matches
Elif Elmas,mk MKD,"MF,FW",23.0,14,266.0,19.0,8.7,3.0,2,59.0,0,12,12.0,3,1.57,7.0,3.0,4.0,1.35,0.26,7.4,3.8,3.6,1.22,0.52,Matches
Timo Werner,de GER,"FW,MF",27.0,8,207.0,26.0,6.8,2.3,2,62.0,0,6,14.0,4,2.0,6.0,4.0,2.0,0.87,-0.27,4.8,3.3,1.5,0.64,-0.11,Matches
Fabio Carvalho,pt POR,MF,20.0,9,165.0,18.0,5.4,1.8,1,69.0,0,8,12.0,7,1.67,2.0,0.0,2.0,1.09,-0.03,1.9,1.2,0.6,0.35,-0.43,Matches
Christopher Lenz,de GER,"DF,MF",28.0,5,47.0,9.0,1.5,0.5,0,0.0,0,5,9.0,21,2.6,2.0,0.0,2.0,3.83,2.75,1.1,0.9,0.1,0.25,-0.5,Matches
El Chadaille Bitshiabu,fr FRA,"DF,MF",18.0,6,34.0,6.0,1.1,0.4,0,0.0,0,6,6.0,14,2.33,0.0,0.0,0.0,0.0,-1.13,0.7,1.1,-0.4,-1.04,-1.81,Matches
Nuha Jatta,gm GAM,FW,17.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,-0.75,Matches
Jonathan Norbye,no NOR,MF,16.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,-0.75,Matches
Yannick Eduardo,0,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tim Köhler,de GER,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ilaix Moriba,gn GUI,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Novoa,es ESP,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leopold Zingerle,de GER,GK,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.6,34,3060.0,90.0,100.0,34.0,374,83.0,210,165,16.0,139,1.91,77.0,39.0,38.0,1.12,0.0,65.6,40.1,25.5,0.75,0.0,0
Opponent Total,0,0,26.7,34,3060.0,90.0,100.0,34.0,374,83.0,219,152,20.0,149,0.85,39.0,77.0,-38.0,-1.12,0.0,40.1,65.6,-25.5,-0.75,0.0,0
