Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Loïs Openda,be BEL,FW,23.0,30.0,3,3,0,1,2,0,6,0.0,6,19,3,16,5,8,14,0,Matches
Xavi Simons,nl NED,MF,20.0,29.5,30,17,10,11,9,15,31,48.4,16,23,0,23,16,46,4,0,Matches
David Raum,de GER,DF,25.0,30.4,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,Matches
Xaver Schlager,at AUT,MF,25.0,27.5,81,50,35,38,8,21,53,39.6,32,41,8,33,19,100,27,0,Matches
Benjamin Henrichs,de GER,DF,26.0,28.1,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0,Matches
Castello Lukeba,fr FRA,DF,20.0,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,Matches
Mohamed Simakan,fr FRA,DF,23.0,23.8,48,29,28,19,1,32,44,72.7,12,36,14,22,29,77,69,0,Matches
Janis Blaswich,de GER,GK,32.0,21.0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,7,3,Matches
Amadou Haidara,ml MLI,MF,25.0,17.0,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0,Matches
Willi Orban,hu HUN,DF,30.0,17.6,20,12,8,10,2,9,18,50.0,9,22,13,9,16,36,76,1,Matches
Benjamin Šeško,si SVN,FW,20.0,17.0,13,5,2,7,4,2,9,22.2,7,23,2,21,3,16,27,0,Matches
Dani Olmo,es ESP,MF,25.0,16.1,26,18,14,8,4,10,22,45.5,12,7,0,7,13,39,12,1,Matches
Lukas Klostermann,de GER,DF,27.0,16.0,15,10,7,7,1,4,13,30.8,9,25,12,13,13,28,64,1,Matches
Kevin Kampl,si SVN,MF,32.0,15.1,19,8,8,9,2,10,21,47.6,11,19,7,12,11,30,14,1,Matches
Péter Gulácsi,hu HUN,GK,33.0,13.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,1,Matches
Yussuf Poulsen,dk DEN,FW,29.0,13.5,13,8,1,9,3,4,14,28.6,10,13,3,10,4,17,15,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",23.0,12.9,26,13,10,12,4,14,38,36.8,24,20,1,19,5,31,14,0,Matches
Nicolas Seiwald,at AUT,MF,22.0,8.0,33,18,16,15,2,16,25,64.0,9,12,2,10,8,41,15,0,Matches
Emil Forsberg,se SWE,"MF,FW",31.0,5.2,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0,Matches
Elif Elmas,mk MKD,"MF,FW",23.0,3.0,8,6,1,6,1,6,8,75.0,2,5,0,5,1,9,2,0,Matches
Timo Werner,de GER,"FW,MF",27.0,2.3,2,1,0,1,1,0,0,0.0,0,1,0,1,1,3,0,0,Matches
Fabio Carvalho,pt POR,MF,20.0,1.8,3,1,0,2,1,1,3,33.3,2,8,0,8,0,3,1,0,Matches
Christopher Lenz,de GER,"DF,MF",28.0,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0,Matches
El Chadaille Bitshiabu,fr FRA,"DF,MF",18.0,0.4,1,0,1,0,0,0,0,0.0,0,0,0,0,1,2,4,0,Matches
Nuha Jatta,gm GAM,FW,17.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Jonathan Norbye,no NOR,MF,16.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.6,34.0,538,317,236,240,62,244,487,50.1,243,444,97,347,240,778,630,12,0
Opponent Total,0,0,26.7,34.0,570,322,282,220,68,238,560,42.5,322,433,131,302,299,869,701,11,0
