Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Loïs Openda,be BEL,FW,23.0,30.0,84,2.8,58,0,7,11,7,1,13,0.43,10,0,1,1,1,0,Matches
Xavi Simons,nl NED,MF,20.0,29.5,176,5.97,112,27,16,9,12,0,22,0.75,17,0,1,2,2,0,Matches
David Raum,de GER,DF,25.0,30.4,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0,Matches
Xaver Schlager,at AUT,MF,25.0,27.5,85,3.09,80,0,1,1,3,0,10,0.36,9,0,0,1,0,0,Matches
Benjamin Henrichs,de GER,DF,26.0,28.1,89,3.17,69,4,6,5,1,4,13,0.46,10,0,0,2,1,0,Matches
Castello Lukeba,fr FRA,DF,20.0,24.3,12,0.49,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Mohamed Simakan,fr FRA,DF,23.0,23.8,44,1.85,35,1,1,4,2,1,4,0.17,3,0,0,1,0,0,Matches
Janis Blaswich,de GER,GK,32.0,21.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Amadou Haidara,ml MLI,MF,25.0,17.0,41,2.42,34,1,2,1,2,1,7,0.41,5,0,1,0,1,0,Matches
Willi Orban,hu HUN,DF,30.0,17.6,22,1.25,22,0,0,0,0,0,4,0.23,4,0,0,0,0,0,Matches
Benjamin Šeško,si SVN,FW,20.0,17.0,35,2.06,26,0,6,1,2,0,8,0.47,7,0,1,0,0,0,Matches
Dani Olmo,es ESP,MF,25.0,16.1,61,3.79,44,0,3,9,3,2,8,0.5,8,0,0,0,0,0,Matches
Lukas Klostermann,de GER,DF,27.0,16.0,14,0.88,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Kampl,si SVN,MF,32.0,15.1,38,2.51,33,0,2,1,1,1,3,0.2,3,0,0,0,0,0,Matches
Péter Gulácsi,hu HUN,GK,33.0,13.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Yussuf Poulsen,dk DEN,FW,29.0,13.5,37,2.74,25,0,4,4,4,0,5,0.37,4,0,1,0,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",23.0,12.9,45,3.5,31,0,3,5,5,1,5,0.39,3,0,0,1,1,0,Matches
Nicolas Seiwald,at AUT,MF,22.0,8.0,9,1.13,7,0,1,0,0,1,3,0.38,3,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",31.0,5.2,16,3.1,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0,Matches
Elif Elmas,mk MKD,"MF,FW",23.0,3.0,7,2.36,5,0,2,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Timo Werner,de GER,"FW,MF",27.0,2.3,8,3.46,7,0,1,0,0,0,1,0.43,0,0,1,0,0,0,Matches
Fabio Carvalho,pt POR,MF,20.0,1.8,4,2.18,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Christopher Lenz,de GER,"DF,MF",28.0,0.5,2,3.83,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
El Chadaille Bitshiabu,fr FRA,"DF,MF",18.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nuha Jatta,gm GAM,FW,17.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jonathan Norbye,no NOR,MF,16.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.6,34.0,934,27.47,691,70,61,57,43,12,126,3.71,97,6,8,9,6,0,0
Opponent Total,0,0,26.7,34.0,701,20.62,504,73,31,39,43,11,65,1.91,41,6,4,8,5,1,0
