Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Loïs Openda,be BEL,FW,23.0,30.0,4,0,0,38,64,33,32,5,3,1,1,0,59,22,31,41.5,Matches
Xavi Simons,nl NED,MF,20.0,29.5,11,1,1,32,70,1,76,16,17,2,0,0,167,19,17,52.8,Matches
David Raum,de GER,DF,25.0,30.4,6,0,0,28,12,4,306,27,35,0,0,0,169,27,20,57.4,Matches
Xaver Schlager,at AUT,MF,25.0,27.5,7,0,0,34,25,2,14,19,50,0,0,0,203,23,18,56.1,Matches
Benjamin Henrichs,de GER,DF,26.0,28.1,5,0,0,27,34,2,67,33,39,0,2,0,163,23,22,51.1,Matches
Castello Lukeba,fr FRA,DF,20.0,24.3,3,0,0,8,23,1,5,12,12,0,0,0,158,32,27,54.2,Matches
Mohamed Simakan,fr FRA,DF,23.0,23.8,8,0,0,35,25,3,18,29,29,1,1,0,113,60,36,62.5,Matches
Janis Blaswich,de GER,GK,32.0,21.0,0,0,0,0,2,0,0,0,1,0,0,0,42,7,2,77.8,Matches
Amadou Haidara,ml MLI,MF,25.0,17.0,5,0,0,14,15,2,4,21,27,1,0,0,96,34,18,65.4,Matches
Willi Orban,hu HUN,DF,30.0,17.6,2,0,0,16,10,0,1,16,12,0,0,0,87,54,28,65.9,Matches
Benjamin Šeško,si SVN,FW,20.0,17.0,0,0,0,14,10,12,4,3,5,0,0,0,28,38,29,56.7,Matches
Dani Olmo,es ESP,MF,25.0,16.1,0,0,0,15,17,1,21,13,18,0,0,0,75,11,19,36.7,Matches
Lukas Klostermann,de GER,DF,27.0,16.0,3,0,0,11,5,1,8,13,10,0,0,0,81,16,32,33.3,Matches
Kevin Kampl,si SVN,MF,32.0,15.1,3,0,0,16,3,0,11,11,8,0,1,0,102,3,10,23.1,Matches
Péter Gulácsi,hu HUN,GK,33.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,100.0,Matches
Yussuf Poulsen,dk DEN,FW,29.0,13.5,0,0,0,22,29,4,4,4,8,1,0,0,42,19,34,35.8,Matches
Christoph Baumgartner,at AUT,"MF,FW",23.0,12.9,3,0,0,27,27,1,8,5,13,1,0,0,40,20,29,40.8,Matches
Nicolas Seiwald,at AUT,MF,22.0,8.0,1,0,0,5,1,0,4,8,18,0,0,1,50,6,8,42.9,Matches
Emil Forsberg,se SWE,"MF,FW",31.0,5.2,0,0,0,4,9,0,8,0,3,0,0,0,19,2,3,40.0,Matches
Elif Elmas,mk MKD,"MF,FW",23.0,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0,Matches
Timo Werner,de GER,"FW,MF",27.0,2.3,0,0,0,2,0,0,4,1,1,0,0,0,7,0,2,0.0,Matches
Fabio Carvalho,pt POR,MF,20.0,1.8,0,0,0,0,3,0,6,0,1,0,0,0,12,2,3,40.0,Matches
Christopher Lenz,de GER,"DF,MF",28.0,0.5,0,0,0,2,0,0,5,2,1,0,0,0,3,2,1,66.7,Matches
El Chadaille Bitshiabu,fr FRA,"DF,MF",18.0,0.4,0,0,0,0,0,0,2,1,0,0,0,0,6,0,3,0.0,Matches
Nuha Jatta,gm GAM,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Jonathan Norbye,no NOR,MF,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.6,34.0,61,1,1,354,388,67,608,240,317,7,5,1,1743,426,394,52.0,0
Opponent Total,0,0,26.7,34.0,90,5,1,404,330,50,539,299,322,2,7,3,1621,394,426,48.0,0
