Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Loïs Openda,be BEL,FW,23.0,30.0,24,118,59,50.0,3.94,1.97,0.19,0.37,14.2,1,2,3,22.1,19.7,0.17,1.9,2.3,Matches
Xavi Simons,nl NED,MF,20.0,29.5,8,79,31,39.2,2.68,1.05,0.09,0.23,21.1,3,1,2,8.3,6.7,0.08,-0.3,0.3,Matches
David Raum,de GER,DF,25.0,30.4,2,14,4,28.6,0.46,0.13,0.14,0.5,20.3,4,0,0,0.8,0.8,0.05,1.2,1.2,Matches
Xaver Schlager,at AUT,MF,25.0,27.5,0,21,3,14.3,0.76,0.11,0.0,0.0,26.0,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
Benjamin Henrichs,de GER,DF,26.0,28.1,1,35,9,25.7,1.25,0.32,0.03,0.11,19.1,4,0,0,2.5,2.5,0.07,-1.5,-1.5,Matches
Castello Lukeba,fr FRA,DF,20.0,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
Mohamed Simakan,fr FRA,DF,23.0,23.8,2,30,11,36.7,1.26,0.46,0.07,0.18,11.3,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
Janis Blaswich,de GER,GK,32.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Amadou Haidara,ml MLI,MF,25.0,17.0,2,21,9,42.9,1.24,0.53,0.1,0.22,22.7,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Willi Orban,hu HUN,DF,30.0,17.6,0,7,2,28.6,0.4,0.11,0.0,0.0,9.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Benjamin Šeško,si SVN,FW,20.0,17.0,14,47,25,53.2,2.77,1.47,0.3,0.56,13.0,0,0,0,7.7,7.7,0.16,6.3,6.3,Matches
Dani Olmo,es ESP,MF,25.0,16.1,4,45,13,28.9,2.8,0.81,0.09,0.31,18.7,3,0,0,3.3,3.3,0.07,0.7,0.7,Matches
Lukas Klostermann,de GER,DF,27.0,16.0,1,6,2,33.3,0.38,0.13,0.17,0.5,16.2,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Kevin Kampl,si SVN,MF,32.0,15.1,1,6,1,16.7,0.4,0.07,0.17,1.0,22.2,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Péter Gulácsi,hu HUN,GK,33.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Yussuf Poulsen,dk DEN,FW,29.0,13.5,5,29,16,55.2,2.14,1.18,0.17,0.31,10.6,0,0,0,5.7,5.7,0.2,-0.7,-0.7,Matches
Christoph Baumgartner,at AUT,"MF,FW",23.0,12.9,5,31,11,35.5,2.41,0.85,0.16,0.45,14.7,0,0,0,3.7,3.7,0.12,1.3,1.3,Matches
Nicolas Seiwald,at AUT,MF,22.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Emil Forsberg,se SWE,"MF,FW",31.0,5.2,2,11,4,36.4,2.13,0.78,0.18,0.5,22.5,1,0,1,1.4,0.6,0.05,0.6,1.4,Matches
Elif Elmas,mk MKD,"MF,FW",23.0,3.0,0,10,4,40.0,3.38,1.35,0.0,0.0,16.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Timo Werner,de GER,"FW,MF",27.0,2.3,2,8,5,62.5,3.48,2.17,0.13,0.2,17.8,0,1,1,2.4,1.6,0.2,-0.4,-0.6,Matches
Fabio Carvalho,pt POR,MF,20.0,1.8,0,3,2,66.7,1.64,1.09,0.0,0.0,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Christopher Lenz,de GER,"DF,MF",28.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
El Chadaille Bitshiabu,fr FRA,"DF,MF",18.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Nuha Jatta,gm GAM,FW,17.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Norbye,no NOR,MF,16.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.6,34.0,74,528,214,40.5,15.53,6.29,0.13,0.33,16.8,17,4,7,65.6,60.2,0.12,8.4,9.8,0
Opponent Total,0,0,26.7,34.0,38,398,113,28.4,11.71,3.32,0.09,0.3,17.4,9,4,5,40.1,36.4,0.09,-2.1,-2.4,0
