Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Marcin Bułka,pl POL,GK,23.0,34.0,0,1,0,0.0,0.03,0.0,0.0,0.0,7.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
Dante,br BRA,DF,39.0,31.6,1,15,5,33.3,0.47,0.16,0.07,0.2,13.9,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Melvin Bard,fr FRA,DF,22.0,29.5,1,15,5,33.3,0.51,0.17,0.07,0.2,24.6,2,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,29.5,0,9,1,11.1,0.31,0.03,0.0,0.0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Khéphren Thuram,fr FRA,MF,22.0,23.4,1,39,11,28.2,1.67,0.47,0.03,0.09,18.3,0,0,0,3.4,3.4,0.09,-2.4,-2.4,Matches
Jeremie Boga,ci CIV,FW,26.0,22.2,6,39,19,48.7,1.76,0.86,0.15,0.32,16.7,4,0,0,4.3,4.3,0.11,1.7,1.7,Matches
Morgan Sanson,fr FRA,MF,28.0,21.8,2,41,9,22.0,1.88,0.41,0.05,0.22,20.6,1,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
Terem Moffi,ng NGA,FW,24.0,21.7,11,46,20,43.5,2.12,0.92,0.17,0.4,15.4,0,3,3,10.7,8.3,0.18,0.3,-0.3,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,21.2,5,62,22,35.5,2.93,1.04,0.06,0.18,16.0,2,1,2,7.7,6.1,0.1,-2.7,-2.1,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,22.3,0,16,2,12.5,0.72,0.09,0.0,0.0,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Jordan Lotomba,ch SUI,DF,24.0,20.0,1,11,2,18.2,0.55,0.1,0.09,0.5,15.5,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,19.0,0,14,3,21.4,0.74,0.16,0.0,0.0,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Hicham Boudaoui,dz ALG,MF,23.0,17.9,2,29,6,20.7,1.62,0.33,0.07,0.33,15.4,0,0,0,3.3,3.3,0.11,-1.3,-1.3,Matches
Evann Guessand,ci CIV,FW,22.0,17.3,6,46,20,43.5,2.67,1.16,0.09,0.2,12.4,0,2,2,8.4,6.8,0.15,-2.4,-2.8,Matches
Mohamed Ali Cho,fr FRA,FW,19.0,9.6,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Sofiane Diop,fr FRA,FW,23.0,5.5,0,14,6,42.9,2.53,1.08,0.0,0.0,20.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Youcef Atal,dz ALG,DF,27.0,4.0,1,4,1,25.0,1.0,0.25,0.25,1.0,22.6,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Alexis Claude-Maurice,fr FRA,MF,25.0,5.6,0,18,6,33.3,3.21,1.07,0.0,0.0,25.1,1,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Antoine Mendy,fr FRA,DF,19.0,4.6,0,2,1,50.0,0.43,0.22,0.0,0.0,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Tom Louchet,fr FRA,"MF,DF",20.0,4.5,1,2,1,50.0,0.44,0.22,0.5,1.0,11.4,0,0,0,1.0,1.0,0.51,0.0,0.0,Matches
Romain Perraud,fr FRA,"DF,FW",25.0,4.1,0,2,0,0.0,0.49,0.0,0.0,0.0,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Badredine Bouanani,dz ALG,FW,18.0,1.8,0,4,1,25.0,2.24,0.56,0.0,0.0,16.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Aliou Badara Baldé,gn GUI,"FW,DF",20.0,0.8,0,3,2,66.7,3.91,2.61,0.0,0.0,19.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Valentin Rosier,fr FRA,"DF,MF",26.0,0.6,0,1,0,0.0,1.7,0.0,0.0,0.0,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Reda Belahyane,fr FRA,MF,19.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Daouda Traoré,fr FRA,MF,17.0,0.2,0,1,0,0.0,5.63,0.0,0.0,0.0,18.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Bilal Brahimi,dz ALG,FW,23.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.8,34.0,39,452,149,33.0,13.29,4.38,0.07,0.22,17.2,12,6,7,49.9,44.4,0.1,-10.9,-11.4,0
Opponent Total,0,0,25.8,34.0,28,357,97,27.2,10.5,2.85,0.06,0.24,18.9,8,5,8,35.5,29.3,0.08,-7.5,-6.3,0
