Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Marcin Bułka,pl POL,GK,23.0,34.0,1292,1071,1285,4,3,2,1292,2,2,100.0,0,0.0,1062,4593,2229,0,0,0,0,0,798,0,Matches
Dante,br BRA,DF,39.0,31.6,3067,325,1402,1592,87,20,3067,5,4,80.0,1,20.0,2477,12006,6060,13,20,1,14,5,2315,6,Matches
Melvin Bard,fr FRA,DF,22.0,29.5,2106,83,686,1010,449,22,2106,73,37,50.7,31,42.5,1447,8425,3915,60,87,7,41,14,1263,99,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,29.5,2779,286,1258,1440,99,16,2779,27,16,59.3,9,33.3,2247,11972,6410,32,19,1,19,9,2061,11,Matches
Khéphren Thuram,fr FRA,MF,22.0,23.4,1397,76,296,842,284,43,1397,62,35,56.5,25,40.3,1120,6993,3321,67,67,10,37,23,1039,57,Matches
Jeremie Boga,ci CIV,FW,26.0,22.2,976,12,119,398,488,87,976,113,63,55.8,46,40.7,743,6320,3369,107,93,39,42,27,722,170,Matches
Morgan Sanson,fr FRA,MF,28.0,21.8,1093,33,170,505,436,46,1093,50,25,50.0,22,44.0,799,5075,2036,57,51,12,61,41,726,98,Matches
Terem Moffi,ng NGA,FW,24.0,21.7,572,18,44,282,256,92,569,33,19,57.6,13,39.4,402,2418,995,24,23,12,57,34,409,123,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,21.2,780,9,77,333,377,101,778,50,17,34.0,33,66.0,559,2788,1068,33,24,16,27,26,548,161,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,22.3,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27,Matches
Jordan Lotomba,ch SUI,DF,24.0,20.0,1169,48,356,588,250,22,1169,42,19,45.2,19,45.2,767,4640,2071,36,33,2,23,20,710,40,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,19.0,1516,87,435,981,110,18,1516,15,11,73.3,3,20.0,1178,5913,2546,16,17,1,14,14,1129,13,Matches
Hicham Boudaoui,dz ALG,MF,23.0,17.9,909,30,185,521,218,45,909,43,22,51.2,17,39.5,700,3868,1641,28,26,8,31,12,649,58,Matches
Evann Guessand,ci CIV,FW,22.0,17.3,565,6,59,233,285,103,563,64,24,37.5,36,56.3,411,3021,1104,40,29,14,82,50,420,114,Matches
Mohamed Ali Cho,fr FRA,FW,19.0,9.6,371,3,41,145,194,36,371,38,16,42.1,19,50.0,288,2206,1236,48,29,15,19,16,282,77,Matches
Sofiane Diop,fr FRA,FW,23.0,5.5,249,5,42,100,118,16,249,22,6,27.3,16,72.7,190,1329,589,20,18,6,15,9,177,43,Matches
Youcef Atal,dz ALG,DF,27.0,4.0,286,7,68,169,57,3,286,21,11,52.4,8,38.1,220,1488,701,9,14,1,5,3,193,5,Matches
Alexis Claude-Maurice,fr FRA,MF,25.0,5.6,330,7,46,157,135,14,330,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,11,222,25,Matches
Antoine Mendy,fr FRA,DF,19.0,4.6,291,28,142,125,27,3,291,9,6,66.7,3,33.3,209,1092,505,3,3,0,1,0,192,6,Matches
Tom Louchet,fr FRA,"MF,DF",20.0,4.5,307,11,73,128,108,5,307,7,1,14.3,6,85.7,204,1378,552,6,8,0,7,6,194,40,Matches
Romain Perraud,fr FRA,"DF,FW",25.0,4.1,300,15,104,120,77,5,300,7,2,28.6,4,57.1,176,947,393,6,6,1,11,2,162,13,Matches
Badredine Bouanani,dz ALG,FW,18.0,1.8,104,0,9,36,59,10,104,11,4,36.4,6,54.5,86,617,221,10,10,1,5,2,79,24,Matches
Aliou Badara Baldé,gn GUI,"FW,DF",20.0,0.8,58,1,5,19,36,5,58,10,3,30.0,6,60.0,35,353,161,5,5,1,2,0,28,8,Matches
Valentin Rosier,fr FRA,"DF,MF",26.0,0.6,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2,Matches
Reda Belahyane,fr FRA,MF,19.0,0.3,18,1,1,12,5,0,18,1,1,100.0,0,0.0,13,87,63,1,0,0,0,0,10,0,Matches
Daouda Traoré,fr FRA,MF,17.0,0.2,11,0,0,6,5,1,11,1,0,0.0,1,100.0,8,32,23,1,0,0,0,0,9,0,Matches
Bilal Brahimi,dz ALG,FW,23.0,0.1,15,0,0,4,11,1,15,1,0,0.0,1,100.0,10,56,23,1,0,1,1,1,9,6,Matches
Squad Total,0,0,25.8,34.0,22006,2245,7341,10584,4353,741,21999,752,371,49.3,342,45.5,16643,94005,44283,661,624,153,553,341,15354,1226,0
Opponent Total,0,0,25.8,34.0,20329,2372,6753,9457,4342,576,20321,532,220,41.4,285,53.6,14784,81451,34754,494,512,119,455,253,13530,1148,0
