Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Marcin Bułka,pl POL,GK,23.0,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,3,Matches
Dante,br BRA,DF,39.0,31.6,62,30,44,16,2,38,52,73.1,14,43,22,21,37,99,77,2,Matches
Melvin Bard,fr FRA,DF,22.0,29.5,69,38,28,30,11,37,63,58.7,26,46,12,34,42,111,46,0,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,29.5,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,Matches
Khéphren Thuram,fr FRA,MF,22.0,23.4,42,29,13,23,6,20,40,50.0,20,21,10,11,18,60,37,0,Matches
Jeremie Boga,ci CIV,FW,26.0,22.2,18,7,6,10,2,10,20,50.0,10,26,2,24,8,26,4,0,Matches
Morgan Sanson,fr FRA,MF,28.0,21.8,26,19,12,7,7,12,31,38.7,19,34,5,29,20,46,16,0,Matches
Terem Moffi,ng NGA,FW,24.0,21.7,7,4,0,5,2,3,12,25.0,9,14,1,13,3,10,15,0,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,21.2,18,12,8,4,6,11,30,36.7,19,20,2,18,6,24,8,1,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,22.3,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0,Matches
Jordan Lotomba,ch SUI,DF,24.0,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,19.0,31,20,17,12,2,12,23,52.2,11,19,11,8,12,43,47,1,Matches
Hicham Boudaoui,dz ALG,MF,23.0,17.9,41,19,16,22,3,21,30,70.0,9,15,1,14,11,52,15,0,Matches
Evann Guessand,ci CIV,FW,22.0,17.3,16,7,2,7,7,6,7,85.7,1,12,1,11,12,28,7,0,Matches
Mohamed Ali Cho,fr FRA,FW,19.0,9.6,12,9,4,7,1,3,11,27.3,8,10,0,10,3,15,6,0,Matches
Sofiane Diop,fr FRA,FW,23.0,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0,Matches
Youcef Atal,dz ALG,DF,27.0,4.0,9,3,6,2,1,6,8,75.0,2,7,1,6,4,13,1,0,Matches
Alexis Claude-Maurice,fr FRA,MF,25.0,5.6,12,5,3,6,3,1,5,20.0,4,4,1,3,5,17,7,0,Matches
Antoine Mendy,fr FRA,DF,19.0,4.6,7,5,4,3,0,3,7,42.9,4,4,1,3,8,15,16,0,Matches
Tom Louchet,fr FRA,"MF,DF",20.0,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,Matches
Romain Perraud,fr FRA,"DF,FW",25.0,4.1,7,6,5,1,1,4,11,36.4,7,4,0,4,6,13,15,1,Matches
Badredine Bouanani,dz ALG,FW,18.0,1.8,3,2,1,1,1,3,4,75.0,1,5,0,5,3,6,0,0,Matches
Aliou Badara Baldé,gn GUI,"FW,DF",20.0,0.8,4,1,0,3,1,1,1,100.0,0,2,1,1,3,7,0,0,Matches
Valentin Rosier,fr FRA,"DF,MF",26.0,0.6,1,0,1,0,0,0,0,0.0,0,1,0,1,2,3,5,0,Matches
Reda Belahyane,fr FRA,MF,19.0,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Daouda Traoré,fr FRA,MF,17.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Bilal Brahimi,dz ALG,FW,23.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.8,34.0,538,308,247,212,79,285,505,56.4,220,389,111,278,292,830,505,10,0
Opponent Total,0,0,25.8,34.0,683,412,304,275,104,342,713,48.0,371,367,125,242,294,977,665,15,0
