Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Marcin Bułka,pl POL,GK,23.0,34.0,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dante,br BRA,DF,39.0,31.6,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0,Matches
Melvin Bard,fr FRA,DF,22.0,29.5,51,1.73,39,4,1,2,1,4,3,0.1,3,0,0,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,29.5,42,1.43,38,0,0,2,0,2,6,0.2,5,0,0,1,0,0,Matches
Khéphren Thuram,fr FRA,MF,22.0,23.4,79,3.37,59,0,6,7,3,4,5,0.21,5,0,0,0,0,0,Matches
Jeremie Boga,ci CIV,FW,26.0,22.2,80,3.6,43,16,14,6,1,0,11,0.5,6,2,3,0,0,0,Matches
Morgan Sanson,fr FRA,MF,28.0,21.8,74,3.39,44,21,2,5,1,1,5,0.23,3,1,0,0,0,1,Matches
Terem Moffi,ng NGA,FW,24.0,21.7,44,2.03,32,0,6,2,3,1,5,0.23,4,0,1,0,0,0,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,21.2,52,2.46,39,2,5,4,0,2,3,0.14,2,0,0,1,0,0,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,22.3,39,1.75,34,1,0,1,2,1,5,0.22,2,0,0,1,2,0,Matches
Jordan Lotomba,ch SUI,DF,24.0,20.0,27,1.35,19,3,1,2,2,0,1,0.05,1,0,0,0,0,0,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,19.0,29,1.52,27,1,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
Hicham Boudaoui,dz ALG,MF,23.0,17.9,47,2.62,35,2,2,5,3,0,3,0.17,3,0,0,0,0,0,Matches
Evann Guessand,ci CIV,FW,22.0,17.3,47,2.72,27,0,7,5,6,2,5,0.29,1,0,1,0,3,0,Matches
Mohamed Ali Cho,fr FRA,FW,19.0,9.6,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0,Matches
Sofiane Diop,fr FRA,FW,23.0,5.5,17,3.07,14,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Youcef Atal,dz ALG,DF,27.0,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0,Matches
Alexis Claude-Maurice,fr FRA,MF,25.0,5.6,14,2.5,9,3,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Antoine Mendy,fr FRA,DF,19.0,4.6,7,1.51,5,1,0,0,1,0,1,0.22,0,1,0,0,0,0,Matches
Tom Louchet,fr FRA,"MF,DF",20.0,4.5,14,3.1,6,5,0,1,2,0,2,0.44,1,0,0,0,1,0,Matches
Romain Perraud,fr FRA,"DF,FW",25.0,4.1,5,1.22,4,1,0,0,0,0,2,0.49,1,1,0,0,0,0,Matches
Badredine Bouanani,dz ALG,FW,18.0,1.8,10,5.59,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aliou Badara Baldé,gn GUI,"FW,DF",20.0,0.8,5,6.25,2,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Valentin Rosier,fr FRA,"DF,MF",26.0,0.6,4,6.92,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Reda Belahyane,fr FRA,MF,19.0,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daouda Traoré,fr FRA,MF,17.0,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bilal Brahimi,dz ALG,FW,23.0,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.8,34.0,791,23.26,571,66,53,49,35,17,69,2.03,48,5,5,3,7,1,0
Opponent Total,0,0,25.8,34.0,638,18.76,468,49,33,38,34,16,47,1.38,34,2,0,7,3,1,0
