Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Marcin Bułka,pl POL,GK,23.0,34.0,1235,1039,194,47,0,2,0,0,0,0,0,0,1060,2,5,Matches
Dante,br BRA,DF,39.0,31.6,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11,Matches
Melvin Bard,fr FRA,DF,22.0,29.5,1784,1509,266,32,0,2,70,233,1,1,0,0,1457,9,41,Matches
Jean-Clair Todibo,fr FRA,DF,23.0,29.5,2487,2417,69,52,3,7,12,12,0,0,0,0,2228,1,14,Matches
Khéphren Thuram,fr FRA,MF,22.0,23.4,1134,1113,17,15,8,0,20,2,0,0,0,0,978,4,14,Matches
Jeremie Boga,ci CIV,FW,26.0,22.2,753,676,73,7,3,1,88,5,61,30,24,1,583,4,18,Matches
Morgan Sanson,fr FRA,MF,28.0,21.8,836,735,94,27,4,4,114,3,64,20,35,0,630,7,24,Matches
Terem Moffi,ng NGA,FW,24.0,21.7,387,349,32,1,1,0,7,2,0,0,0,0,274,6,18,Matches
Gaëtan Laborde,fr FRA,"FW,MF",29.0,21.2,558,540,16,3,0,2,62,4,6,5,1,0,366,2,21,Matches
Pablo Rosario,nl NED,"MF,DF",26.0,22.3,1187,1103,81,32,5,0,6,49,0,0,0,0,1056,3,15,Matches
Jordan Lotomba,ch SUI,DF,24.0,20.0,994,799,193,36,0,2,20,156,1,0,0,0,834,2,22,Matches
Youssouf Ndayishimiye,bi BDI,"MF,DF",24.0,19.0,1361,1313,46,41,3,7,1,5,0,0,0,0,1223,2,9,Matches
Hicham Boudaoui,dz ALG,MF,23.0,17.9,717,703,11,8,3,0,23,1,1,0,0,0,601,3,18,Matches
Evann Guessand,ci CIV,FW,22.0,17.3,294,263,31,0,3,1,11,1,0,0,0,0,218,0,12,Matches
Mohamed Ali Cho,fr FRA,FW,19.0,9.6,268,245,22,6,1,0,44,0,16,8,7,0,193,1,8,Matches
Sofiane Diop,fr FRA,FW,23.0,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2,Matches
Youcef Atal,dz ALG,DF,27.0,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1,Matches
Alexis Claude-Maurice,fr FRA,MF,25.0,5.6,253,235,18,6,0,0,26,2,10,4,6,0,202,0,9,Matches
Antoine Mendy,fr FRA,DF,19.0,4.6,244,223,21,4,0,2,4,17,0,0,0,0,211,0,2,Matches
Tom Louchet,fr FRA,"MF,DF",20.0,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5,Matches
Romain Perraud,fr FRA,"DF,FW",25.0,4.1,243,191,52,6,0,0,21,39,7,0,4,0,176,0,8,Matches
Badredine Bouanani,dz ALG,FW,18.0,1.8,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3,Matches
Aliou Badara Baldé,gn GUI,"FW,DF",20.0,0.8,30,29,1,0,1,0,4,0,1,0,0,0,15,0,2,Matches
Valentin Rosier,fr FRA,"DF,MF",26.0,0.6,33,27,6,1,0,0,0,5,0,0,0,0,28,0,0,Matches
Reda Belahyane,fr FRA,MF,19.0,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
Daouda Traoré,fr FRA,MF,17.0,0.2,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0,Matches
Bilal Brahimi,dz ALG,FW,23.0,0.1,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0,Matches
Squad Total,0,0,25.8,34.0,18379,16875,1452,414,41,43,605,583,184,76,84,1,15511,52,283,0
Opponent Total,0,0,25.8,34.0,16675,15200,1425,436,48,81,489,563,104,34,48,1,13633,50,321,0
