Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Pietro Terracciano,it ITA,GK,33.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,0.0,5,1.61,50.0,35.0,15.0,0.45,0.45,44.7,40.3,4.3,0.13,0.28,Matches
Nikola Milenković,rs SRB,DF,25.0,34,2510.0,74.0,73.4,27.9,27,89.0,26,7,15.0,4,1.56,45.0,35.0,10.0,0.36,-0.14,37.4,36.3,1.1,0.04,-0.21,Matches
Cristiano Biraghi,it ITA,DF,30.0,29,2356.0,81.0,68.9,26.2,27,86.0,21,2,14.0,7,1.59,39.0,31.0,8.0,0.31,-0.29,32.0,36.7,-4.7,-0.18,-0.88,Matches
Giacomo Bonaventura,it ITA,MF,33.0,31,2277.0,73.0,66.6,25.3,27,80.0,11,4,28.0,4,1.35,35.0,29.0,6.0,0.24,-0.47,29.6,29.3,0.3,0.01,-0.25,Matches
Lucas Martínez Quarta,ar ARG,DF,27.0,29,2291.0,79.0,67.0,25.5,26,86.0,21,3,19.0,5,1.69,42.0,30.0,12.0,0.47,0.23,35.1,31.6,3.5,0.14,0.13,Matches
Alfred Duncan,gh GHA,MF,30.0,30,1888.0,63.0,55.2,21.0,24,75.0,6,6,16.0,7,1.63,35.0,25.0,10.0,0.48,0.18,29.5,23.9,5.5,0.26,0.38,Matches
Luca Ranieri,it ITA,DF,24.0,26,2065.0,79.0,60.4,22.9,23,87.0,19,3,22.0,10,1.69,38.0,28.0,10.0,0.44,0.1,32.5,29.9,2.5,0.11,0.04,Matches
Arthur Melo,br BRA,MF,26.0,33,1986.0,60.0,58.1,22.1,23,74.0,4,10,28.0,4,1.73,41.0,26.0,15.0,0.68,0.68,32.3,22.2,10.1,0.46,0.87,Matches
Michael Kayode,it ITA,DF,19.0,26,2058.0,79.0,60.2,22.9,22,85.0,14,4,45.0,8,1.88,39.0,20.0,19.0,0.83,1.1,32.5,23.0,9.5,0.42,0.81,Matches
Nicolás González,ar ARG,FW,25.0,29,1913.0,66.0,55.9,21.3,21,80.0,13,8,29.0,1,1.41,36.0,28.0,8.0,0.38,-0.04,29.8,23.7,6.1,0.29,0.44,Matches
Lucas Beltrán,ar ARG,"FW,MF",22.0,32,1692.0,53.0,49.5,18.8,21,69.0,3,11,22.0,3,1.44,32.0,21.0,11.0,0.59,0.38,25.2,24.7,0.5,0.02,-0.14,Matches
Jonathan Ikone,fr FRA,FW,25.0,28,1682.0,60.0,49.2,18.7,18,80.0,7,10,25.0,4,1.57,26.0,18.0,8.0,0.43,0.07,26.4,24.1,2.3,0.12,0.06,Matches
Rolando Mandragora,it ITA,MF,26.0,33,1588.0,48.0,46.4,17.6,16,78.0,7,17,20.0,3,1.42,28.0,24.0,4.0,0.23,-0.31,22.0,27.5,-5.4,-0.31,-0.75,Matches
Fabiano Parisi,it ITA,DF,22.0,21,1454.0,69.0,42.5,16.2,16,86.0,13,5,14.0,16,1.38,25.0,20.0,5.0,0.31,-0.15,24.6,16.7,7.9,0.49,0.69,Matches
M'Bala Nzola,ao ANG,FW,26.0,33,1552.0,47.0,45.4,17.2,15,77.0,7,18,22.0,1,1.48,26.0,26.0,0.0,0.0,-0.72,23.3,24.0,-0.7,-0.04,-0.24,Matches
Riccardo Sottil,it ITA,FW,24.0,22,1103.0,50.0,32.3,12.3,13,70.0,1,9,21.0,10,1.41,20.0,12.0,8.0,0.65,0.38,18.2,14.4,3.8,0.31,0.32,Matches
Christian Kouamé,ci CIV,FW,25.0,23,1089.0,47.0,31.8,12.1,11,74.0,4,12,23.0,4,1.74,20.0,10.0,10.0,0.83,0.63,17.1,15.4,1.7,0.14,0.07,Matches
Andrea Belotti,it ITA,FW,29.0,15,949.0,63.0,27.7,10.5,11,78.0,4,4,24.0,0,1.33,17.0,15.0,2.0,0.19,-0.28,13.7,17.3,-3.6,-0.34,-0.61,Matches
Antonín Barák,cz CZE,"MF,FW",28.0,21,808.0,38.0,23.6,9.0,8,77.0,4,13,15.0,14,1.62,15.0,10.0,5.0,0.56,0.21,14.4,10.5,3.9,0.44,0.45,Matches
Josip Brekalo,hr CRO,FW,25.0,11,652.0,59.0,19.1,7.2,8,72.0,2,3,27.0,9,1.82,13.0,11.0,2.0,0.28,-0.15,7.0,9.5,-2.5,-0.34,-0.54,Matches
Maxime Lopez,fr FRA,MF,25.0,19,800.0,42.0,23.4,8.9,7,75.0,2,12,23.0,15,1.47,9.0,10.0,-1.0,-0.11,-0.66,11.2,14.5,-3.3,-0.38,-0.61,Matches
Dodô,br BRA,DF,24.0,9,523.0,58.0,15.3,5.8,7,72.0,4,2,9.0,8,1.56,10.0,14.0,-4.0,-0.69,-1.28,6.7,11.3,-4.6,-0.79,-1.04,Matches
Gaetano Castrovilli,it ITA,"FW,MF",26.0,6,367.0,61.0,10.7,4.1,5,72.0,1,1,8.0,5,2.5,8.0,7.0,1.0,0.25,-0.17,6.9,5.3,1.6,0.4,0.34,Matches
Davide Faraoni,it ITA,DF,31.0,8,392.0,49.0,11.5,4.4,4,81.0,2,4,17.0,11,1.38,7.0,8.0,-1.0,-0.23,-0.71,5.9,7.1,-1.2,-0.28,-0.43,Matches
Oliver Christensen,dk DEN,GK,24.0,4,360.0,90.0,10.5,4.0,4,90.0,4,0,0.0,24,1.0,8.0,9.0,-1.0,-0.25,-0.72,5.9,6.1,-0.2,-0.04,-0.15,Matches
Tommaso Martinelli,it ITA,GK,17.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,31,3.0,3.0,2.0,1.0,1.0,0.62,0.0,0.0,0.0,0.0,0.0,Matches
Gino Infantino,ar ARG,MF,20.0,6,96.0,16.0,2.8,1.1,0,0.0,0,6,16.0,32,2.17,2.0,2.0,0.0,0.0,-0.41,1.8,2.0,-0.1,-0.11,-0.21,Matches
Yerry Mina,co COL,"DF,MF",28.0,4,44.0,11.0,1.3,0.5,0,0.0,0,4,11.0,10,2.25,0.0,0.0,0.0,0.0,-0.4,0.3,0.1,0.2,0.43,0.34,Matches
Pietro Comuzzo,it ITA,"DF,FW",18.0,4,43.0,11.0,1.3,0.5,0,0.0,0,4,11.0,28,3.0,2.0,0.0,2.0,4.19,3.84,1.8,0.6,1.2,2.55,2.49,Matches
Lorenzo Amatucci,it ITA,MF,19.0,2,22.0,11.0,0.6,0.2,0,0.0,0,2,11.0,15,1.5,0.0,0.0,0.0,0.0,-0.4,0.2,0.1,0.1,0.42,0.33,Matches
Sofyan Amrabat,ma MAR,MF,26.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian Biagetti,it ITA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian Dalle Mura,it ITA,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maat Daniel Caprini,it ITA,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niccolò Fortini,it ITA,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luka Jović,rs SRB,FW,25.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleksandr Kokorin,ru RUS,"FW,MF",32.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niccolò Pierozzi,it ITA,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abdelhamid Sabiri,ma MAR,MF,26.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fallou Sene,sn SEN,FW,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tommaso Vannucchi,it ITA,GK,16.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.0,38,3420.0,90.0,100.0,38.0,418,81.0,234,184,21.0,336,1.58,61.0,46.0,15.0,0.39,0.0,51.7,48.2,3.6,0.09,0.0,0
Opponent Total,0,0,26.4,38,3420.0,90.0,100.0,38.0,418,81.0,242,176,22.0,294,1.18,46.0,61.0,-15.0,-0.39,0.0,48.2,51.7,-3.6,-0.09,0.0,0
