Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Pietro Terracciano,it ITA,GK,33.0,33.0,979.0,1231.0,79.5,26917.0,18308.0,146.0,146.0,100.0,499.0,506.0,98.6,330.0,571.0,57.8,0,0.2,0.1,-0.2,2.0,13.0,2.0,0.0,0.0,Matches
Nikola Milenković,rs SRB,DF,25.0,27.9,1341.0,1584.0,84.7,27355.0,9362.0,395.0,465.0,84.9,777.0,838.0,92.7,159.0,235.0,67.7,0,0.7,0.9,-0.7,8.0,73.0,0.0,0.0,81.0,Matches
Cristiano Biraghi,it ITA,DF,30.0,26.2,1388.0,1842.0,75.4,25646.0,9082.0,573.0,624.0,91.8,639.0,813.0,78.6,156.0,340.0,45.9,5,3.6,4.3,1.4,46.0,118.0,31.0,20.0,129.0,Matches
Giacomo Bonaventura,it ITA,MF,33.0,25.3,928.0,1126.0,82.4,15645.0,3647.0,444.0,497.0,89.3,354.0,409.0,86.6,92.0,143.0,64.3,3,3.6,5.4,-0.6,41.0,81.0,45.0,11.0,140.0,Matches
Lucas Martínez Quarta,ar ARG,DF,27.0,25.5,1362.0,1668.0,81.7,27951.0,11563.0,461.0,490.0,94.1,695.0,779.0,89.2,194.0,349.0,55.6,1,1.8,1.1,-0.8,15.0,160.0,18.0,2.0,177.0,Matches
Alfred Duncan,gh GHA,MF,30.0,21.0,800.0,1030.0,77.7,15638.0,4534.0,309.0,362.0,85.4,363.0,415.0,87.5,120.0,202.0,59.4,5,2.0,2.8,3.0,36.0,101.0,26.0,11.0,133.0,Matches
Luca Ranieri,it ITA,DF,24.0,22.9,1142.0,1362.0,83.8,23351.0,8689.0,350.0,385.0,90.9,617.0,682.0,90.5,165.0,265.0,62.3,1,0.4,0.7,0.6,7.0,95.0,11.0,2.0,99.0,Matches
Arthur Melo,br BRA,MF,26.0,22.1,1372.0,1502.0,91.3,26644.0,6117.0,466.0,504.0,92.5,724.0,763.0,94.9,168.0,202.0,83.2,3,1.7,2.3,1.3,34.0,143.0,16.0,4.0,133.0,Matches
Michael Kayode,it ITA,DF,19.0,22.9,1056.0,1297.0,81.4,19700.0,5416.0,426.0,463.0,92.0,503.0,579.0,86.9,112.0,192.0,58.3,1,1.1,1.4,-0.1,15.0,68.0,23.0,15.0,80.0,Matches
Nicolás González,ar ARG,FW,25.0,21.3,560.0,789.0,71.0,9935.0,2504.0,278.0,348.0,79.9,210.0,274.0,76.6,61.0,101.0,60.4,2,1.6,3.1,0.4,22.0,66.0,30.0,4.0,100.0,Matches
Lucas Beltrán,ar ARG,"FW,MF",22.0,18.8,360.0,459.0,78.4,5213.0,1095.0,201.0,246.0,81.7,118.0,137.0,86.1,21.0,28.0,75.0,2,1.5,1.9,0.5,25.0,25.0,19.0,0.0,49.0,Matches
Jonathan Ikone,fr FRA,FW,25.0,18.7,388.0,476.0,81.5,6023.0,1163.0,203.0,246.0,82.5,154.0,174.0,88.5,20.0,29.0,69.0,1,2.0,2.0,-1.0,15.0,25.0,20.0,1.0,58.0,Matches
Rolando Mandragora,it ITA,MF,26.0,17.6,606.0,761.0,79.6,10908.0,3071.0,265.0,306.0,86.6,256.0,292.0,87.7,69.0,115.0,60.0,3,1.6,1.7,1.4,13.0,83.0,20.0,3.0,93.0,Matches
