Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Pietro Terracciano,it ITA,GK,33.0,33,33,2970,33.0,35,1.06,126,90,77.0,15,8,10,8,24.2,7,6,1,0,14.3,Matches
Oliver Christensen,dk DEN,GK,24.0,4,4,360,4.0,9,2.25,19,10,63.2,1,1,2,0,0.0,2,2,0,0,0.0,Matches
Tommaso Martinelli,it ITA,GK,17.0,1,1,90,1.0,2,2.0,3,1,33.3,1,0,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.0,38,38,3420,38.0,46,1.21,148,101,74.3,17,9,12,8,21.1,9,8,1,0,11.1,0
Opponent Total,0,0,26.4,38,38,3420,38.0,61,1.61,178,115,68.0,12,9,17,10,26.3,8,4,3,1,42.9,0
