Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Pietro Terracciano,it ITA,GK,33.0,33.0,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,8.0,0.0,Matches
Nikola Milenković,rs SRB,DF,25.0,27.9,41.0,21,24.0,14.0,3.0,22.0,36.0,61.1,14.0,22.0,14.0,8.0,27,68.0,95.0,1.0,Matches
Cristiano Biraghi,it ITA,DF,30.0,26.2,47.0,28,20.0,24.0,3.0,28.0,52.0,53.8,24.0,30.0,5.0,25.0,14,61.0,43.0,0.0,Matches
Giacomo Bonaventura,it ITA,MF,33.0,25.3,26.0,13,6.0,10.0,10.0,9.0,21.0,42.9,12.0,16.0,1.0,15.0,14,40.0,10.0,0.0,Matches
Lucas Martínez Quarta,ar ARG,DF,27.0,25.5,75.0,47,43.0,28.0,4.0,36.0,54.0,66.7,18.0,38.0,14.0,24.0,30,105.0,69.0,4.0,Matches
Alfred Duncan,gh GHA,MF,30.0,21.0,35.0,22,13.0,15.0,7.0,15.0,35.0,42.9,20.0,27.0,5.0,22.0,11,46.0,13.0,0.0,Matches
Luca Ranieri,it ITA,DF,24.0,22.9,14.0,10,11.0,1.0,2.0,8.0,13.0,61.5,5.0,25.0,11.0,14.0,29,43.0,64.0,0.0,Matches
Arthur Melo,br BRA,MF,26.0,22.1,45.0,30,17.0,24.0,4.0,26.0,42.0,61.9,16.0,27.0,3.0,24.0,18,63.0,8.0,0.0,Matches
Michael Kayode,it ITA,DF,19.0,22.9,53.0,30,27.0,15.0,11.0,35.0,48.0,72.9,13.0,25.0,12.0,13.0,18,71.0,46.0,2.0,Matches
Nicolás González,ar ARG,FW,25.0,21.3,28.0,18,15.0,8.0,5.0,8.0,28.0,28.6,20.0,26.0,1.0,25.0,12,40.0,9.0,0.0,Matches
Lucas Beltrán,ar ARG,"FW,MF",22.0,18.8,27.0,14,4.0,18.0,5.0,11.0,20.0,55.0,9.0,29.0,3.0,26.0,2,29.0,11.0,0.0,Matches
Jonathan Ikone,fr FRA,FW,25.0,18.7,22.0,11,7.0,9.0,6.0,10.0,17.0,58.8,7.0,12.0,0.0,12.0,3,25.0,8.0,0.0,Matches
Rolando Mandragora,it ITA,MF,26.0,17.6,26.0,11,8.0,13.0,5.0,10.0,22.0,45.5,12.0,14.0,3.0,11.0,9,35.0,18.0,1.0,Matches
Fabiano Parisi,it ITA,DF,22.0,16.2,30.0,15,11.0,12.0,7.0,15.0,26.0,57.7,11.0,21.0,5.0,16.0,17,47.0,26.0,0.0,Matches
M'Bala Nzola,ao ANG,FW,26.0,17.2,11.0,8,1.0,4.0,6.0,6.0,7.0,85.7,1.0,10.0,1.0,9.0,0,11.0,22.0,0.0,Matches
Riccardo Sottil,it ITA,FW,24.0,12.3,10.0,5,5.0,1.0,4.0,3.0,8.0,37.5,5.0,12.0,0.0,12.0,2,12.0,2.0,0.0,Matches
Christian Kouamé,ci CIV,FW,25.0,12.1,13.0,4,7.0,6.0,0.0,6.0,10.0,60.0,4.0,16.0,0.0,16.0,2,15.0,10.0,0.0,Matches
Andrea Belotti,it ITA,FW,29.0,10.5,8.0,3,1.0,5.0,2.0,5.0,12.0,41.7,7.0,8.0,1.0,7.0,2,10.0,3.0,0.0,Matches
Antonín Barák,cz CZE,"MF,FW",28.0,9.0,6.0,2,1.0,3.0,2.0,3.0,7.0,42.9,4.0,5.0,0.0,5.0,2,8.0,4.0,0.0,Matches
