Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Pietro Terracciano,it ITA,GK,33.0,33.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nikola Milenković,rs SRB,DF,25.0,27.9,23.0,0.82,18.0,1.0,0.0,2.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristiano Biraghi,it ITA,DF,30.0,26.2,77.0,2.94,37.0,35.0,3.0,0.0,1.0,1.0,11.0,0.42,3.0,6.0,2.0,0.0,0.0,0.0,Matches
Giacomo Bonaventura,it ITA,MF,33.0,25.3,83.0,3.28,70.0,3.0,1.0,4.0,5.0,0.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Martínez Quarta,ar ARG,DF,27.0,25.5,39.0,1.53,31.0,3.0,0.0,4.0,1.0,0.0,5.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Alfred Duncan,gh GHA,MF,30.0,21.0,60.0,2.86,44.0,11.0,2.0,2.0,0.0,1.0,10.0,0.48,6.0,2.0,0.0,2.0,0.0,0.0,Matches
Luca Ranieri,it ITA,DF,24.0,22.9,22.0,0.96,19.0,1.0,0.0,2.0,0.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Arthur Melo,br BRA,MF,26.0,22.1,72.0,3.27,59.0,6.0,2.0,0.0,2.0,3.0,11.0,0.5,8.0,0.0,1.0,0.0,1.0,1.0,Matches
Michael Kayode,it ITA,DF,19.0,22.9,33.0,1.44,26.0,6.0,0.0,0.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás González,ar ARG,FW,25.0,21.3,62.0,2.92,43.0,0.0,5.0,11.0,3.0,0.0,6.0,0.28,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Lucas Beltrán,ar ARG,"FW,MF",22.0,18.8,56.0,2.98,39.0,0.0,2.0,8.0,6.0,1.0,10.0,0.53,5.0,0.0,1.0,3.0,1.0,0.0,Matches
Jonathan Ikone,fr FRA,FW,25.0,18.7,49.0,2.62,33.0,0.0,9.0,2.0,4.0,1.0,5.0,0.27,3.0,0.0,1.0,0.0,1.0,0.0,Matches
Rolando Mandragora,it ITA,MF,26.0,17.6,35.0,1.98,23.0,6.0,3.0,3.0,0.0,0.0,8.0,0.45,5.0,1.0,1.0,1.0,0.0,0.0,Matches
Fabiano Parisi,it ITA,DF,22.0,16.2,42.0,2.6,40.0,0.0,1.0,0.0,1.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Matches
M'Bala Nzola,ao ANG,FW,26.0,17.2,42.0,2.43,32.0,0.0,2.0,4.0,3.0,1.0,5.0,0.29,2.0,0.0,1.0,2.0,0.0,0.0,Matches
Riccardo Sottil,it ITA,FW,24.0,12.3,45.0,3.67,35.0,0.0,4.0,2.0,4.0,0.0,5.0,0.41,4.0,0.0,1.0,0.0,0.0,0.0,Matches
