Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Pietro Terracciano,it ITA,GK,33.0,33.0,1314.0,1099.0,1311.0,3.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0,726.0,3411.0,2221.0,0.0,0.0,0.0,1.0,1.0,743.0,0.0,Matches
Nikola Milenković,rs SRB,DF,25.0,27.9,1810.0,160.0,941.0,803.0,67.0,28.0,1810.0,3.0,2.0,66.7,1.0,33.3,1004.0,4636.0,2412.0,8.0,12.0,1.0,6.0,2.0,1193.0,10.0,Matches
Cristiano Biraghi,it ITA,DF,30.0,26.2,2027.0,62.0,461.0,893.0,688.0,14.0,2026.0,14.0,4.0,28.6,9.0,64.3,958.0,4317.0,2283.0,55.0,55.0,3.0,15.0,6.0,1132.0,109.0,Matches
Giacomo Bonaventura,it ITA,MF,33.0,25.3,1340.0,16.0,118.0,697.0,541.0,69.0,1339.0,51.0,30.0,58.8,16.0,31.4,913.0,4921.0,2134.0,60.0,67.0,14.0,46.0,29.0,1025.0,107.0,Matches
Lucas Martínez Quarta,ar ARG,DF,27.0,25.5,1966.0,115.0,782.0,1064.0,132.0,41.0,1966.0,28.0,13.0,46.4,13.0,46.4,1184.0,6590.0,3542.0,23.0,20.0,3.0,21.0,7.0,1294.0,16.0,Matches
Alfred Duncan,gh GHA,MF,30.0,21.0,1184.0,26.0,157.0,698.0,343.0,17.0,1184.0,40.0,20.0,50.0,16.0,40.0,634.0,2974.0,1442.0,23.0,26.0,3.0,18.0,19.0,777.0,47.0,Matches
Luca Ranieri,it ITA,DF,24.0,22.9,1538.0,120.0,683.0,775.0,89.0,16.0,1538.0,13.0,4.0,30.8,8.0,61.5,937.0,4601.0,2808.0,17.0,22.0,0.0,13.0,0.0,1013.0,5.0,Matches
Arthur Melo,br BRA,MF,26.0,22.1,1654.0,46.0,334.0,1026.0,320.0,8.0,1653.0,20.0,11.0,55.0,4.0,20.0,1099.0,6199.0,2393.0,21.0,43.0,2.0,14.0,15.0,1243.0,27.0,Matches
Michael Kayode,it ITA,DF,19.0,22.9,1537.0,72.0,478.0,703.0,371.0,23.0,1537.0,47.0,22.0,46.8,21.0,44.7,834.0,4821.0,2245.0,45.0,31.0,7.0,30.0,8.0,941.0,102.0,Matches
Nicolás González,ar ARG,FW,25.0,21.3,1097.0,15.0,92.0,470.0,554.0,133.0,1094.0,89.0,34.0,38.2,47.0,52.8,684.0,3854.0,1664.0,53.0,51.0,20.0,42.0,29.0,821.0,190.0,Matches
