Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Manuel Neuer,de GER,GK,37.0,23,23,2053,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3,Matches
Sven Ulreich,de GER,GK,34.0,11,11,990,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0.0,Matches
Daniel Peretz,il ISR,GK,23.0,1,0,17,0.2,0,0.0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.4,34,34,3060,34.0,45,1.32,124,78,66.1,23,3,8,11,32.4,4,3,1,0,25.0,0
Opponent Total,0,0,26.5,34,34,3060,34.0,94,2.76,234,141,62.0,8,3,23,3,8.8,5,5,0,0,0.0,0
