Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Aleksandar Pavlovic,de GER,MF,19.0,13.6,897,971,92.4,15356,4023,430,452,95.1,370,388,95.4,80,98,81.6,2,1.0,1.8,1.0,11,95,12,1,105,Matches
Raphaël Guerreiro,pt POR,"DF,MF",29.0,13.2,880,1017,86.5,12817,4122,537,581,92.4,281,325,86.5,39,63,61.9,0,2.0,3.4,-2.0,23,68,26,9,86,Matches
Eric Dier,eng ENG,DF,29.0,13.0,1042,1143,91.2,20714,8102,327,352,92.9,611,639,95.6,102,134,76.1,0,0.1,0.4,-0.1,2,61,1,1,53,Matches
Sven Ulreich,de GER,GK,34.0,11.0,333,395,84.3,7176,4963,89,90,98.9,192,194,99.0,51,110,46.4,0,0.0,0.0,0.0,1,2,0,0,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",34.0,8.0,232,282,82.3,3095,675,151,166,91.0,58,73,79.5,10,13,76.9,2,1.8,1.4,0.2,16,12,8,2,21,Matches
Mathys Tel,fr FRA,"FW,MF",18.0,11.7,340,410,82.9,5395,862,183,204,89.7,135,156,86.5,18,25,72.0,5,2.3,3.0,2.7,12,23,19,6,27,Matches
Serge Gnabry,de GER,"FW,MF",28.0,4.8,180,214,84.1,2540,485,107,117,91.5,61,70,87.1,6,11,54.5,1,1.2,2.0,-0.2,9,8,13,0,23,Matches
Bryan Zaragoza,es ESP,"FW,MF",22.0,2.0,60,82,73.2,995,250,35,41,85.4,19,25,76.0,6,12,50.0,0,0.2,0.4,-0.2,4,3,6,2,9,Matches
Lovro Zvonarek,hr CRO,"FW,MF",18.0,1.8,50,60,83.3,766,123,20,23,87.0,25,29,86.2,2,2,100.0,0,0.2,0.3,-0.2,2,5,1,0,7,Matches
Sacha Boey,fr FRA,DF,22.0,1.2,58,69,84.1,745,210,41,47,87.2,15,16,93.8,1,2,50.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Bouna Sarr,sn SEN,DF,31.0,1.2,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0.0,0,9,1,1,2,Matches
Frans Krätzig,de GER,DF,20.0,0.6,45,50,90.0,705,183,24,26,92.3,18,20,90.0,2,3,66.7,0,0.3,0.1,-0.3,2,3,1,0,7,Matches
Daniel Peretz,il ISR,GK,23.0,0.2,12,17,70.6,231,106,3,3,100.0,8,8,100.0,1,6,16.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Matteo Perez Vinlöf,se SWE,FW,17.0,0.2,11,13,84.6,156,22,7,7,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ryan Gravenberch,nl NED,FW,21.0,0.1,5,7,71.4,83,25,2,2,100.0,3,3,100.0,0,0,0.0,0,0.2,0.1,-0.2,2,0,0,0,1,Matches
Jonathan Asp Jensen,dk DEN,FW,17.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,27.4,34.0,19987,22946,87.1,340799,109694,9254,10094,91.7,8928,9742,91.6,1476,2208,66.8,71,65.9,72.8,5.1,506,1563,458,86,1941,0
Opponent Total,0,0,26.5,34.0,11673,14634,79.8,202954,78046,5434,6109,89.0,4745,5506,86.2,1143,2123,53.8,35,22.3,28.0,12.7,262,815,216,51,1001,0
