Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Harry Kane,eng ENG,FW,30.0,31.5,474,664,71.4,8936,2715,216,266,81.2,166,222,74.8,74,114,64.9,8,6.4,5.9,1.6,31,66,41,6,102,Matches
Joshua Kimmich,de GER,"MF,DF",28.0,24.2,1951,2267,86.1,35635,10089,809,864,93.6,923,1013,91.1,187,320,58.4,6,7.1,9.3,-1.1,72,188,51,18,229,Matches
Leon Goretzka,de GER,MF,28.0,24.9,1559,1754,88.9,25969,7112,754,819,92.1,681,739,92.2,99,136,72.8,7,5.3,4.7,1.7,32,176,27,2,176,Matches
Leroy Sané,de GER,FW,27.0,23.7,878,1098,80.0,12860,3036,538,612,87.9,254,311,81.7,57,98,58.2,11,10.8,9.5,0.2,72,43,47,2,113,Matches
Alphonso Davies,ca CAN,DF,22.0,22.9,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,2.1,37,88,31,7,117,Matches
Manuel Neuer,de GER,GK,37.0,22.8,754,876,86.1,18448,11570,140,141,99.3,411,418,98.3,203,317,64.0,0,0.0,0.0,0.0,0,14,0,0,8,Matches
Kim Min-jae,kr KOR,DF,26.0,21.9,1986,2139,92.8,33551,13144,863,905,95.4,1011,1061,95.3,94,131,71.8,1,0.4,0.5,0.6,8,129,2,0,131,Matches
Jamal Musiala,de GER,"MF,FW",20.0,19.5,621,772,80.4,8325,1957,388,444,87.4,189,221,85.5,17,28,60.7,5,6.0,5.8,-1.0,42,42,41,0,100,Matches
Thomas Müller,de GER,"MF,FW",33.0,18.4,602,810,74.3,9003,2348,339,402,84.3,211,287,73.5,33,67,49.3,9,8.4,7.9,0.6,51,52,43,10,82,Matches
Dayot Upamecano,fr FRA,DF,24.0,19.6,1678,1813,92.6,32907,9994,538,570,94.4,952,1008,94.4,180,204,88.2,0,0.5,0.9,-0.5,6,148,2,0,137,Matches
Konrad Laimer,at AUT,"DF,MF",26.0,19.7,1294,1457,88.8,19611,5056,701,763,91.9,535,579,92.4,38,51,74.5,3,3.9,4.5,-0.9,24,104,26,7,127,Matches
Matthijs de Ligt,nl NED,DF,23.0,15.4,1120,1193,93.9,21822,7091,313,330,94.8,709,730,97.1,93,121,76.9,0,0.1,0.6,-0.1,3,109,1,1,98,Matches
Noussair Mazraoui,ma MAR,DF,25.0,13.3,865,980,88.3,12528,4216,514,550,93.5,309,341,90.6,27,40,67.5,3,1.8,2.4,1.2,15,92,17,3,103,Matches
Kingsley Coman,fr FRA,FW,27.0,12.4,528,647,81.6,8358,1597,285,330,86.4,206,233,88.4,26,45,57.8,3,3.8,4.5,-0.8,29,19,41,8,72,Matches
