Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Harry Kane,eng ENG,FW,30.0,31.5,995,19,69,395,541,180,990,59,24,40.7,30,50.8,634,3098,1287,36,25,14,45,45,782,164,Matches
Joshua Kimmich,de GER,"MF,DF",28.0,24.2,2453,75,422,1282,762,23,2453,25,10,40.0,12,48.0,1478,8366,3739,56,66,4,19,16,1821,114,Matches
Leon Goretzka,de GER,MF,28.0,24.9,2016,78,453,1148,435,61,2016,24,13,54.2,8,33.3,1141,6277,3520,66,56,1,14,14,1511,71,Matches
Leroy Sané,de GER,FW,27.0,23.7,1398,6,99,448,880,143,1398,167,93,55.7,65,38.9,936,7599,4060,121,85,44,63,42,1085,274,Matches
Alphonso Davies,ca CAN,DF,22.0,22.9,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139,Matches
Manuel Neuer,de GER,GK,37.0,22.8,920,701,893,26,1,1,920,1,1,100.0,0,0.0,572,3020,1842,0,0,0,1,0,579,0,Matches
Kim Min-jae,kr KOR,DF,26.0,21.9,2352,279,1065,1233,64,19,2352,2,2,100.0,0,0.0,1354,6415,3524,14,10,0,5,5,1730,3,Matches
Jamal Musiala,de GER,"MF,FW",20.0,19.5,1090,5,86,409,630,132,1090,154,87,56.5,59,38.3,736,4982,2825,103,60,33,66,51,864,163,Matches
Thomas Müller,de GER,"MF,FW",33.0,18.4,961,9,65,356,547,113,961,21,11,52.4,8,38.1,529,2454,1384,38,36,9,27,23,761,188,Matches
Dayot Upamecano,fr FRA,DF,24.0,19.6,1981,140,671,1219,106,17,1981,10,6,60.0,4,40.0,1350,7520,4558,28,24,0,9,4,1519,10,Matches
Konrad Laimer,at AUT,"DF,MF",26.0,19.7,1671,37,315,893,482,49,1671,48,23,47.9,22,45.8,1008,5264,2893,62,56,17,27,17,1196,98,Matches
Matthijs de Ligt,nl NED,DF,23.0,15.4,1330,118,490,768,75,21,1330,2,2,100.0,0,0.0,851,4373,2423,16,15,2,9,2,1022,6,Matches
Noussair Mazraoui,ma MAR,DF,25.0,13.3,1126,37,250,571,313,33,1126,24,12,50.0,11,45.8,639,2894,1600,34,23,7,13,6,781,79,Matches
Kingsley Coman,fr FRA,FW,27.0,12.4,802,4,75,220,513,93,802,67,29,43.3,32,47.8,560,4124,2204,75,35,35,26,22,661,210,Matches
Aleksandar Pavlovic,de GER,MF,19.0,13.6,1082,25,195,714,179,10,1082,11,5,45.5,5,45.5,701,3804,1714,14,21,3,12,14,823,14,Matches
Raphaël Guerreiro,pt POR,"DF,MF",29.0,13.2,1118,21,230,485,408,43,1118,19,13,68.4,6,31.6,610,3190,1838,36,33,5,10,11,875,90,Matches
Eric Dier,eng ENG,DF,29.0,13.0,1249,140,538,669,47,12,1249,1,1,100.0,0,0.0,797,3983,2204,8,13,0,2,0,945,1,Matches
Sven Ulreich,de GER,GK,34.0,11.0,408,313,403,5,0,0,408,0,0,0.0,0,0.0,263,1032,472,0,0,0,0,0,255,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",34.0,8.0,402,10,55,152,201,55,402,39,23,59.0,13,33.3,219,1148,497,23,6,13,20,18,287,71,Matches
Mathys Tel,fr FRA,"FW,MF",18.0,11.7,589,7,62,210,333,80,589,67,37,55.2,29,43.3,415,3352,1376,45,22,31,37,33,447,122,Matches
Serge Gnabry,de GER,"FW,MF",28.0,4.8,272,2,33,108,135,34,272,12,6,50.0,6,50.0,152,1082,577,23,9,12,11,3,210,49,Matches
Bryan Zaragoza,es ESP,"FW,MF",22.0,2.0,117,0,8,46,65,15,117,16,8,50.0,8,50.0,78,676,469,14,11,6,3,4,96,28,Matches
Lovro Zvonarek,hr CRO,"FW,MF",18.0,1.8,73,2,9,38,26,8,73,3,1,33.3,2,66.7,43,207,86,7,1,4,3,1,55,9,Matches
Sacha Boey,fr FRA,DF,22.0,1.2,85,4,28,34,24,3,85,6,2,33.3,3,50.0,42,226,98,1,1,0,2,0,52,8,Matches
Bouna Sarr,sn SEN,DF,31.0,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4,Matches
Frans Krätzig,de GER,DF,20.0,0.6,60,4,20,23,17,1,60,1,0,0.0,1,100.0,38,220,108,0,1,0,1,2,42,7,Matches
Daniel Peretz,il ISR,GK,23.0,0.2,17,12,17,0,0,0,17,0,0,0.0,0,0.0,11,31,24,0,0,0,0,0,12,0,Matches
Matteo Perez Vinlöf,se SWE,FW,17.0,0.2,19,0,9,6,4,0,19,1,0,0.0,1,100.0,9,30,11,0,0,0,1,0,12,1,Matches
Ryan Gravenberch,nl NED,FW,21.0,0.1,7,0,0,3,4,2,7,1,1,100.0,0,0.0,3,16,9,0,0,0,0,0,5,3,Matches
Jonathan Asp Jensen,dk DEN,FW,17.0,0.0,1,1,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
