D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,20:45,DFL-Supercup,DFL-Supercup,Sat,Home,L,0,3,RB Leipzig,0.0,0.0,67,75000,Joshua Kimmich,4-2-3-1,Bastian Dankert,Match Report,0
2023-08-18,20:30,Bundesliga,Matchweek 1,Fri,Away,W,4,0,Werder Bremen,2.8,0.6,72,42100,Joshua Kimmich,4-2-3-1,Felix Zwayer,Match Report,0
2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Home,W,3,1,Augsburg,2.8,0.7,61,75000,Joshua Kimmich,4-2-3-1,Daniel Siebert,Match Report,0
2023-09-02,18:30,Bundesliga,Matchweek 3,Sat,Away,W,2,1,Gladbach,2.4,0.3,65,54042,Thomas Müller,4-2-3-1,Deniz Aytekin,Match Report,0
2023-09-15,20:30,Bundesliga,Matchweek 4,Fri,Home,D,2,2,Leverkusen,2.1,2.1,51,75000,Thomas Müller,4-2-3-1,Daniel Schlager,Match Report,0
2023-09-20,21:00,Champions Lg,Group stage,Wed,Home,W,4,3,eng Manchester Utd,2.2,1.7,59,75000,Joshua Kimmich,4-2-3-1,Glenn Nyberg,Match Report,0
2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,7,0,Bochum,4.8,0.1,62,75000,Joshua Kimmich,4-2-3-1,Robert Hartmann,Match Report,0
2023-09-26,20:45,DFB-Pokal,Round of 64,Tue,Away,W,4,0,Preußen Münster,0.0,0.0,72,12794,Joshua Kimmich,4-1-4-1,Matthias Jöllenbeck,Match Report,0
2023-09-30,18:30,Bundesliga,Matchweek 6,Sat,Away,D,2,2,RB Leipzig,2.3,0.7,65,47069,Joshua Kimmich,4-2-3-1,Marco Fritz,Match Report,0
2023-10-03,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,dk FC Copenhagen,0.9,0.9,57,35690,Joshua Kimmich,4-2-3-1,Orel Grinfeeld,Match Report,0
2023-10-08,17:30,Bundesliga,Matchweek 7,Sun,Home,W,3,0,Freiburg,2.4,0.1,69,75000,Thomas Müller,4-2-3-1,Robert Schröder,Match Report,0
2023-10-21,18:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Mainz 05,1.8,1.1,62,33305,Joshua Kimmich,4-2-3-1,Sascha Stegemann,Match Report,0
2023-10-24,19:45,Champions Lg,Group stage,Tue,Away,W,3,1,tr Galatasaray,1.9,2.7,48,51776,Joshua Kimmich,4-2-3-1,Davide Massa,Match Report,0
2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,8,0,Darmstadt 98,5.8,0.7,54,75000,Manuel Neuer,4-2-3-1,Martin Petersen,Match Report,0
2023-11-01,20:45,DFB-Pokal,Round of 32,Wed,Away,L,1,2,Saarbrücken,0.0,0.0,75,16003,Manuel Neuer,4-2-3-1,Frank Willenborg,Match Report,0
2023-11-04,18:30,Bundesliga,Matchweek 10,Sat,Away,W,4,0,Dortmund,3.2,1.0,51,81365,Manuel Neuer,4-2-3-1,Deniz Aytekin,Match Report,0
2023-11-08,21:00,Champions Lg,Group stage,Wed,Home,W,2,1,tr Galatasaray,2.5,0.7,61,75000,Manuel Neuer,4-2-3-1,António Nobre,Match Report,0
2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,W,4,2,Heidenheim,2.0,0.9,72,75000,Manuel Neuer,4-2-3-1,Harm Osmers,Match Report,0
2023-11-24,20:30,Bundesliga,Matchweek 12,Fri,Away,W,1,0,Köln,3.5,0.2,68,50000,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,0
2023-11-29,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,dk FC Copenhagen,0.7,0.7,62,75000,Manuel Neuer,4-2-3-1,Stéphanie Frappart,Match Report,0
2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,5,Eint Frankfurt,2.1,1.3,64,58000,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,0
