Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,MP
Iván Balliu,al ALB,DF,31.0,,32,2873.0,31.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,2.6,3.3,50.0,98.0,100.0,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1,Matches,La Liga,Rayo Vallecano,33.0
Óscar Valentín,es ESP,MF,28.0,,32,2692.0,29.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.7,1.7,0.6,2.2,24.0,132.0,11.0,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07,Matches,La Liga,Rayo Vallecano,34.0
Álvaro García,es ESP,"FW,MF",30.0,,30,2475.0,27.5,6.0,1.0,7.0,6.0,0.0,0.0,8.0,1.0,6.2,6.2,3.0,9.2,56.0,63.0,252.0,0.22,0.04,0.25,0.22,0.25,0.22,0.11,0.33,0.22,0.33,Matches,La Liga,Rayo Vallecano,32.0
Alfonso Espino,uy URU,DF,31.0,,29,2507.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,2.8,3.8,41.0,113.0,89.0,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14,Matches,La Liga,Rayo Vallecano,31.0
Unai López,es ESP,MF,27.0,,28,2108.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,2.5,3.7,32.0,116.0,59.0,0.04,0.09,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16,Matches,La Liga,Rayo Vallecano,35.0
Sergio Camello,es ESP,FW,22.0,,20,1661.0,18.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,4.5,4.5,1.3,5.8,22.0,41.0,79.0,0.16,0.05,0.22,0.16,0.22,0.24,0.07,0.31,0.24,0.31,Matches,La Liga,Rayo Vallecano,31.0
Abdul Mumin,gh GHA,DF,25.0,,19,1694.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,0.3,0.7,6.0,38.0,4.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches,La Liga,Rayo Vallecano,20.0
Aridane Hernández,es ESP,DF,34.0,,19,1690.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,La Liga,Rayo Vallecano,19.0
Óscar Trejo,ar ARG,"FW,MF",35.0,,19,1380.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9,0.9,1.3,2.2,28.0,124.0,81.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,La Liga,Rayo Vallecano,31.0
Pathé Ciss,sn SEN,MF,29.0,,16,1664.0,18.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.5,1.5,0.5,2.0,14.0,84.0,22.0,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11,Matches,La Liga,Rayo Vallecano,31.0
Raúl de Tomás,es ESP,FW,28.0,,15,1272.0,14.1,1.0,2.0,3.0,0.0,1.0,1.0,5.0,0.0,3.4,2.6,1.3,3.9,11.0,23.0,73.0,0.07,0.14,0.21,0.0,0.14,0.24,0.09,0.33,0.18,0.28,Matches,La Liga,Rayo Vallecano,25.0
Jorge de Frutos,es ESP,"FW,MF",26.0,,14,1549.0,17.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,1.4,4.0,42.0,40.0,144.0,0.12,0.0,0.12,0.12,0.12,0.15,0.08,0.23,0.15,0.23,Matches,La Liga,Rayo Vallecano,36.0
Pep Chavarría,es ESP,"DF,MF",25.0,,12,1167.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.7,1.7,28.0,74.0,84.0,0.08,0.08,0.15,0.08,0.15,0.07,0.05,0.13,0.07,0.13,Matches,La Liga,Rayo Vallecano,22.0
Kike Pérez,es ESP,"MF,FW",26.0,,9,835.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.6,2.4,17.0,47.0,42.0,0.11,0.0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26,Matches,La Liga,Rayo Vallecano,24.0
Andrei Ratiu,ro ROU,"DF,MF",25.0,,6,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,0.9,28.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,La Liga,Rayo Vallecano,12.0
Crespo,pt POR,MF,26.0,,4,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.0,1.1,13.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,Matches,La Liga,Rayo Vallecano,15.0
Randy Nteka,ao ANG,"FW,MF",25.0,,3,572.0,6.4,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.3,1.5,0.9,2.5,12.0,15.0,35.0,0.16,0.16,0.31,0.0,0.16,0.37,0.15,0.51,0.24,0.39,Matches,La Liga,Rayo Vallecano,16.0
Radamel Falcao,co COL,"FW,DF",37.0,,2,407.0,4.5,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.7,2.0,0.3,2.2,7.0,7.0,23.0,0.22,0.0,0.22,0.0,0.0,0.6,0.06,0.67,0.43,0.49,Matches,La Liga,Rayo Vallecano,22.0
Cárdenas,es ESP,GK,26.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,1.0
Bebé,cv CPV,"MF,FW",33.0,,0,212.0,2.4,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.4,0.7,0.2,0.9,17.0,6.0,24.0,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37,Matches,La Liga,Rayo Vallecano,19.0
Salvi,es ESP,MF,32.0,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,1.0
José Pozo,es ESP,MF,27.0,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,2.0
Diego Méndez,es ESP,MF,19.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,1.0
Jorge Moreno,es ESP,DF,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,0.0
Morro,es ESP,GK,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,0.0
Pablo Muñoz,es ESP,MF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,0.0
Martín Pascual,es ESP,DF,23.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Rayo Vallecano,0.0
Germán Pezzella,ar ARG,DF,32.0,,32,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches,La Liga,Real Betis,32.0
Ayoze Pérez,es ESP,FW,30.0,,29,2294.0,25.5,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.4,7.4,3.9,11.3,90.0,80.0,175.0,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44,Matches,La Liga,Real Betis,31.0
Rui Silva,pt POR,GK,29.0,,28,2475.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,28.0
Isco,es ESP,MF,31.0,,28,2326.0,25.8,8.0,5.0,13.0,6.0,2.0,2.0,10.0,0.0,8.3,6.7,6.4,13.1,100.0,216.0,145.0,0.31,0.19,0.5,0.23,0.43,0.32,0.25,0.57,0.26,0.51,Matches,La Liga,Real Betis,29.0
Willian José,br BRA,FW,31.0,,25,1971.0,21.9,10.0,5.0,15.0,10.0,0.0,0.0,0.0,1.0,5.7,5.7,2.5,8.2,8.0,32.0,90.0,0.46,0.23,0.68,0.46,0.68,0.26,0.12,0.37,0.26,0.37,Matches,La Liga,Real Betis,33.0
Chadi Riad,ma MAR,DF,20.0,,24,2164.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,La Liga,Real Betis,26.0
Marc Roca,es ESP,MF,26.0,,24,1980.0,22.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,1.4,2.5,24.0,126.0,20.0,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.12,0.05,0.12,Matches,La Liga,Real Betis,26.0
Guido Rodríguez,ar ARG,MF,29.0,,22,1846.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.7,0.7,0.8,1.4,8.0,65.0,18.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,Matches,La Liga,Real Betis,24.0
Juan Miranda,es ESP,DF,23.0,,21,1858.0,20.6,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.6,1.6,1.9,3.6,35.0,103.0,95.0,0.05,0.05,0.1,0.05,0.1,0.08,0.09,0.17,0.08,0.17,Matches,La Liga,Real Betis,25.0
Héctor Bellerín,es ESP,DF,28.0,,20,1711.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.6,1.7,32.0,81.0,80.0,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09,Matches,La Liga,Real Betis,23.0
Abner,br BRA,DF,23.0,,15,1400.0,15.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.1,14.0,33.0,58.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,Matches,La Liga,Real Betis,23.0
Johnny Cardoso,us USA,MF,21.0,,15,1328.0,14.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.5,1.6,10.0,45.0,11.0,0.07,0.14,0.2,0.07,0.2,0.07,0.03,0.11,0.07,0.11,Matches,La Liga,Real Betis,17.0
Pablo Fornals,es ESP,"FW,MF",27.0,,14,1148.0,12.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.8,1.8,1.6,3.4,37.0,89.0,82.0,0.24,0.16,0.39,0.24,0.39,0.14,0.13,0.27,0.14,0.27,Matches,La Liga,Real Betis,15.0
Assane Diao,es ESP,FW,17.0,,13,1048.0,11.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,0.7,3.2,33.0,20.0,101.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28,Matches,La Liga,Real Betis,18.0
Sokratis Papastathopoulos,gr GRE,DF,35.0,,12,1136.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,La Liga,Real Betis,15.0
Youssouf Sabaly,sn SEN,DF,30.0,,12,1046.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,31.0,47.0,43.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,Matches,La Liga,Real Betis,12.0
Aitor Ruibal,es ESP,"DF,FW",27.0,,11,1017.0,11.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,1.3,2.1,22.0,54.0,50.0,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19,Matches,La Liga,Real Betis,18.0
Nabil Fekir,fr FRA,"MF,FW",30.0,,10,1049.0,11.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,2.3,4.6,32.0,67.0,77.0,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39,Matches,La Liga,Real Betis,19.0
Rodri,es ESP,"FW,MF",23.0,,9,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.2,2.2,49.0,65.0,116.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,Matches,La Liga,Real Betis,29.0
Claudio Bravo,cl CHI,GK,40.0,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,La Liga,Real Betis,7.0
Abdessamad Ezzalzouli,ma MAR,FW,21.0,,6,865.0,9.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.2,0.3,2.5,57.0,25.0,89.0,0.1,0.0,0.1,0.1,0.1,0.31,0.03,0.34,0.23,0.26,Matches,La Liga,Real Betis,26.0
Luiz Henrique,br BRA,FW,22.0,,6,616.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.9,35.0,17.0,58.0,0.0,0.44,0.44,0.0,0.44,0.18,0.24,0.42,0.18,0.42,Matches,La Liga,Real Betis,14.0
Sergi Altimira,es ESP,MF,21.0,,6,568.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,10.0,31.0,8.0,0.16,0.0,0.16,0.16,0.16,0.03,0.04,0.07,0.03,0.07,Matches,La Liga,Real Betis,14.0
William Carvalho,pt POR,MF,31.0,,4,680.0,7.6,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,12.0,58.0,12.0,0.13,0.4,0.53,0.13,0.53,0.05,0.09,0.14,0.05,0.14,Matches,La Liga,Real Betis,22.0
Andrés Guardado,mx MEX,MF,36.0,,4,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,Matches,La Liga,Real Betis,12.0
Borja Iglesias,es ESP,FW,30.0,,4,408.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.9,1.5,5.0,12.0,32.0,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,Matches,La Liga,Real Betis,11.0
Luiz Felipe,it ITA,DF,26.0,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,La Liga,Real Betis,4.0
Ezequiel Ávila,ar ARG,FW,29.0,,4,298.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,0.1,0.8,7.0,6.0,31.0,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,Matches,La Liga,Real Betis,6.0
Fran Vieites,es ESP,GK,24.0,,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,4.0
Marc Bartra,es ESP,DF,32.0,,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,La Liga,Real Betis,3.0
Cédric Bakambu,cd COD,FW,32.0,,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,Matches,La Liga,Real Betis,4.0
Ricardo Visus,es ESP,DF,22.0,,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,3.0
Juan Cruz,es ESP,FW,23.0,,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13,Matches,La Liga,Real Betis,5.0
Pablo Busto,es ESP,DF,17.0,,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.44,0.03,0.44,Matches,La Liga,Real Betis,2.0
Paul Akouokou,ci CIV,MF,25.0,,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,2.0
Enrique,es ESP,MF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,0.0
Guilherme Fernandes,pt POR,GK,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,0.0
Daniel Guerrero,es ESP,MF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,0.0
Nobel Mendy,fr FRA,DF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,0.0
Xavi Pleguezuelo,es ESP,DF,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Betis,0.0
Federico Valverde,uy URU,MF,25.0,,33,2904.0,32.3,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,3.5,3.5,5.8,9.3,104.0,231.0,102.0,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,Matches,La Liga,Real Madrid,37.0
Antonio Rüdiger,de GER,DF,30.0,,30,2709.0,30.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.2,2.6,17.0,88.0,1.0,0.03,0.0,0.03,0.03,0.03,0.05,0.04,0.09,0.05,0.09,Matches,La Liga,Real Madrid,33.0
Rodrygo,br BRA,FW,22.0,,28,2380.0,26.4,10.0,5.0,15.0,10.0,0.0,1.0,2.0,0.0,11.7,10.9,4.0,14.9,159.0,90.0,301.0,0.38,0.19,0.57,0.38,0.57,0.44,0.15,0.59,0.41,0.56,Matches,La Liga,Real Madrid,34.0
Jude Bellingham,eng ENG,MF,20.0,,27,2315.0,25.7,19.0,6.0,25.0,18.0,1.0,1.0,5.0,1.0,11.1,10.3,5.3,15.6,85.0,196.0,177.0,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61,Matches,La Liga,Real Madrid,28.0
Dani Carvajal,es ESP,DF,31.0,,25,2171.0,24.1,4.0,3.0,7.0,4.0,0.0,0.0,5.0,1.0,1.7,1.7,2.7,4.4,30.0,82.0,168.0,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,Matches,La Liga,Real Madrid,28.0
Toni Kroos,de GER,MF,33.0,,24,2124.0,23.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,4.9,6.5,32.0,290.0,29.0,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,Matches,La Liga,Real Madrid,33.0
Aurélien Tchouaméni,fr FRA,"MF,DF",23.0,,22,1987.0,22.1,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.1,28.0,111.0,15.0,0.14,0.05,0.18,0.14,0.18,0.06,0.04,0.1,0.06,0.1,Matches,La Liga,Real Madrid,27.0
Vinicius Júnior,br BRA,FW,23.0,,22,1864.0,20.7,15.0,5.0,20.0,14.0,1.0,1.0,7.0,0.0,13.1,12.3,4.2,16.6,137.0,57.0,277.0,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,Matches,La Liga,Real Madrid,26.0
Andriy Lunin,ua UKR,GK,24.0,,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,La Liga,Real Madrid,21.0
Eduardo Camavinga,fr FRA,"MF,DF",20.0,,21,1817.0,20.2,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,1.4,2.3,49.0,106.0,31.0,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.11,0.05,0.11,Matches,La Liga,Real Madrid,31.0
Ferland Mendy,fr FRA,DF,28.0,,21,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.9,1.1,19.0,84.0,96.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,La Liga,Real Madrid,23.0
Nacho,es ESP,DF,33.0,,18,1746.0,19.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.5,0.5,1.2,1.7,13.0,55.0,9.0,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.09,0.03,0.09,Matches,La Liga,Real Madrid,29.0
Luka Modrić,hr CRO,MF,37.0,,18,1688.0,18.8,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,5.5,6.8,53.0,196.0,85.0,0.11,0.32,0.43,0.11,0.43,0.07,0.3,0.37,0.07,0.37,Matches,La Liga,Real Madrid,32.0
Brahim Díaz,ma MAR,"FW,MF",23.0,,18,1545.0,17.2,8.0,6.0,14.0,8.0,0.0,0.0,0.0,0.0,5.7,5.7,4.4,10.1,76.0,75.0,166.0,0.47,0.35,0.82,0.47,0.82,0.33,0.26,0.59,0.33,0.59,Matches,La Liga,Real Madrid,31.0
Joselu,es ESP,FW,33.0,,15,1687.0,18.7,10.0,2.0,12.0,10.0,0.0,2.0,1.0,0.0,11.6,10.0,1.7,11.7,15.0,20.0,98.0,0.53,0.11,0.64,0.53,0.64,0.62,0.09,0.71,0.53,0.62,Matches,La Liga,Real Madrid,34.0
Fran Garcia,es ESP,DF,23.0,,15,1398.0,15.5,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,2.4,3.0,53.0,60.0,139.0,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19,Matches,La Liga,Real Madrid,25.0
Lucas Vázquez,es ESP,DF,32.0,,14,1419.0,15.8,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,1.2,1.1,3.8,4.8,28.0,58.0,160.0,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,Matches,La Liga,Real Madrid,29.0
David Alaba,at AUT,DF,31.0,,14,1154.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.7,1.6,9.0,51.0,13.0,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13,Matches,La Liga,Real Madrid,14.0
Kepa Arrizabalaga,es ESP,GK,28.0,,13,1198.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,La Liga,Real Madrid,14.0
Éder Militão,br BRA,DF,25.0,,6,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,La Liga,Real Madrid,10.0
Dani Ceballos,es ESP,"MF,FW",26.0,,5,598.0,6.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,16.0,47.0,23.0,0.0,0.3,0.3,0.0,0.3,0.05,0.22,0.27,0.05,0.27,Matches,La Liga,Real Madrid,20.0
Arda Güler,tr TUR,"FW,MF",18.0,,4,377.0,4.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.6,16.0,17.0,25.0,1.43,0.0,1.43,1.43,1.43,0.34,0.03,0.37,0.34,0.37,Matches,La Liga,Real Madrid,10.0
