Player,Nation,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Position_2,Position,League
Kostas Manolas,GRE,Salernitana,32,1991,5.4,4,0.74,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Javier Manquillo,ESP,Celta Vigo,29,1994,8.3,7,0.85,6,1,0,0,0,0,1,0.12,1,0,0,0,0,0,Midfielder,Defender,La Liga
Braydon Manu,GHA,Darmstadt 98,26,1997,1.9,7,3.68,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Benson Manuel,ANG,Burnley,26,1997,1.3,6,4.70,3,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Premier League
Faitout Maouassa,FRA,Granada,25,1998,2.5,6,2.19,3,2,1,0,0,0,1,0.36,1,0,0,0,0,0,Midfielder,Defender,La Liga
Faitout Maouassa,FRA,Lens,25,1998,0.8,4,4.68,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Ligue 1
Marcão,BRA,Sevilla,27,1996,3.9,4,1.01,4,0,0,0,0,0,1,0.25,1,0,0,0,0,0,,Defender,La Liga
Solly March,ENG,Brighton,29,1994,6.2,22,3.57,8,8,2,1,2,1,2,0.32,0,1,0,0,1,0,Defender,Forward,Premier League
Riccardo Marchizza,ITA,Frosinone,25,1998,12.8,14,1.10,11,1,0,0,1,1,4,0.31,3,0,0,0,0,1,,Defender,Serie A
Gian Marco Ferrari,ITA,Sassuolo,31,1992,25.2,35,1.39,32,1,0,1,0,1,1,0.04,1,0,0,0,0,0,,Defender,Serie A
Óscar de Marcos,ESP,Athletic Club,34,1989,25.1,46,1.83,40,5,0,0,1,0,7,0.28,7,0,0,0,0,0,,Defender,La Liga
Alberto Marí,ESP,Valencia,22,2001,3.1,8,2.62,6,0,0,1,1,0,3,0.98,1,0,0,1,1,0,,Forward,La Liga
José Mari,ESP,Cádiz,35,1987,0.2,4,25.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,La Liga
Pablo Marí,ESP,Monza,29,1993,29.1,22,0.76,18,1,0,1,1,1,1,0.03,1,0,0,0,0,0,,Defender,Serie A
José María Giménez,URU,Atlético Madrid,28,1995,14.7,5,0.34,4,0,0,0,0,1,1,0.07,1,0,0,0,0,0,,Defender,La Liga
Mariano,DOM,Sevilla,29,1993,2.7,9,3.32,4,0,1,3,1,0,1,0.37,0,0,0,0,1,0,Midfielder,Forward,La Liga
Mirko Marić,CRO,Monza,28,1995,3.2,7,2.20,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Rafa Marín,ESP,Alavés,21,2002,27.1,18,0.66,16,1,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Răzvan Marin,ROU,Empoli,27,1996,20.2,68,3.37,39,22,1,4,1,1,6,0.30,4,2,0,0,0,0,,Midfielder,Serie A
Diego Mariño,ESP,Almería,33,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Guillermo Maripán,CHI,Monaco,29,1994,19.6,9,0.46,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Mika Màrmol,ESP,Las Palmas,21,2002,35.3,20,0.57,17,0,0,0,1,2,1,0.03,1,0,0,0,0,0,,Defender,La Liga
Omar Marmoush,EGY,Eint Frankfurt,24,1999,25.6,75,2.93,40,5,10,6,12,2,12,0.47,5,1,2,2,2,0,Midfielder,Forward,Bundesliga
Marquinhos,BRA,Nantes,20,2003,1.7,9,5.26,8,0,0,0,1,0,1,0.58,0,0,0,0,1,0,Midfielder,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Marquinhos,BRA,Paris S-G,29,1994,17.1,13,0.76,13,0,0,0,0,0,2,0.12,2,0,0,0,0,0,,Defender,Ligue 1
Unai Marrero,ESP,Real Sociedad,21,2001,1.6,1,0.63,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Agustín Martegani,ARG,Salernitana,23,2000,8.1,19,2.34,16,1,0,0,1,1,2,0.25,2,0,0,0,0,0,,Midfielder,Serie A
Eric Martel,GER,Köln,21,2002,27.3,43,1.58,34,1,0,4,4,0,3,0.11,1,0,0,1,1,0,,Midfielder,Bundesliga
Roger Martí,ESP,Cádiz,32,1991,15.1,31,2.05,20,0,0,5,4,2,4,0.26,3,0,0,1,0,0,,Forward,La Liga
Anthony Martial,FRA,Manchester Utd,27,1995,5.0,11,2.21,9,0,0,1,1,0,1,0.20,0,0,0,0,1,0,,Forward,Premier League
Aarón Martín,ESP,Genoa,26,1997,15.3,33,2.16,20,12,1,0,0,0,2,0.13,2,0,0,0,0,0,,Defender,Serie A
Iván Martín,ESP,Girona,24,1999,30.3,71,2.34,60,0,3,2,3,3,13,0.43,9,0,2,2,0,0,,Midfielder,La Liga
Jon Martin,ESP,Real Sociedad,17,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Jonas Martin,FRA,Brest,33,1990,13.4,25,1.86,23,0,1,0,0,1,1,0.07,1,0,0,0,0,0,,Midfielder,Ligue 1
Mario Martín,ESP,Real Madrid,19,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Gabriel Martinelli,BRA,Arsenal,22,2001,22.4,92,4.10,63,6,12,8,1,2,11,0.49,7,1,1,2,0,0,,Forward,Premier League
Tommaso Martinelli,ITA,Fiorentina,17,2006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Arnau Martinez,ESP,Girona,20,2003,13.8,24,1.74,23,1,0,0,0,0,2,0.15,2,0,0,0,0,0,,Defender,La Liga
Emiliano Martínez,ARG,Aston Villa,30,1992,33.5,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,,Goalkeeper,Premier League
Iñigo Martínez,ESP,Barcelona,32,1991,14.4,14,0.97,13,0,0,1,0,0,3,0.21,3,0,0,0,0,0,,Defender,La Liga
Josep Martinez,ESP,Genoa,25,1998,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Lautaro Martínez,ARG,Inter,25,1997,29.5,102,3.46,71,0,4,16,7,4,16,0.54,7,0,1,3,2,3,,Forward,Serie A
Lisandro Martínez,ARG,Manchester Utd,25,1998,7.2,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,,Defender,Premier League
Marc Martínez,ESP,Granada,33,1990,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Lucas Martínez Quarta,ARG,Fiorentina,27,1996,25.5,39,1.53,31,3,0,4,1,0,5,0.20,4,0,0,1,0,0,,Defender,Serie A
Adam Marušić,MNE,Lazio,30,1992,34.4,34,0.99,29,1,2,1,1,0,2,0.06,2,0,0,0,0,0,,Defender,Serie A
Marvin,ESP,Las Palmas,23,2000,20.6,32,1.55,27,0,3,1,1,0,6,0.29,5,0,1,0,0,0,Defender,Forward,La Liga
Omar Mascarell,EQG,Mallorca,30,1993,17.5,16,0.92,15,0,0,1,0,0,1,0.06,0,0,0,1,0,0,,Midfielder,La Liga
Adam Masina,MAR,Udinese,29,1994,0.7,2,2.86,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Adam Masina,MAR,Torino,29,1994,11.4,10,0.88,8,0,0,0,0,2,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Erhan Mašović,SRB,Bochum,24,1998,24.7,17,0.69,12,0,0,4,1,0,1,0.04,1,0,0,0,0,0,Midfielder,Defender,Bundesliga
Han-Noah Massengo,FRA,Burnley,22,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Premier League
Roberto Massimo,GER,Stuttgart,22,2000,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Forward,Bundesliga
Clinton Mata,ANG,Lyon,30,1992,24.7,31,1.26,26,0,1,2,2,0,4,0.16,3,0,0,1,0,0,,Defender,Ligue 1
Jaime Mata,ESP,Getafe,34,1988,19.9,42,2.12,34,1,2,5,0,0,5,0.25,3,0,0,2,0,0,Midfielder,Forward,La Liga
Pape Matar Sarr,SEN,Tottenham,20,2002,23.0,52,2.26,43,0,0,3,2,4,7,0.30,6,0,0,1,0,0,,Midfielder,Premier League
Eliot Matazo,BEL,Monaco,21,2002,1.1,2,1.78,2,0,0,0,0,0,1,0.89,1,0,0,0,0,0,,Midfielder,Ligue 1
Jean-Philippe Mateta,FRA,Crystal Palace,26,1997,25.4,65,2.56,48,0,5,6,4,2,12,0.47,8,0,1,1,2,0,,Forward,Premier League
Nemanja Matić,SRB,Rennes,34,1988,11.4,29,2.54,23,1,1,1,2,1,2,0.18,1,0,0,0,1,0,,Midfielder,Ligue 1
Nemanja Matić,SRB,Lyon,34,1988,13.9,23,1.65,21,0,2,0,0,0,3,0.22,3,0,0,0,0,0,,Midfielder,Ligue 1
Joël Matip,CMR,Liverpool,31,1991,8.7,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,,Defender,Premier League
Alex Matos,ENG,Chelsea,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Chrislain Matsima,FRA,Clermont Foot,21,2002,13.1,6,0.46,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Chrislain Matsima,FRA,Monaco,21,2002,3.3,7,2.11,7,0,0,0,0,0,1,0.30,1,0,0,0,0,0,,Defender,Ligue 1
Jean Mattéo Bahoya,FRA,Eint Frankfurt,18,2005,2.0,6,3.03,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Bundesliga
Remi Matthews,ENG,Crystal Palace,29,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Alan Matturro,URU,Genoa,18,2004,1.2,2,1.70,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Azor Matusiwa,NED,Reims,25,1998,15.4,32,2.08,26,0,1,2,2,1,6,0.39,4,0,1,0,1,0,,Midfielder,Ligue 1
Azor Matusiwa,NED,Rennes,25,1998,8.8,17,1.93,17,0,0,0,0,0,3,0.34,3,0,0,0,0,0,,Midfielder,Ligue 1
Neal Maupay,FRA,Brentford,26,1996,14.7,40,2.72,31,0,2,6,0,1,5,0.34,5,0,0,0,0,0,,Forward,Premier League
Neal Maupay,FRA,Everton,26,1996,1.2,3,2.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Aïman Maurer,MAR,Clermont Foot,18,2004,0.6,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Konstantinos Mavropanos,GRE,West Ham,25,1997,16.7,10,0.60,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Christian Mawissa,FRA,Toulouse,18,2005,12.4,15,1.21,12,0,1,1,0,1,1,0.08,1,0,0,0,0,0,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Philipp Max,GER,Eint Frankfurt,29,1993,15.0,34,2.27,24,6,2,2,0,0,4,0.27,3,0,0,1,0,0,,Defender,Bundesliga
Eric Maxim Choupo-Moting,CMR,Bayern Munich,34,1989,8.0,34,4.26,26,0,2,5,1,0,5,0.63,3,0,0,2,0,0,Forward,Midfielder,Bundesliga
Luís Maximiano,POR,Almería,24,1999,33.0,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,,Goalkeeper,La Liga
Noam Mayoka-Tika,BEL,Marseille,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Borja Mayoral,ESP,Getafe,26,1997,23.9,54,2.26,43,0,7,1,3,0,6,0.25,2,0,3,0,1,0,,Forward,La Liga
Senny Mayulu,FRA,Paris S-G,17,2006,3.6,9,2.50,8,0,1,0,0,0,1,0.28,1,0,0,0,0,0,Midfielder,Forward,Ligue 1
Youssef Maziz,FRA,Metz,25,1998,1.4,6,4.35,2,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Noussair Mazraoui,MAR,Bayern Munich,25,1997,13.3,36,2.71,30,1,2,1,0,2,7,0.53,7,0,0,0,0,0,,Defender,Bundesliga
Luca Mazzitelli,ITA,Frosinone,27,1995,24.6,47,1.91,30,8,6,1,2,0,3,0.12,1,0,0,1,1,0,,Midfielder,Serie A
Pasquale Mazzocchi,ITA,Salernitana,28,1995,14.1,30,2.12,26,1,0,2,1,0,2,0.14,2,0,0,0,0,0,,Defender,Serie A
Pasquale Mazzocchi,ITA,Napoli,28,1995,4.8,7,1.48,6,0,0,1,0,0,1,0.21,1,0,0,0,0,0,,Defender,Serie A
Kevin Mbabu,SUI,Augsburg,28,1995,22.7,57,2.51,44,7,4,0,2,0,4,0.18,3,1,0,0,0,0,,Defender,Bundesliga
Noah Mbamba,BEL,Leverkusen,18,2005,0.2,1,5.63,1,0,0,0,0,0,1,5.63,1,0,0,0,0,0,,Midfielder,Bundesliga
Ethan Mbappé,FRA,Paris S-G,16,2006,0.5,1,1.87,1,0,0,0,0,0,1,1.87,1,0,0,0,0,0,Defender,Midfielder,Ligue 1
Kylian Mbappé,FRA,Paris S-G,24,1998,24.0,97,4.04,68,0,20,3,6,0,19,0.79,11,0,4,1,3,0,,Forward,Ligue 1
Malick Mbaye,SEN,Metz,19,2004,1.7,3,1.76,0,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Mamadou Mbaye,SEN,Cádiz,25,1998,3.2,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Chancel Mbemba,COD,Marseille,28,1994,24.5,20,0.82,17,0,1,2,0,0,2,0.08,2,0,0,0,0,0,,Defender,Ligue 1
Nolan Mbemba,CGO,Le Havre,28,1995,0.2,1,4.09,1,0,0,0,0,0,1,4.09,1,0,0,0,0,0,,Midfielder,Ligue 1
Bryan Mbeumo,CMR,Brentford,23,1999,21.8,82,3.77,45,23,2,5,7,0,10,0.46,9,1,0,0,0,0,,Forward,Premier League
Christ Mbondi,FRA,Reims,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Jordi Mboula,ESP,Hellas Verona,24,1999,3.4,5,1.47,4,0,1,0,0,0,2,0.59,1,0,1,0,0,0,Midfielder,Forward,Serie A
Nathanael Mbuku,FRA,Augsburg,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Bundesliga
James Mcatee,ENG,Sheffield Utd,20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0,Forward,Midfielder,Premier League
James Mcatee,ENG,Manchester City,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Oliver McBurnie,SCO,Sheffield Utd,27,1996,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0,,Forward,Premier League
James McConnell,ENG,Liverpool,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
John McGinn,SCO,Aston Villa,28,1994,33.3,106,3.18,88,9,6,2,1,0,14,0.42,11,1,2,0,0,0,Forward,Midfielder,Premier League
Scott McKenna,SCO,Nott'ham Forest,26,1996,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Weston McKennie,USA,Juventus,24,1998,28.8,82,2.84,64,9,2,2,3,2,9,0.31,8,0,0,1,0,0,Defender,Midfielder,Serie A
Dwight McNeil,ENG,Everton,23,1999,32.1,130,4.05,77,33,5,6,6,3,9,0.28,3,4,0,1,1,0,Forward,Midfielder,Premier League
Scott McTominay,SCO,Manchester Utd,26,1996,21.1,26,1.23,18,0,1,4,1,2,2,0.09,1,0,0,0,0,1,Forward,Midfielder,Premier League
Facundo Medina,ARG,Lens,24,1999,30.2,63,2.09,54,0,3,4,1,1,7,0.23,6,0,0,1,0,0,,Defender,Ligue 1
Ben Mee,ENG,Brentford,33,1989,14.1,14,0.99,11,1,0,2,0,0,1,0.07,0,0,0,1,0,0,,Defender,Premier League
Marvin Mehlem,GER,Darmstadt 98,25,1997,16.5,51,3.11,39,1,1,2,7,1,4,0.24,4,0,0,0,0,0,,Midfielder,Bundesliga
Bamo Meïté,CIV,Marseille,21,2001,7.1,6,0.85,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Bamo Meïté,CIV,Lorient,21,2001,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Hannibal Mejbri,TUN,Manchester Utd,20,2003,1.5,6,4.06,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Premier League
Hannibal Mejbri,TUN,Sevilla,20,2003,1.2,7,6.06,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Óscar Melendo,ESP,Granada,25,1997,12.5,18,1.44,15,2,0,0,1,0,1,0.08,1,0,0,0,0,0,Forward,Midfielder,La Liga
Gonzalo Melero,ESP,Almería,29,1994,12.3,35,2.86,27,1,1,1,4,1,3,0.24,1,0,1,1,0,0,Forward,Midfielder,La Liga
Birger Meling,NOR,Rennes,28,1994,0.2,1,5.29,0,0,0,1,0,0,1,5.29,0,0,0,1,0,0,,Defender,Ligue 1
Arthur Melo,BRA,Fiorentina,26,1996,22.1,72,3.27,59,6,2,0,2,3,11,0.50,8,0,1,0,1,1,,Midfielder,Serie A
Memphis,NED,Atlético Madrid,29,1994,9.9,37,3.73,21,3,7,4,2,0,3,0.30,2,0,0,0,1,0,,Forward,La Liga
Houboulang Mendes,GNB,Almería,25,1998,4.4,4,0.91,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Nuno Mendes,POR,Paris S-G,21,2002,3.0,7,2.36,6,0,1,0,0,0,2,0.67,2,0,0,0,0,0,,Defender,Ligue 1
Tomás Mendes,ESP,Alavés,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Brais Méndez,ESP,Real Sociedad,26,1997,26.8,101,3.77,57,20,5,10,7,2,16,0.60,10,0,3,1,2,0,Forward,Midfielder,La Liga
Bruno Méndez,URU,Granada,23,1999,14.8,13,0.88,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Diego Méndez,ESP,Rayo Vallecano,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Leonardo Mendicino,ITA,Atalanta,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Antoine Mendy,FRA,Nice,19,2004,4.6,7,1.51,5,1,0,0,1,0,1,0.22,0,1,0,0,0,0,,Defender,Ligue 1
Benjamin Mendy,FRA,Lorient,29,1994,7.9,23,2.91,15,5,1,2,0,0,2,0.25,2,0,0,0,0,0,,Defender,Ligue 1
Ferland Mendy,FRA,Real Madrid,28,1995,19.1,31,1.62,27,2,1,1,0,0,3,0.16,3,0,0,0,0,0,,Defender,La Liga
Formose Mendy,SEN,Lorient,22,2001,14.0,10,0.72,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0,,Defender,Ligue 1
Nampalys Mendy,SEN,Lens,31,1992,11.7,23,1.97,19,0,1,1,0,2,5,0.43,3,0,0,1,0,1,,Midfielder,Ligue 1
Teden Mengi,ENG,Luton Town,21,2002,27.4,14,0.51,11,0,2,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Chris Mepham,WAL,Bournemouth,25,1997,6.9,11,1.60,8,1,0,0,0,2,2,0.29,2,0,0,0,0,0,,Defender,Premier League
Jorge Meré,ESP,Cádiz,26,1997,7.5,2,0.27,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0,,Defender,La Liga
Alex Meret,ITA,Napoli,26,1997,30.8,5,0.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Mikel Merino,ESP,Real Sociedad,27,1996,27.6,65,2.36,51,0,0,5,7,2,8,0.29,6,0,0,0,1,1,,Midfielder,La Liga
Quentin Merlin,FRA,Marseille,21,2002,7.8,23,2.95,13,7,1,2,0,0,2,0.26,2,0,0,0,0,0,,Defender,Ligue 1
Quentin Merlin,FRA,Nantes,21,2002,14.3,44,3.09,36,4,0,3,0,1,5,0.35,3,1,0,1,0,0,,Defender,Ligue 1
Junior Messias,BRA,Genoa,32,1991,11.7,42,3.59,26,4,2,4,6,0,5,0.43,3,0,0,1,1,0,Defender,Midfielder,Serie A
Thomas Meunier,BEL,Dortmund,31,1991,6.5,11,1.69,8,1,1,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Bastien Meupiyou,FRA,Nantes,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Alexander Meyer,GER,Dortmund,32,1991,7.7,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Omenuke Mfulu,COD,Las Palmas,29,1994,0.9,2,2.25,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,La Liga
Lucas Michel,FRA,Monaco,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Sven Michel,GER,Augsburg,33,1990,6.5,16,2.47,13,0,1,1,0,1,3,0.46,3,0,0,0,0,0,Midfielder,Forward,Bundesliga
Miguel,ESP,Alavés,23,1999,0.7,1,1.38,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,La Liga
Georges Mikautadze,GEO,Metz,22,2000,19.4,58,2.99,31,3,12,6,6,0,8,0.41,4,0,4,0,0,0,,Forward,Ligue 1
Nikola Milenković,SRB,Fiorentina,25,1997,27.9,23,0.82,18,1,0,2,2,0,1,0.04,1,0,0,0,0,0,,Defender,Serie A
Lewis Miley,ENG,Newcastle Utd,17,2006,13.4,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1,,Midfielder,Premier League
Arkadiusz Milik,POL,Juventus,29,1994,10.2,37,3.62,24,0,1,7,4,1,6,0.59,2,0,0,3,0,1,,Forward,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Vanja Milinković-Savić,SRB,Torino,26,1997,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,,Goalkeeper,Serie A
Éder Militão,BRA,Real Madrid,25,1998,5.5,2,0.36,2,0,0,0,0,0,1,0.18,1,0,0,0,0,0,,Defender,La Liga
Luis Milla,ESP,Getafe,28,1994,23.5,76,3.23,42,27,0,1,2,4,5,0.21,2,3,0,0,0,0,,Midfielder,La Liga
Enzo Millot,FRA,Stuttgart,21,2002,24.9,82,3.29,63,1,8,5,4,1,11,0.44,7,0,2,1,1,0,Forward,Midfielder,Bundesliga
James Milner,ENG,Brighton,37,1986,8.6,24,2.79,20,4,0,0,0,0,2,0.23,0,2,0,0,0,0,Midfielder,Defender,Premier League
Jovan Milošević,SRB,Stuttgart,18,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Marko Milovanović,SRB,Almería,19,2003,3.4,5,1.46,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,La Liga
Kim Min-jae,KOR,Bayern Munich,26,1996,21.9,26,1.19,24,1,0,0,0,1,3,0.14,3,0,0,0,0,0,,Defender,Bundesliga
Yerry Mina,COL,Fiorentina,28,1994,0.5,1,2.05,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Yerry Mina,COL,Cagliari,28,1994,13.5,6,0.44,5,0,0,0,1,0,2,0.15,2,0,0,0,0,0,,Defender,Serie A
Takumi Minamino,JPN,Monaco,28,1995,23.5,74,3.15,56,3,2,5,6,2,12,0.51,10,0,0,1,1,0,,Midfielder,Ligue 1
Lucas Mincarelli,FRA,Montpellier,19,2004,10.9,11,1.01,11,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Midfielder,Defender,Ligue 1
Tyrone Mings,ENG,Aston Villa,30,1993,0.3,2,6.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Óscar Mingueza,ESP,Celta Vigo,24,1999,33.3,106,3.18,83,14,2,1,5,1,11,0.33,10,0,0,0,1,0,Midfielder,Defender,La Liga
Ignasi Miquel,ESP,Granada,30,1992,33.2,28,0.84,23,0,0,4,1,0,1,0.03,0,0,0,1,0,0,,Defender,La Liga
Rafa Mir,ESP,Sevilla,26,1997,4.3,13,2.99,7,0,2,3,1,0,2,0.46,0,0,2,0,0,0,Midfielder,Forward,La Liga
Ignacio Miramon,ARG,Lille,20,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Aleksei Miranchuk,RUS,Atalanta,27,1995,13.1,81,6.19,56,16,2,4,3,0,10,0.76,6,2,0,2,0,0,Forward,Midfielder,Serie A
Juan Miranda,ESP,Betis,23,2000,20.6,45,2.18,35,6,1,1,2,0,3,0.15,3,0,0,0,0,0,,Defender,La Liga
Kevin Miranda,ITA,Sassuolo,20,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Antonio Mirante,ITA,Milan,40,1983,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Fabio Miretti,ITA,Juventus,19,2003,12.3,53,4.33,31,7,6,2,4,3,4,0.33,2,0,0,0,2,0,,Midfielder,Serie A
Filippo Missori,ITA,Sassuolo,19,2004,3.0,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Tyrick Mitchell,ENG,Crystal Palace,23,1999,35.6,47,1.32,40,2,1,2,1,1,4,0.11,4,0,0,0,0,0,Midfielder,Defender,Premier League
