Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Álvaro Aceves,es ESP,GK,20-331,14.0,18,4,0,2,1,15.2,0.26,-1.8,-0.13,105,306,34.3,290,25,66.9,46.6,123,91.1,63.3,223,8,3.6,19,1.36,18.4,Matches
Vallejo,es ESP,GK,29-060,11.0,21,2,0,1,1,15.6,0.29,-4.4,-0.4,78,225,34.7,259,44,54.8,41.4,95,87.4,63.4,148,13,8.8,8,0.73,14.2,Matches
Andoni Zubiaurre,es ESP,GK,27-200,10.0,11,1,0,0,1,7.3,0.21,-2.7,-0.27,55,186,29.6,211,35,51.2,40.3,89,87.6,61.1,164,12,7.3,11,1.1,15.1,Matches
Ian Mackay,es ESP,GK,37-343,7.0,6,0,0,0,1,7.3,0.26,2.3,0.33,46,125,36.8,119,19,63.9,45.7,69,71.0,50.7,135,15,11.1,4,0.57,10.6,Matches
Squad Total,0,0,29.5,42.0,56,7,0,3,4,45.4,0.26,-6.6,-0.16,284,842,33.7,875,123,59.1,0.0,380,85.5,60.5,670,48,7.2,42,1.0,0.0,0
Opponent Total,0,0,27.7,42.0,46,5,0,9,0,40.0,0.29,-6.0,-0.14,183,527,34.7,965,177,38.1,36.5,334,47.6,39.6,604,33,5.5,32,0.76,12.6,0
