Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Álvaro Aceves,es ESP,GK,20-331,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Derick,br BRA,"DF,MF",30-294,25,13,1334.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,31.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches
Cris Montes,es ESP,MF,26-316,30,11,1086.0,12.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.8,2.1,40.0,100.0,76.0,0.08,0.0,0.08,0.08,0.08,0.1,0.07,0.17,0.1,0.17,Matches
Vallejo,es ESP,GK,29-060,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andoni Zubiaurre,es ESP,GK,27-200,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Capó,es ESP,"MF,DF",33-193,30,7,1001.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.1,0.6,12.0,51.0,6.0,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,Matches
Ian Mackay,es ESP,GK,37-343,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joel Jorquera,es ESP,"MF,FW",23-307,25,5,799.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.0,2.1,27.0,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.23,0.12,0.23,Matches
Dauda Mohammed,gh GHA,"FW,MF",26-122,14,5,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,1.0,12.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19,Matches
Álex Martínez,es ESP,DF,33-314,5,3,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Nacho Monsalve,es ESP,DF,30-055,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arnau Ortiz,es ESP,"MF,FW",22-236,9,2,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,8.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.11,Matches
Eddie Salcedo,it ITA,"FW,MF",22-264,11,2,276.0,3.1,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.7,0.9,0.2,1.1,3.0,5.0,17.0,0.65,0.33,0.98,0.33,0.65,0.55,0.07,0.62,0.29,0.36,Matches
Miguel Juan Llambrich,es ESP,DF,28-155,2,2,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Youness Lachhab Didi,ma MAR,"MF,DF",25-059,9,1,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,2.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Marc-Olivier Doué,fr FRA,"FW,MF",23-254,9,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,4.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches
Miguel Marí,es ESP,MF,26-357,3,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Jimeno,es ESP,MF,20-175,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antonio Pina,es ESP,GK,21-023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luismi Quirant,es ESP,GK,20-172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,29.5,42,462,3780.0,42.0,46.0,32.0,78.0,41.0,5.0,7.0,95.0,3.0,39.2,34.1,27.7,61.9,458.0,1293.0,1276.0,1.1,0.76,1.86,0.98,1.74,0.93,0.66,1.59,0.81,1.47,0
Opponent Total,0,0,27.7,42,462,3780.0,42.0,52.0,37.0,89.0,45.0,7.0,7.0,73.0,2.0,44.6,39.4,31.0,70.4,732.0,1596.0,1581.0,1.24,0.88,2.12,1.07,1.95,1.06,0.74,1.8,0.94,1.68,0
