Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sergio Ortuño,es ESP,MF,25-111,38.0,1672,2075,80.6,25577,9726,886,1007,88.0,592,716,82.7,115,211,54.5,5,2.8,3.9,2.2,51,230,46,10,275,Matches
Marc Mateu,es ESP,"DF,MF",34-005,36.5,1069,1764,60.6,22387,9800,425,482,88.2,388,572,67.8,228,632,36.1,7,5.7,6.6,1.3,59,85,31,17,82,Matches
David Timor,es ESP,MF,34-248,33.4,954,1326,71.9,19602,7091,372,465,80.0,392,513,76.4,162,284,57.0,0,2.1,2.0,-2.1,21,122,13,5,131,Matches
Tony Abad,es ESP,DF,27-231,31.8,1473,1877,78.5,21271,9038,878,960,91.5,443,574,77.2,87,212,41.0,6,2.0,3.2,4.0,33,86,39,19,131,Matches
Dario Đumić,ba BIH,DF,32-143,28.1,650,992,65.5,14860,7313,183,215,85.1,343,425,80.7,118,331,35.6,1,0.6,0.7,0.4,8,64,6,1,44,Matches
Chapela,es ESP,"MF,FW",25-031,27.2,422,620,68.1,6409,1827,238,296,80.4,133,183,72.7,31,66,47.0,0,1.1,1.3,-1.1,15,39,20,3,81,Matches
Soberón,es ESP,FW,27-034,25.8,371,543,68.3,5587,950,209,272,76.8,131,172,76.2,19,43,44.2,4,3.2,2.6,0.8,23,26,22,6,42,Matches
Carlos Hernández,es ESP,DF,33-280,24.8,599,800,74.9,11363,3871,204,253,80.6,334,400,83.5,53,116,45.7,0,0.8,1.2,-0.8,8,25,2,0,27,Matches
Piña,es ESP,DF,29-235,26.0,637,830,76.7,13061,4295,172,209,82.3,367,410,89.5,87,183,47.5,2,1.4,0.9,0.6,4,36,2,0,34,Matches
Jesús Clemente,es ESP,"MF,FW",24-172,22.0,394,652,60.4,5588,1867,220,300,73.3,115,180,63.9,27,61,44.3,3,2.2,1.9,0.8,24,34,19,9,55,Matches
