Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Manuel Fuster,es ESP,"MF,FW",26-243,38.5,2011,1745,254,88,14,60,194,27,110,53,35,0,1479,12,59,Matches
Antonio Cristian Glauder García,es ESP,DF,28-247,37.6,1604,1552,50,40,0,9,3,2,0,0,0,0,1296,2,15,Matches
Riki Rodríguez,es ESP,MF,26-270,36.1,1660,1601,52,48,4,19,21,1,1,1,0,0,1383,7,26,Matches
Lander Olaetxea,es ESP,"MF,DF",31-070,34.0,1487,1430,48,38,3,7,7,10,0,0,0,0,1157,9,23,Matches
Agus Medina,es ESP,MF,29-287,29.0,1245,1161,75,16,8,9,67,39,18,3,6,1,890,9,44,Matches
Alberto Quiles,es ESP,"FW,MF",29-055,26.6,578,556,20,2,4,2,9,4,0,0,0,0,413,2,25,Matches
Bernabé Barragán,es ESP,GK,31-124,25.0,628,379,247,56,0,0,0,0,0,0,0,0,404,2,1,Matches
Juanma,es ESP,"FW,MF",31-122,24.1,823,770,51,5,1,4,28,24,3,0,0,0,607,2,34,Matches
Julio Alonso,es ESP,DF,25-190,23.6,1313,1028,283,34,2,7,81,246,3,0,0,0,932,2,46,Matches
Mohammed Djetei,cm CMR,DF,29-308,21.5,962,938,21,20,0,1,1,1,0,0,0,0,775,3,10,Matches
Carlos Isaac,es ESP,"DF,MF",26-052,21.5,1207,962,239,10,1,5,116,228,1,0,0,0,838,6,42,Matches
Dani Escriche,es ESP,FW,26-089,20.9,498,482,15,0,6,1,11,2,0,0,0,0,330,1,17,Matches
Álvaro Rodríguez,es ESP,DF,29-335,19.9,1146,858,282,25,3,8,93,257,0,0,0,0,785,6,31,Matches
Jonathan Silva,ar ARG,DF,29-358,18.4,859,626,230,22,2,3,92,189,19,19,0,0,584,3,24,Matches
Higinio Marín,es ESP,FW,30-246,14.9,245,228,15,0,1,2,2,1,0,0,0,0,160,2,8,Matches
Tomáš Vaclík,cz CZE,GK,35-084,12.0,324,159,165,29,0,0,0,0,0,0,0,0,225,0,0,Matches
Juan Antonio Ros,es ESP,DF,28-098,12.2,650,627,21,19,0,2,2,2,0,0,0,0,549,2,3,Matches
Kaiky,br BRA,DF,20-161,10.5,411,392,19,17,0,7,0,1,0,0,0,0,319,0,4,Matches
Fidel,es ESP,"MF,FW",34-238,8.3,469,407,61,15,0,6,60,2,43,28,3,0,324,1,19,Matches
Rai Marchán,es ESP,MF,30-315,6.3,334,319,14,11,0,2,0,2,0,0,0,0,275,1,4,Matches
Altube,es ESP,GK,24-120,5.0,133,78,55,12,0,0,0,0,0,0,0,0,70,0,0,Matches
Antonio Pacheco,es ESP,MF,22-170,6.7,397,388,8,5,2,2,4,3,0,0,0,0,345,1,5,Matches
Toni Datković,hr CRO,DF,30-228,3.6,94,89,4,4,0,1,1,0,0,0,0,0,70,1,0,Matches
Samuel Shashoua,eng ENG,"FW,MF",25-039,2.8,168,152,16,4,0,0,13,4,7,4,1,0,143,0,5,Matches
Pedro Benito,es ESP,FW,24-086,0.6,14,13,1,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Jovanny Bolívar,ve VEN,FW,22-188,0.5,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Javi Vargas,es ESP,MF,23-107,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Squad Total,0,0,28.7,42.0,19265,16945,2246,520,51,157,805,1045,205,108,45,1,14367,74,446,0
Opponent Total,0,0,27.7,42.0,19843,17600,2209,626,21,158,861,945,185,72,64,2,15271,34,360,0
