Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Manuel Fuster,es ESP,"MF,FW",26-243,38.5,200,5.19,131,39,7,14,9,0,21,0.54,12,7,0,1,1,0,Matches
Antonio Cristian Glauder García,es ESP,DF,28-247,37.6,13,0.35,9,0,0,2,0,2,1,0.03,0,0,0,1,0,0,Matches
Riki Rodríguez,es ESP,MF,26-270,36.1,83,2.3,71,0,4,4,2,2,8,0.22,6,0,0,1,0,1,Matches
Lander Olaetxea,es ESP,"MF,DF",31-070,34.0,35,1.03,29,0,0,2,1,3,4,0.12,3,0,0,0,0,1,Matches
Agus Medina,es ESP,MF,29-287,29.0,99,3.41,81,6,0,6,2,4,5,0.17,4,0,0,0,1,0,Matches
Alberto Quiles,es ESP,"FW,MF",29-055,26.6,47,1.77,31,0,8,6,2,0,6,0.23,4,0,1,1,0,0,Matches
Bernabé Barragán,es ESP,GK,31-124,25.0,3,0.12,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Juanma,es ESP,"FW,MF",31-122,24.1,61,2.53,50,3,1,2,4,1,4,0.17,3,0,0,0,1,0,Matches
Julio Alonso,es ESP,DF,25-190,23.6,56,2.37,45,3,3,1,2,2,2,0.08,1,1,0,0,0,0,Matches
Mohammed Djetei,cm CMR,DF,29-308,21.5,7,0.33,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
Carlos Isaac,es ESP,"DF,MF",26-052,21.5,40,1.85,30,1,2,2,4,1,4,0.19,4,0,0,0,0,0,Matches
Dani Escriche,es ESP,FW,26-089,20.9,58,2.78,46,0,1,6,3,2,6,0.29,5,0,0,0,0,1,Matches
Álvaro Rodríguez,es ESP,DF,29-335,19.9,53,2.67,36,10,3,1,1,2,4,0.2,3,1,0,0,0,0,Matches
Jonathan Silva,ar ARG,DF,29-358,18.4,33,1.79,24,6,1,2,0,0,1,0.05,1,0,0,0,0,0,Matches
Higinio Marín,es ESP,FW,30-246,14.9,35,2.34,19,0,3,7,3,3,3,0.2,3,0,0,0,0,0,Matches
Tomáš Vaclík,cz CZE,GK,35-084,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Antonio Ros,es ESP,DF,28-098,12.2,5,0.41,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Kaiky,br BRA,DF,20-161,10.5,5,0.48,5,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Fidel,es ESP,"MF,FW",34-238,8.3,46,5.51,29,12,4,1,0,0,5,0.6,2,2,1,0,0,0,Matches
Rai Marchán,es ESP,MF,30-315,6.3,5,0.79,4,1,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
Altube,es ESP,GK,24-120,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antonio Pacheco,es ESP,MF,22-170,6.7,24,3.58,20,0,1,1,0,2,3,0.45,2,0,1,0,0,0,Matches
Toni Datković,hr CRO,DF,30-228,3.6,2,0.56,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Samuel Shashoua,eng ENG,"FW,MF",25-039,2.8,13,4.62,11,1,1,0,0,0,1,0.36,1,0,0,0,0,0,Matches
Pedro Benito,es ESP,FW,24-086,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jovanny Bolívar,ve VEN,FW,22-188,0.5,3,6.0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Javi Vargas,es ESP,MF,23-107,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.7,42.0,927,22.07,685,84,42,57,34,25,82,1.95,58,11,3,4,3,3,0
Opponent Total,0,0,27.7,42.0,911,21.69,649,80,55,67,47,13,91,2.17,58,6,8,12,5,2,0
