Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Manuel Fuster,es ESP,"MF,FW",26-243,42,3468.0,83.0,91.7,38.5,40,86.0,26,2,18.0,0,1.21,47.0,53.0,-6.0,-0.16,-0.16,48.8,47.7,1.1,0.03,-0.07,Matches
Antonio Cristian Glauder García,es ESP,DF,28-247,39,3381.0,87.0,89.4,37.6,39,87.0,33,0,0.0,0,1.23,44.0,51.0,-7.0,-0.19,-0.41,47.2,45.5,1.7,0.04,0.09,Matches
Riki Rodríguez,es ESP,MF,26-270,39,3247.0,83.0,85.9,36.1,37,86.0,27,2,29.0,1,1.21,44.0,52.0,-8.0,-0.22,-0.56,45.0,46.8,-1.8,-0.05,-0.61,Matches
Lander Olaetxea,es ESP,"MF,DF",31-070,37,3061.0,83.0,81.0,34.0,36,85.0,25,1,13.0,1,1.24,34.0,45.0,-11.0,-0.32,-0.95,39.3,42.3,-3.0,-0.09,-0.65,Matches
Agus Medina,es ESP,MF,29-287,35,2612.0,75.0,69.1,29.0,31,80.0,15,4,31.0,1,1.29,35.0,33.0,2.0,0.07,0.69,35.9,31.0,4.9,0.17,0.43,Matches
Alberto Quiles,es ESP,"FW,MF",29-055,42,2391.0,57.0,63.3,26.6,25,77.0,7,17,28.0,0,1.21,38.0,35.0,3.0,0.11,0.7,33.3,34.9,-1.6,-0.06,-0.26,Matches
Bernabé Barragán,es ESP,GK,31-124,25,2250.0,90.0,59.5,25.0,25,90.0,25,0,0.0,14,1.12,31.0,35.0,-4.0,-0.16,-0.04,32.6,30.0,2.6,0.1,0.17,Matches
Juanma,es ESP,"FW,MF",31-122,37,2167.0,59.0,57.3,24.1,24,79.0,9,13,21.0,2,1.22,29.0,33.0,-4.0,-0.17,-0.05,30.8,29.8,1.1,0.04,0.02,Matches
Julio Alonso,es ESP,DF,25-190,34,2123.0,62.0,56.2,23.6,23,83.0,13,11,20.0,5,1.29,29.0,28.0,1.0,0.04,0.42,33.7,27.4,6.2,0.26,0.52,Matches
Mohammed Djetei,cm CMR,DF,29-308,26,1935.0,74.0,51.2,21.5,23,83.0,18,3,9.0,8,1.0,21.0,33.0,-12.0,-0.56,-0.85,26.5,26.3,0.2,0.01,-0.05,Matches
