Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Bernabé Barragán,es ESP,GK,31-124,25,25,2250,25.0,34,1.36,81,46,63.0,5,11,9,6,24.0,5,4,1,0,20.0,Matches
Tomáš Vaclík,cz CZE,GK,35-084,12,12,1080,12.0,14,1.17,52,36,76.9,5,3,4,4,33.3,4,2,2,0,50.0,Matches
Altube,es ESP,GK,24-120,5,5,450,5.0,8,1.6,21,13,66.7,2,1,2,0,0.0,1,1,0,0,0.0,Matches
Squad Total,0,0,28.7,42,42,3780,42.0,56,1.33,154,95,68.2,12,15,15,10,23.8,10,7,3,0,30.0,0
Opponent Total,0,0,27.7,42,42,3780,42.0,50,1.19,165,115,70.9,15,15,12,8,19.0,5,2,3,0,60.0,0
