Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ederson,br BRA,GK,29.0,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,Matches
Stefan Ortega,de GER,GK,30.0,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.6,38,38,3420,38.0,34,0.89,109,76,71.6,28,7,3,13,34.2,3,3,0,0,0.0,0
Opponent Total,0,0,26.4,38,38,3420,38.0,96,2.53,273,179,68.1,3,7,28,3,7.9,10,9,0,1,0.0,0
