Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rodri,es ESP,MF,27.0,32.6,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,5.1,49,378,61,0,376,Matches
Phil Foden,eng ENG,"FW,MF",23.0,31.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168,Matches
Ederson,br BRA,GK,29.0,30.9,1077,1234,87.3,25898,17578,275,276,99.6,560,570,98.2,239,381,62.7,0,0.1,0.1,-0.1,1,25,1,0,4,Matches
Julián Álvarez,ar ARG,"MF,FW",23.0,29.4,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,40.0,8,6.4,6.3,1.6,67,43,41,4,103,Matches
Kyle Walker,eng ENG,DF,33.0,30.7,2128,2404,88.5,36091,8306,992,1057,93.9,932,1020,91.4,166,246,67.5,4,2.6,3.2,1.4,25,199,32,13,157,Matches
Bernardo Silva,pt POR,"MF,FW",28.0,28.6,1671,1936,86.3,25138,5246,993,1052,94.4,534,620,86.1,106,158,67.1,9,7.6,8.0,1.4,64,100,49,10,177,Matches
Erling Haaland,no NOR,FW,23.0,28.4,295,388,76.0,3234,567,197,242,81.4,56,70,80.0,5,8,62.5,5,4.3,2.2,0.7,29,16,11,0,26,Matches
Rúben Dias,pt POR,DF,26.0,28.4,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,0,0.3,1.9,-0.3,7,220,12,3,173,Matches
Manuel Akanji,ch SUI,"DF,MF",28.0,27.9,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,Matches
Joško Gvardiol,hr CRO,DF,21.0,25.9,1671,1919,87.1,25207,6169,931,1010,92.2,618,695,88.9,77,107,72.0,1,1.4,2.1,-0.4,18,141,16,3,136,Matches
Nathan Aké,nl NED,DF,28.0,22.7,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,2,1.2,1.1,0.8,10,148,5,1,116,Matches
Jeremy Doku,be BEL,"FW,MF",21.0,17.7,693,852,81.3,9699,1538,452,507,89.2,198,254,78.0,26,33,78.8,8,4.6,5.9,3.4,45,14,40,7,57,Matches
Mateo Kovačić,hr CRO,MF,29.0,17.2,1435,1527,94.0,20506,4603,835,862,96.9,514,544,94.5,41,57,71.9,0,1.6,1.9,-1.6,21,120,15,0,100,Matches
Kevin De Bruyne,be BEL,MF,32.0,13.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,Matches
John Stones,eng ENG,"DF,MF",29.0,11.8,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0,0.2,0.4,-0.2,6,53,1,0,57,Matches
Jack Grealish,eng ENG,"FW,MF",27.0,11.2,499,580,86.0,7032,1069,302,329,91.8,156,174,89.7,23,32,71.9,1,2.5,2.8,-1.5,26,15,25,0,50,Matches
Rico Lewis,eng ENG,"DF,MF",18.0,9.0,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60.0,0,1.1,1.2,-1.1,13,29,9,0,33,Matches
Matheus Nunes,pt POR,MF,24.0,7.3,373,443,84.2,5054,783,233,255,91.4,115,133,86.5,11,23,47.8,2,1.1,1.5,0.9,9,23,16,2,34,Matches
Stefan Ortega,de GER,GK,30.0,7.1,213,266,80.1,4942,3526,58,58,100.0,108,110,98.2,46,96,47.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Oscar Bobb,no NOR,"FW,MF",20.0,3.4,155,177,87.6,2056,478,101,107,94.4,44,51,86.3,4,4,100.0,1,1.2,1.3,-0.2,9,3,19,1,25,Matches
Kalvin Phillips,eng ENG,MF,27.0,1.0,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70.0,0,0.0,0.1,0.0,0,8,1,1,7,Matches
Sergio Gómez,es ESP,"FW,MF",22.0,0.6,46,54,85.2,636,97,29,31,93.5,15,17,88.2,1,2,50.0,1,0.2,0.2,0.8,1,1,2,1,2,Matches
Aymeric Laporte,es ESP,DF,29.0,0.1,11,11,100.0,202,48,4,4,100.0,7,7,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Cole Palmer,eng ENG,MF,21.0,0.1,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
James Mcatee,eng ENG,MF,20.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,26.6,38.0,24616,27758,88.7,394064,112270,12895,13721,94.0,9449,10306,91.7,1652,2498,66.1,69,60.2,62.1,8.8,545,1890,484,65,2060,0
Opponent Total,0,0,26.4,38.0,11864,14869,79.8,207411,75630,5451,6120,89.1,4945,5662,87.3,1151,2216,51.9,23,26.4,19.5,-3.4,220,672,181,42,824,0
