Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Yehvann Diouf,fr FRA,GK,23.0,34.0,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yunis Abdelhamid,ma MAR,DF,35.0,30.9,24,0.78,19,1,0,3,1,0,1,0.03,0,0,0,1,0,0,Matches
Junya Ito,jp JPN,"FW,MF",30.0,30.2,135,4.48,96,23,8,7,1,0,10,0.33,9,0,0,1,0,0,Matches
Emmanuel Agbadou,ci CIV,DF,26.0,28.8,47,1.63,43,0,0,4,0,0,1,0.03,1,0,0,0,0,0,Matches
Marshall Munetsi,zw ZIM,MF,27.0,24.1,29,1.2,22,0,1,4,2,0,6,0.25,5,0,0,0,1,0,Matches
Teddy Teuma,mt MLT,MF,29.0,23.5,92,3.92,60,22,4,4,1,1,10,0.43,5,3,1,0,0,1,Matches
Thomas Foket,be BEL,DF,28.0,20.4,30,1.48,27,2,0,1,0,0,6,0.3,6,0,0,0,0,0,Matches
Thibault De Smet,be BEL,DF,25.0,20.3,23,1.13,18,1,2,1,1,0,1,0.05,0,0,0,0,1,0,Matches
Joseph Okumu,ke KEN,DF,26.0,19.4,14,0.72,12,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Mohammed Daramy,dk DEN,"FW,MF",21.0,18.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0,Matches
Oumar Diakité,ci CIV,FW,19.0,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1,Matches
Keito Nakamura,jp JPN,"FW,MF",23.0,15.3,37,2.41,30,0,3,4,0,0,3,0.2,3,0,0,0,0,0,Matches
Azor Matusiwa,nl NED,MF,25.0,15.4,32,2.08,26,0,1,2,2,1,6,0.39,4,0,1,0,1,0,Matches
Reda Khadra,de GER,"FW,MF",22.0,15.2,46,3.03,33,1,6,5,1,0,7,0.46,4,0,3,0,0,0,Matches
Amir Richardson,ma MAR,MF,21.0,15.0,29,1.93,24,0,0,4,0,1,1,0.07,1,0,0,0,0,0,Matches
Sergio Akieme,es ESP,DF,25.0,9.1,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,Matches
Valentin Atangana Edoa,fr FRA,MF,17.0,6.2,6,0.97,2,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Josh Wilson-Esbrand,eng ENG,"DF,MF",20.0,5.1,9,1.76,9,0,0,0,0,0,2,0.39,2,0,0,0,0,0,Matches
Amadou Koné,ml MLI,MF,18.0,5.3,6,1.14,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Therence Koudou,fr FRA,DF,18.0,3.5,14,4.01,11,1,1,0,1,0,1,0.29,1,0,0,0,0,0,Matches
Benjamin Stambouli,fr FRA,MF,32.0,3.2,3,0.94,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Abdoul Koné,fr FRA,DF,18.0,2.1,2,0.93,1,0,0,0,1,0,2,0.93,1,0,0,0,1,0,Matches
Amine Salama,fr FRA,FW,23.0,3.5,8,2.3,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mamadou Diakhon,fr FRA,"FW,MF",17.0,2.3,4,1.72,1,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Maxime Busi,be BEL,"FW,DF",23.0,1.8,6,3.33,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Ibrahim Diakité,gn GUI,DF,19.0,1.2,4,3.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Adama Bojang,gm GAM,FW,19.0,0.9,2,2.17,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yaya Kader Fofana,ml MLI,"MF,DF",19.0,0.4,2,5.63,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Christ Mbondi,fr FRA,FW,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.9,34.0,727,21.38,544,52,51,51,21,8,71,2.09,52,3,7,3,4,2,0
Opponent Total,0,0,25.7,34.0,757,22.26,527,74,48,58,38,12,80,2.35,54,6,4,7,9,0,0
