Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Yehvann Diouf,fr FRA,GK,23.0,34.0,1020,1301,78.4,25982,16947,191,194,98.5,529,543,97.4,296,549,53.9,0,0.0,0.0,0.0,0,9,0,0,3,Matches
Yunis Abdelhamid,ma MAR,DF,35.0,30.9,1552,1836,84.5,29618,9672,487,548,88.9,893,976,91.5,141,252,56.0,0,0.3,0.6,-0.3,8,129,3,0,137,Matches
Junya Ito,jp JPN,"FW,MF",30.0,30.2,741,1131,65.5,12890,5184,371,476,77.9,257,362,71.0,88,204,43.1,7,11.5,9.9,-4.5,80,82,58,26,139,Matches
Emmanuel Agbadou,ci CIV,DF,26.0,28.8,1599,1838,87.0,32774,10984,476,525,90.7,855,926,92.3,240,343,70.0,1,1.5,1.6,-0.5,12,172,5,1,179,Matches
Marshall Munetsi,zw ZIM,MF,27.0,24.1,380,542,70.1,6066,1820,190,254,74.8,143,185,77.3,29,51,56.9,3,1.0,2.2,2.0,12,42,11,3,67,Matches
Teddy Teuma,mt MLT,MF,29.0,23.5,1181,1512,78.1,20531,6156,534,622,85.9,467,556,84.0,128,240,53.3,3,3.7,4.3,-0.7,42,121,31,8,157,Matches
Thomas Foket,be BEL,DF,28.0,20.4,862,1069,80.6,14686,4219,408,463,88.1,369,435,84.8,70,115,60.9,1,0.9,1.4,0.1,11,52,10,7,65,Matches
Thibault De Smet,be BEL,DF,25.0,20.3,837,1046,80.0,13947,4928,395,448,88.2,364,427,85.2,62,126,49.2,0,0.8,0.6,-0.8,14,80,14,4,104,Matches
Joseph Okumu,ke KEN,DF,26.0,19.4,1062,1293,82.1,24636,8011,204,241,84.6,640,694,92.2,207,322,64.3,0,0.0,0.2,0.0,0,108,2,1,94,Matches
Mohammed Daramy,dk DEN,"FW,MF",21.0,18.3,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,2.6,23,22,30,3,69,Matches
Oumar Diakité,ci CIV,FW,19.0,17.6,239,305,78.4,3219,504,132,161,82.0,89,107,83.2,2,6,33.3,1,1.3,1.3,-0.3,15,16,8,0,28,Matches
Keito Nakamura,jp JPN,"FW,MF",23.0,15.3,292,400,73.0,4714,1083,136,172,79.1,113,145,77.9,26,45,57.8,1,1.3,2.2,-0.3,14,28,16,2,56,Matches
Azor Matusiwa,nl NED,MF,25.0,15.4,650,750,86.7,11790,3104,236,283,83.4,308,328,93.9,73,92,79.3,0,0.7,0.5,-0.7,15,65,5,0,78,Matches
Reda Khadra,de GER,"FW,MF",22.0,15.2,289,389,74.3,4676,1169,131,162,80.9,118,149,79.2,21,41,51.2,3,3.5,2.4,-0.5,22,21,19,9,40,Matches
