Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Yehvann Diouf,fr FRA,GK,23.0,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,3,Matches
Yunis Abdelhamid,ma MAR,DF,35.0,30.9,64,35,36,23,5,26,45,57.8,19,51,32,19,39,103,109,2,Matches
Junya Ito,jp JPN,"FW,MF",30.0,30.2,33,15,11,14,8,10,36,27.8,26,23,1,22,14,47,7,0,Matches
Emmanuel Agbadou,ci CIV,DF,26.0,28.8,65,41,38,23,4,44,64,68.8,20,47,25,22,55,120,116,1,Matches
Marshall Munetsi,zw ZIM,MF,27.0,24.1,61,39,18,34,9,33,61,54.1,28,21,7,14,14,75,33,0,Matches
Teddy Teuma,mt MLT,MF,29.0,23.5,54,36,19,21,14,25,62,40.3,37,33,4,29,20,74,6,0,Matches
Thomas Foket,be BEL,DF,28.0,20.4,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0,Matches
Thibault De Smet,be BEL,DF,25.0,20.3,56,35,36,16,4,33,59,55.9,26,25,5,20,21,77,51,1,Matches
Joseph Okumu,ke KEN,DF,26.0,19.4,44,28,28,14,2,24,38,63.2,14,27,19,8,35,79,112,2,Matches
Mohammed Daramy,dk DEN,"FW,MF",21.0,18.3,10,9,4,4,2,6,16,37.5,10,5,1,4,4,14,4,0,Matches
Oumar Diakité,ci CIV,FW,19.0,17.6,25,12,10,9,6,7,21,33.3,14,13,0,13,7,32,7,0,Matches
Keito Nakamura,jp JPN,"FW,MF",23.0,15.3,28,11,9,10,9,17,37,45.9,20,15,2,13,6,34,7,0,Matches
Azor Matusiwa,nl NED,MF,25.0,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,Matches
Reda Khadra,de GER,"FW,MF",22.0,15.2,16,10,5,4,7,8,20,40.0,12,8,2,6,3,19,13,0,Matches
Amir Richardson,ma MAR,MF,21.0,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0,Matches
Sergio Akieme,es ESP,DF,25.0,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,Matches
Valentin Atangana Edoa,fr FRA,MF,17.0,6.2,19,13,6,9,4,5,13,38.5,8,5,1,4,6,25,9,0,Matches
Josh Wilson-Esbrand,eng ENG,"DF,MF",20.0,5.1,5,4,2,3,0,2,8,25.0,6,5,2,3,6,11,7,0,Matches
Amadou Koné,ml MLI,MF,18.0,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0,Matches
Therence Koudou,fr FRA,DF,18.0,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9,0,Matches
Benjamin Stambouli,fr FRA,MF,32.0,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8,0,Matches
Abdoul Koné,fr FRA,DF,18.0,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0,Matches
Amine Salama,fr FRA,FW,23.0,3.5,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,1,0,Matches
Mamadou Diakhon,fr FRA,"FW,MF",17.0,2.3,5,3,2,1,2,3,9,33.3,6,1,0,1,1,6,1,0,Matches
Maxime Busi,be BEL,"FW,DF",23.0,1.8,2,0,0,1,1,0,2,0.0,2,6,1,5,4,6,5,0,Matches
Ibrahim Diakité,gn GUI,DF,19.0,1.2,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,5,0,Matches
Adama Bojang,gm GAM,FW,19.0,0.9,2,1,1,0,1,0,0,0.0,0,2,1,1,1,3,0,0,Matches
Yaya Kader Fofana,ml MLI,"MF,DF",19.0,0.4,3,3,1,1,1,0,1,0.0,1,0,0,0,1,4,0,0,Matches
Christ Mbondi,fr FRA,FW,18.0,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,25.9,34.0,640,392,303,246,91,320,639,50.1,319,398,133,265,342,982,671,10,0
Opponent Total,0,0,25.7,34.0,596,377,289,227,80,297,626,47.4,329,397,117,280,363,959,644,10,0
