Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Yehvann Diouf,fr FRA,GK,23.0,34.0,1,0,0,0,9,0,0,1,0,0,0,0,57,12,2,85.7,Matches
Yunis Abdelhamid,ma MAR,DF,35.0,30.9,5,0,0,26,12,0,3,39,35,0,0,1,149,61,37,62.2,Matches
Junya Ito,jp JPN,"FW,MF",30.0,30.2,2,0,0,18,32,19,201,14,15,0,0,0,115,18,34,34.6,Matches
Emmanuel Agbadou,ci CIV,DF,26.0,28.8,1,0,0,31,10,2,6,55,41,0,3,0,217,45,32,58.4,Matches
Marshall Munetsi,zw ZIM,MF,27.0,24.1,5,0,0,45,26,3,18,14,39,1,0,0,110,42,33,56.0,Matches
Teddy Teuma,mt MLT,MF,29.0,23.5,7,0,0,32,30,1,139,20,36,0,0,0,146,10,15,40.0,Matches
Thomas Foket,be BEL,DF,28.0,20.4,9,1,1,26,13,4,37,25,17,0,0,0,97,16,19,45.7,Matches
Thibault De Smet,be BEL,DF,25.0,20.3,7,1,0,38,9,2,31,21,35,1,1,0,87,17,21,44.7,Matches
Joseph Okumu,ke KEN,DF,26.0,19.4,3,0,0,17,17,0,3,35,28,0,0,0,144,41,26,61.2,Matches
Mohammed Daramy,dk DEN,"FW,MF",21.0,18.3,0,0,0,7,28,9,15,4,9,0,0,0,71,5,11,31.3,Matches
Oumar Diakité,ci CIV,FW,19.0,17.6,4,0,0,35,27,32,3,7,12,1,0,0,57,23,63,26.7,Matches
Keito Nakamura,jp JPN,"FW,MF",23.0,15.3,1,0,0,24,5,2,23,6,11,0,0,0,59,11,6,64.7,Matches
Azor Matusiwa,nl NED,MF,25.0,15.4,3,0,0,16,10,0,0,33,27,0,0,0,117,25,15,62.5,Matches
Reda Khadra,de GER,"FW,MF",22.0,15.2,1,0,0,13,9,1,46,3,10,0,0,0,66,1,8,11.1,Matches
Amir Richardson,ma MAR,MF,21.0,15.0,4,0,0,30,22,0,13,15,23,0,0,0,86,17,11,60.7,Matches
Sergio Akieme,es ESP,DF,25.0,9.1,2,0,0,17,10,0,21,10,5,0,0,0,40,6,4,60.0,Matches
Valentin Atangana Edoa,fr FRA,MF,17.0,6.2,0,0,0,19,8,0,5,6,13,0,0,0,28,8,12,40.0,Matches
Josh Wilson-Esbrand,eng ENG,"DF,MF",20.0,5.1,1,0,0,6,3,1,12,6,4,0,0,0,27,4,3,57.1,Matches
Amadou Koné,ml MLI,MF,18.0,5.3,4,1,1,7,21,0,1,10,8,0,0,0,42,12,12,50.0,Matches
Therence Koudou,fr FRA,DF,18.0,3.5,3,0,0,9,1,0,14,4,2,0,3,0,20,1,7,12.5,Matches
Benjamin Stambouli,fr FRA,MF,32.0,3.2,4,0,0,7,0,0,2,2,7,0,0,0,14,8,4,66.7,Matches
Abdoul Koné,fr FRA,DF,18.0,2.1,1,0,0,2,4,0,1,2,7,1,0,0,14,0,1,0.0,Matches
Amine Salama,fr FRA,FW,23.0,3.5,0,0,0,3,3,6,5,1,0,0,0,0,14,3,2,60.0,Matches
Mamadou Diakhon,fr FRA,"FW,MF",17.0,2.3,0,0,0,4,11,0,4,1,3,0,0,0,15,2,4,33.3,Matches
Maxime Busi,be BEL,"FW,DF",23.0,1.8,1,0,0,1,0,0,4,4,0,0,0,0,13,2,1,66.7,Matches
Ibrahim Diakité,gn GUI,DF,19.0,1.2,0,0,0,5,3,0,9,2,0,0,0,0,12,3,2,60.0,Matches
Adama Bojang,gm GAM,FW,19.0,0.9,1,0,0,4,1,1,1,1,1,0,0,0,3,1,3,25.0,Matches
Yaya Kader Fofana,ml MLI,"MF,DF",19.0,0.4,0,0,0,2,0,1,1,1,3,0,0,0,5,1,2,33.3,Matches
Christ Mbondi,fr FRA,FW,18.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.9,34.0,70,3,2,444,324,84,618,342,392,4,7,1,1825,395,390,50.3,0
Opponent Total,0,0,25.7,34.0,57,1,0,352,422,60,653,363,377,6,4,2,1736,390,395,49.7,0
