Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sam Kersten,nl NED,DF,25.0,34.0,1476,1700,86.8,28868,10920,435,480,90.6,888,961,92.4,137,222,61.7,2,2.0,1.3,0.0,12,100,3,1,115,Matches
Jasper Schendelaar,nl NED,GK,22.0,32.0,923,1358,68.0,27774,21805,189,189,100.0,379,388,97.7,351,771,45.5,0,0.2,0.2,-0.2,1,26,2,0,0,Matches
Bram van Polen,nl NED,DF,37.0,29.5,1024,1294,79.1,18419,6566,457,528,86.6,424,536,79.1,121,170,71.2,2,1.7,1.8,0.3,30,59,23,17,77,Matches
Thomas Lam,fi FIN,DF,29.0,29.4,1518,1730,87.7,28822,11380,513,558,91.9,859,911,94.3,129,223,57.8,0,0.6,1.2,-0.6,7,76,9,0,84,Matches
Lennart Thy,de GER,"FW,MF",31.0,29.7,574,814,70.5,8415,1780,307,410,74.9,207,271,76.4,30,48,62.5,2,1.7,2.2,0.3,20,43,5,2,70,Matches
Younes Namli,dk DEN,"FW,MF",29.0,28.5,930,1244,74.8,16647,5302,412,477,86.4,378,475,79.6,110,210,52.4,7,7.6,7.2,-0.6,70,82,63,16,153,Matches
Anselmo García MacNulty,ie IRL,DF,20.0,27.9,1177,1554,75.7,21466,8734,505,589,85.7,538,648,83.0,120,255,47.1,2,1.7,1.7,0.3,17,92,26,16,117,Matches
Dave Van Den Berg,nl NED,MF,23.0,28.4,1151,1423,80.9,19788,5843,525,615,85.4,497,571,87.0,100,163,61.3,2,2.8,4.2,-0.8,31,123,32,7,181,Matches
Odysseus Velanas,nl NED,"MF,FW",25.0,23.8,503,708,71.0,7443,1944,288,333,86.5,168,225,74.7,27,83,32.5,5,4.1,3.9,0.9,32,33,22,9,56,Matches
Eliano Reijnders,nl NED,"FW,DF",22.0,23.1,530,731,72.5,8574,2451,264,325,81.2,211,273,77.3,40,79,50.6,1,1.6,1.5,-0.6,26,40,19,5,63,Matches
Zico Buurmeester,nl NED,MF,21.0,15.1,475,586,81.1,8169,2303,211,247,85.4,203,227,89.4,46,72,63.9,2,0.9,1.0,1.1,12,43,5,1,60,Matches
Anouar El Azzouzi,nl NED,MF,22.0,14.6,686,811,84.6,12270,3047,274,318,86.2,354,392,90.3,50,76,65.8,0,0.7,0.8,-0.7,12,50,8,2,67,Matches
Ferdy Druijf,nl NED,"FW,MF",25.0,10.5,162,251,64.5,2481,550,99,131,75.6,46,74,62.2,12,16,75.0,2,1.7,1.3,0.3,10,15,4,1,31,Matches
Filip Krastev,bg BUL,MF,21.0,10.0,321,398,80.7,4944,1683,180,206,87.4,121,146,82.9,16,22,72.7,1,1.1,0.7,-0.1,11,35,16,2,58,Matches
Silvester van der Water,nl NED,"FW,MF",26.0,6.4,100,151,66.2,2009,517,42,51,82.4,38,61,62.3,18,31,58.1,0,0.5,0.3,-0.5,4,12,4,3,9,Matches
Ryan Thomas,nz NZL,MF,28.0,3.7,161,201,80.1,2808,649,71,80,88.8,73,91,80.2,14,19,73.7,0,0.0,0.1,0.0,0,18,0,0,20,Matches
Apostolos Vellios,gr GRE,"FW,MF",31.0,8.1,97,202,48.0,1272,272,61,101,60.4,31,74,41.9,1,9,11.1,2,0.9,0.6,1.1,7,10,3,0,11,Matches
Nick Fichtinger,0,MF,0.0,3.9,110,151,72.8,1726,579,60,71,84.5,40,49,81.6,7,20,35.0,0,0.2,0.4,-0.2,3,8,3,1,16,Matches
Damian van der Haar,0,DF,0.0,3.2,112,151,74.2,2035,748,45,57,78.9,52,67,77.6,14,24,58.3,0,0.1,0.1,-0.1,1,12,2,1,11,Matches
