Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Sam Kersten,nl NED,DF,25.0,34.0,3,0,0,29,13,1,2,55,43,0,1,2,145,39,43,47.6,Matches
Jasper Schendelaar,nl NED,GK,22.0,32.0,0,0,0,1,6,0,0,3,1,0,1,1,38,15,1,93.8,Matches
Bram van Polen,nl NED,DF,37.0,29.5,6,0,0,36,10,6,56,27,24,0,0,0,115,37,30,55.2,Matches
Thomas Lam,fi FIN,DF,29.0,29.4,6,0,0,30,7,0,2,25,20,0,0,0,133,78,44,63.9,Matches
Lennart Thy,de GER,"FW,MF",31.0,29.7,2,0,0,10,16,14,18,11,9,0,0,0,82,60,64,48.4,Matches
Younes Namli,dk DEN,"FW,MF",29.0,28.5,5,0,0,18,30,0,119,11,18,1,0,0,145,5,16,23.8,Matches
Anselmo García MacNulty,ie IRL,DF,20.0,27.9,9,0,0,36,18,2,74,36,42,0,3,0,113,40,23,63.5,Matches
Dave Van Den Berg,nl NED,MF,23.0,28.4,7,0,0,40,39,3,34,24,44,0,2,0,193,17,24,41.5,Matches
Odysseus Velanas,nl NED,"MF,FW",25.0,23.8,5,0,0,19,28,6,70,7,18,0,0,0,78,21,45,31.8,Matches
Eliano Reijnders,nl NED,"FW,DF",22.0,23.1,2,0,0,14,18,4,46,22,24,0,0,0,98,13,37,26.0,Matches
Zico Buurmeester,nl NED,MF,21.0,15.1,1,1,0,15,9,2,16,25,15,1,0,1,96,16,38,29.6,Matches
Anouar El Azzouzi,nl NED,MF,22.0,14.6,5,1,1,28,23,0,5,18,27,0,1,0,92,38,28,57.6,Matches
Ferdy Druijf,nl NED,"FW,MF",25.0,10.5,2,0,0,12,14,7,6,0,3,0,0,0,24,45,34,57.0,Matches
Filip Krastev,bg BUL,MF,21.0,10.0,2,0,0,14,18,0,4,13,20,0,1,0,73,9,7,56.3,Matches
Silvester van der Water,nl NED,"FW,MF",26.0,6.4,0,0,0,8,5,2,19,5,9,0,0,0,31,4,11,26.7,Matches
Ryan Thomas,nz NZL,MF,28.0,3.7,1,0,0,5,5,0,1,6,9,0,0,0,26,4,5,44.4,Matches
Apostolos Vellios,gr GRE,"FW,MF",31.0,8.1,4,0,0,20,4,10,2,0,2,0,0,0,13,61,66,48.0,Matches
Nick Fichtinger,0,MF,0.0,3.9,2,0,0,5,2,0,3,6,7,0,0,0,25,6,3,66.7,Matches
Damian van der Haar,0,DF,0.0,3.2,1,0,0,5,2,0,2,6,3,0,1,0,12,1,2,33.3,Matches
Bart van Hintum,nl NED,DF,36.0,2.0,1,0,0,3,0,0,13,6,3,0,0,0,12,3,3,50.0,Matches
Mike Hauptmeijer,nl NED,GK,26.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.0,Matches
Lennart-Marten Czyborra,de GER,DF,24.0,1.7,1,0,0,7,0,0,8,1,0,0,0,0,11,4,3,57.1,Matches
Kaj de Rooij,nl NED,"FW,MF",22.0,1.8,1,0,0,4,2,0,3,0,3,0,0,0,7,8,7,53.3,Matches
Dean Huiberts,nl NED,"MF,DF",23.0,1.3,0,0,0,2,1,0,1,4,2,0,0,0,2,0,0,0.0,Matches
Nicolás Serrano,es ESP,"FW,MF",20.0,1.6,1,0,0,4,5,0,14,0,5,0,0,0,18,0,1,0.0,Matches
Divaio Jhaïr-Bobson,nl NED,"DF,FW",19.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
Anthony Fontana,us USA,"MF,FW",23.0,0.5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,Matches
Mohamed Oukhattou,nl NED,"FW,MF",18.0,0.4,0,0,0,0,1,0,5,0,0,0,0,0,0,1,2,33.3,Matches
Teun Gijselhart,nl NED,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,0,0,26.4,34.0,67,2,1,366,277,57,524,312,351,2,10,4,1591,526,540,49.3,0
Opponent Total,0,0,25.2,34.0,55,1,1,294,347,79,725,262,275,8,2,0,1799,540,526,50.7,0
