Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Koen Casteels,be BEL,GK,31.0,25,25,2250,25.0,39,1.56,115,78,67.8,8,6,11,4,16.0,3,2,0,1,0.0,Matches
Pavao Pervan,at AUT,GK,35.0,9,9,810,9.0,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,0.0,Matches
Squad Total,0,0,25.6,34,34,3060,34.0,56,1.65,151,98,64.2,10,7,17,6,17.6,3,2,0,1,0.0,0
Opponent Total,0,0,26.4,34,34,3060,34.0,41,1.21,150,108,74.0,17,7,10,7,20.6,3,2,1,0,33.3,0
