Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jonas Wind,dk DEN,FW,24.0,29.5,473,673,70.3,6971,1949,274,356,77.0,151,204,74.0,27,40,67.5,7,5.1,3.9,1.9,38,42,27,0,88,Matches
Maximilian Arnold,de GER,MF,29.0,27.8,1285,1582,81.2,25047,7547,497,549,90.5,590,664,88.9,175,316,55.4,1,3.9,4.4,-2.9,48,151,28,11,143,Matches
Joakim Mæhle,dk DEN,"DF,MF",26.0,27.2,1263,1555,81.2,19313,7037,694,760,91.3,473,573,82.5,60,121,49.6,3,2.7,5.2,0.3,22,86,27,8,119,Matches
Maxence Lacroix,fr FRA,DF,23.0,26.2,1228,1449,84.7,24787,9524,396,448,88.4,674,748,90.1,150,216,69.4,1,0.8,1.3,0.2,8,91,6,2,79,Matches
Koen Casteels,be BEL,GK,31.0,25.0,688,949,72.5,20991,15027,104,105,99.0,300,305,98.4,283,535,52.9,0,0.2,0.1,-0.2,1,29,0,0,1,Matches
Lovro Majer,hr CRO,"MF,FW",25.0,23.4,760,1039,73.1,11960,3406,393,457,86.0,284,365,77.8,54,120,45.0,5,3.2,4.9,1.8,38,86,29,6,124,Matches
Ridle Baku,de GER,"DF,MF",25.0,22.4,789,1048,75.3,12508,3955,408,475,85.9,306,403,75.9,58,115,50.4,0,3.0,3.5,-3.0,29,46,26,10,85,Matches
Moritz Jenz,de GER,DF,24.0,19.4,941,1068,88.1,16823,6685,345,367,94.0,525,569,92.3,59,108,54.6,1,0.3,0.5,0.7,4,41,1,0,47,Matches
Mattias Svanberg,se SWE,MF,24.0,19.1,574,807,71.1,8980,2918,306,369,82.9,204,270,75.6,38,104,36.5,3,2.3,2.5,0.7,26,59,16,2,84,Matches
Cedric Zesiger,ch SUI,DF,25.0,18.2,943,1118,84.3,17299,6554,351,380,92.4,509,559,91.1,74,142,52.1,0,0.0,0.3,0.0,1,71,4,2,81,Matches
Yannick Gerhardt,de GER,"MF,DF",29.0,18.1,585,756,77.4,8438,2288,330,379,87.1,202,261,77.4,26,57,45.6,1,0.9,1.8,0.1,14,43,8,2,49,Matches
Sebastiaan Bornauw,be BEL,DF,24.0,15.9,737,842,87.5,13040,4770,301,323,93.2,382,413,92.5,51,97,52.6,0,0.4,0.1,-0.4,3,23,0,0,41,Matches
Kevin Paredes,us USA,"FW,MF",20.0,15.9,455,592,76.9,6756,2043,260,301,86.4,148,191,77.5,27,52,51.9,0,1.4,1.9,-1.4,17,29,17,5,50,Matches
Aster Vranckx,be BEL,MF,20.0,12.8,499,585,85.3,8276,1835,244,269,90.7,190,212,89.6,47,74,63.5,0,0.3,0.3,-0.3,5,37,4,2,48,Matches
Václav Černý,cz CZE,"FW,MF",25.0,10.2,255,364,70.1,3926,1237,145,173,83.8,71,109,65.1,24,45,53.3,1,0.9,2.5,0.1,14,21,21,2,37,Matches
Tiago Tomás,pt POR,"FW,MF",21.0,11.5,181,278,65.1,2524,435,112,145,77.2,54,83,65.1,8,21,38.1,1,0.8,0.9,0.2,9,7,10,1,17,Matches
Rogério,br BRA,DF,25.0,10.1,455,552,82.4,7185,2809,241,262,92.0,181,222,81.5,24,39,61.5,0,0.4,0.9,-0.4,6,29,11,8,57,Matches
Pavao Pervan,at AUT,GK,35.0,9.0,229,300,76.3,6220,4414,55,55,100.0,105,108,97.2,68,136,50.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Patrick Wimmer,at AUT,"FW,MF",22.0,6.5,128,200,64.0,1822,525,78,101,77.2,35,57,61.4,5,15,33.3,0,0.1,0.3,-0.1,4,11,3,0,15,Matches
Kevin Behrens,de GER,FW,32.0,6.8,112,175,64.0,1539,251,63,93,67.7,36,48,75.0,3,9,33.3,1,0.9,0.9,0.1,8,9,8,1,17,Matches
Jakub Kamiński,pl POL,"FW,MF",21.0,5.3,152,195,77.9,2424,587,84,95,88.4,60,74,81.1,8,20,40.0,2,0.7,1.7,1.3,6,11,7,2,18,Matches
Kilian Fischer,de GER,"DF,MF",22.0,3.2,104,148,70.3,1728,588,56,65,86.2,42,59,71.2,6,16,37.5,0,0.1,0.3,-0.1,2,5,3,1,6,Matches
