Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Jonas Wind,dk DEN,FW,24.0,29.5,11,72,34,47.2,2.44,1.15,0.15,0.32,16.1,0,0,1,9.4,8.5,0.12,1.6,2.5,Matches
Maximilian Arnold,de GER,MF,29.0,27.8,2,32,12,37.5,1.15,0.43,0.06,0.17,27.8,8,0,0,1.0,1.0,0.03,1.0,1.0,Matches
Joakim Mæhle,dk DEN,"DF,MF",26.0,27.2,2,20,6,30.0,0.73,0.22,0.1,0.33,18.8,0,0,0,1.4,1.4,0.07,0.6,0.6,Matches
Maxence Lacroix,fr FRA,DF,23.0,26.2,4,12,8,66.7,0.46,0.3,0.33,0.5,11.1,0,0,0,0.8,0.8,0.07,3.2,3.2,Matches
Koen Casteels,be BEL,GK,31.0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Lovro Majer,hr CRO,"MF,FW",25.0,23.4,5,35,10,28.6,1.5,0.43,0.09,0.3,21.1,2,2,2,5.4,3.8,0.11,-0.4,-0.8,Matches
Ridle Baku,de GER,"DF,MF",25.0,22.4,1,27,9,33.3,1.21,0.4,0.04,0.11,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Moritz Jenz,de GER,DF,24.0,19.4,0,7,0,0.0,0.36,0.0,0.0,0.0,13.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Mattias Svanberg,se SWE,MF,24.0,19.1,1,42,11,26.2,2.2,0.58,0.02,0.09,21.5,6,0,0,3.0,3.0,0.07,-2.0,-2.0,Matches
Cedric Zesiger,ch SUI,DF,25.0,18.2,0,16,2,12.5,0.88,0.11,0.0,0.0,20.3,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
Yannick Gerhardt,de GER,"MF,DF",29.0,18.1,2,19,9,47.4,1.05,0.5,0.11,0.22,16.2,0,0,0,1.9,1.9,0.1,0.1,0.1,Matches
Sebastiaan Bornauw,be BEL,DF,24.0,15.9,0,10,4,40.0,0.63,0.25,0.0,0.0,10.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Kevin Paredes,us USA,"FW,MF",20.0,15.9,3,19,7,36.8,1.19,0.44,0.16,0.43,16.7,0,0,0,3.0,3.0,0.16,0.0,0.0,Matches
Aster Vranckx,be BEL,MF,20.0,12.8,0,4,2,50.0,0.31,0.16,0.0,0.0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Václav Černý,cz CZE,"FW,MF",25.0,10.2,4,20,5,25.0,1.95,0.49,0.2,0.8,15.2,0,0,0,2.3,2.3,0.11,1.7,1.7,Matches
Tiago Tomás,pt POR,"FW,MF",21.0,11.5,1,27,10,37.0,2.35,0.87,0.04,0.1,13.5,0,0,0,2.7,2.7,0.1,-1.7,-1.7,Matches
Rogério,br BRA,DF,25.0,10.1,1,4,2,50.0,0.4,0.2,0.25,0.5,15.3,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches
Pavao Pervan,at AUT,GK,35.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Patrick Wimmer,at AUT,"FW,MF",22.0,6.5,2,10,4,40.0,1.53,0.61,0.2,0.5,16.2,0,0,0,1.4,1.4,0.14,0.6,0.6,Matches
Kevin Behrens,de GER,FW,32.0,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,11.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
Jakub Kamiński,pl POL,"FW,MF",21.0,5.3,0,10,3,30.0,1.9,0.57,0.0,0.0,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Kilian Fischer,de GER,"DF,MF",22.0,3.2,0,4,0,0.0,1.24,0.0,0.0,0.0,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Nicolas Cozza,fr FRA,DF,24.0,3.1,0,1,0,0.0,0.33,0.0,0.0,0.0,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Amin Sarr,se SWE,"FW,MF",22.0,4.3,0,6,2,33.3,1.4,0.47,0.0,0.0,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Lukas Nmecha,de GER,FW,24.0,0.5,1,1,1,100.0,2.14,2.14,1.0,1.0,7.8,0,0,0,0.1,0.1,0.14,0.9,0.9,Matches
Dženan Pejčinović,de GER,FW,18.0,0.4,0,2,0,0.0,4.86,0.0,0.0,0.0,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Bennit Bröger,de GER,FW,17.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Kofi Amoako,de GER,MF,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.6,34.0,41,411,147,35.8,12.09,4.32,0.09,0.27,17.7,17,2,3,39.2,36.7,0.09,1.8,2.3,0
Opponent Total,0,0,26.4,34.0,53,428,149,34.8,12.59,4.38,0.12,0.34,17.5,16,2,3,44.7,42.4,0.1,8.3,8.6,0
