Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Martin Braithwaite,dk DEN,FW,33-016,37.1,4,0,0,44,60,17,22,6,9,2,0,0,82,71,84,45.8,Matches
Leandro Cabrera,uy URU,DF,33-004,34.4,6,0,0,37,10,0,33,34,31,0,0,0,143,104,45,69.8,Matches
Omar El Hilali,ma MAR,DF,20-283,31.9,10,0,0,49,30,2,113,35,57,0,0,0,151,41,36,53.2,Matches
Javi Puado,es ESP,"MF,FW",26-027,31.1,6,0,0,35,19,5,34,11,17,0,0,1,97,29,52,35.8,Matches
Brian Oliván,es ESP,DF,30-081,28.1,8,0,0,48,17,1,158,16,27,0,0,0,97,26,30,46.4,Matches
Pere Milla,es ESP,"FW,MF",31-272,27.8,4,0,0,29,59,20,44,15,24,1,0,0,113,43,77,35.8,Matches
Fernando Pacheco,es ESP,GK,32-034,28.0,0,0,0,0,1,0,0,1,0,0,0,0,25,3,0,100.0,Matches
Álvaro Aguado,es ESP,MF,28-051,23.7,1,1,0,22,46,1,107,15,14,0,0,0,134,12,18,40.0,Matches
Sergi Gómez,es ESP,DF,32-085,23.7,3,0,0,21,3,0,3,16,12,0,0,0,79,51,39,56.7,Matches
Jofre,es ESP,"MF,FW",23-004,20.5,2,0,0,23,51,1,78,7,14,0,0,0,90,12,12,50.0,Matches
Fernando Calero,es ESP,DF,28-281,19.9,9,1,0,26,8,2,3,39,36,0,0,0,114,51,33,60.7,Matches
Keidi Bare,al ALB,MF,26-298,21.5,9,0,0,38,62,0,33,22,17,2,0,0,116,14,19,42.4,Matches
José Gragera,es ESP,MF,23-204,20.1,9,0,0,70,20,1,0,40,39,0,0,0,111,58,37,61.1,Matches
Pol Lozano,es ESP,MF,24-259,17.0,6,0,0,34,16,0,11,11,17,0,0,0,98,16,16,50.0,Matches
Nico Ribaudo,es ESP,"MF,FW",23-071,14.8,6,1,1,14,41,1,62,4,8,0,0,0,52,10,13,43.5,Matches
Edu Expósito,es ESP,MF,27-325,12.6,3,0,0,22,17,1,54,13,15,0,0,0,91,15,15,50.0,Matches
Joan García,es ESP,GK,23-048,14.0,1,0,0,0,2,0,0,0,0,0,0,0,28,12,1,92.3,Matches
Víctor Ruiz,es ESP,DF,35-148,10.4,4,0,0,10,5,1,0,11,7,0,0,0,45,31,26,54.4,Matches
Óscar Gil,es ESP,DF,27-056,9.1,7,0,0,30,13,3,19,12,12,0,1,0,45,11,14,44.0,Matches
Salvi,es ESP,"MF,FW",33-083,9.4,0,1,0,10,8,0,66,1,2,1,0,0,49,5,13,27.8,Matches
Keita Baldé,sn SEN,"FW,MF",29-105,5.2,5,0,0,19,12,10,5,1,6,0,0,0,13,10,18,35.7,Matches
Ramon,br BRA,DF,23-100,5.0,2,0,0,9,5,1,33,3,11,0,0,0,19,4,3,57.1,Matches
Gastón Valles,uy URU,"FW,MF",23-042,3.8,2,0,0,12,8,0,4,0,5,0,0,0,17,19,17,52.8,Matches
José Carlos Lazo,es ESP,"MF,FW",28-126,3.6,2,0,0,16,3,3,24,1,3,0,1,0,23,3,2,60.0,Matches
Antoniu,es ESP,"MF,DF",21-290,2.7,3,0,0,6,3,0,7,6,5,0,0,0,8,2,2,50.0,Matches
Ian Forns,es ESP,DF,20-137,1.3,0,0,0,1,1,0,4,1,4,0,0,0,9,1,1,50.0,Matches
Omar Sadik,ma MAR,FW,20-091,1.3,1,0,0,5,3,0,1,0,1,0,0,0,4,4,8,33.3,Matches
Rubén,es ESP,"DF,FW",23-138,1.4,0,0,0,2,1,0,4,0,5,0,0,0,8,1,3,25.0,Matches
Rafael Bauza,es ESP,MF,19-143,1.0,0,0,0,1,1,0,0,3,1,0,0,0,6,1,5,16.7,Matches
Landry Dimata,be BEL,"FW,MF",26-294,0.5,0,0,0,2,3,0,0,0,0,0,0,0,1,2,3,40.0,Matches
Kenneth,es ESP,MF,23-126,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,100.0,Matches
Roger Martínez,es ESP,DF,20-077,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,28.2,42.0,113,4,1,635,529,70,925,324,399,6,2,1,1868,663,642,50.8,0
Opponent Total,0,0,27.7,42.0,108,4,1,560,590,103,729,359,365,1,11,2,1900,642,663,49.2,0
