Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Martin Braithwaite,dk DEN,FW,33-016,37.1,406,595,68.2,5971,1445,231,308,75.0,131,187,70.1,23,34,67.6,2,2.3,2.1,-0.3,19,33,27,1,70,Matches
Leandro Cabrera,uy URU,DF,33-004,34.4,1629,2143,76.0,32079,16332,595,672,88.5,802,960,83.5,212,449,47.2,1,0.7,1.8,0.3,9,167,15,5,166,Matches
Omar El Hilali,ma MAR,DF,20-283,31.9,1354,1708,79.3,23984,6996,620,686,90.4,584,730,80.0,134,224,59.8,4,1.8,2.5,2.2,22,77,42,26,111,Matches
Javi Puado,es ESP,"MF,FW",26-027,31.1,617,788,78.3,9282,1854,351,410,85.6,202,258,78.3,41,62,66.1,2,3.6,4.2,-1.6,24,43,19,2,82,Matches
Brian Oliván,es ESP,DF,30-081,28.1,924,1362,67.8,16414,6569,424,489,86.7,389,534,72.8,98,269,36.4,3,4.1,3.6,-1.1,31,63,33,23,79,Matches
Pere Milla,es ESP,"FW,MF",31-272,27.8,497,746,66.6,7479,2291,292,361,80.9,153,219,69.9,33,85,38.8,3,4.3,3.8,-1.3,31,45,22,7,79,Matches
Fernando Pacheco,es ESP,GK,32-034,28.0,617,821,75.2,16143,12389,122,122,100.0,326,334,97.6,169,362,46.7,0,0.0,0.0,0.0,1,11,1,0,0,Matches
Álvaro Aguado,es ESP,MF,28-051,23.7,1335,1611,82.9,26351,7730,494,562,87.9,631,698,90.4,189,297,63.6,2,2.4,3.6,-0.4,46,189,29,10,211,Matches
Sergi Gómez,es ESP,DF,32-085,23.7,1197,1369,87.4,24699,7937,327,344,95.1,711,762,93.3,151,235,64.3,0,0.1,0.2,-0.1,2,55,2,1,72,Matches
Jofre,es ESP,"MF,FW",23-004,20.5,334,506,66.0,5080,1311,185,232,79.7,111,160,69.4,24,48,50.0,4,4.2,3.3,-0.2,27,20,24,11,38,Matches
Fernando Calero,es ESP,DF,28-281,19.9,1211,1373,88.2,21199,9125,527,567,92.9,575,613,93.8,90,162,55.6,0,0.3,0.6,-0.3,5,99,3,0,107,Matches
Keidi Bare,al ALB,MF,26-298,21.5,1055,1275,82.7,18585,5316,455,506,89.9,455,521,87.3,112,179,62.6,3,1.8,2.5,1.2,21,149,29,5,166,Matches
José Gragera,es ESP,MF,23-204,20.1,811,950,85.4,13807,3518,338,389,86.9,386,426,90.6,63,92,68.5,0,0.2,0.3,-0.2,8,57,1,0,52,Matches
Pol Lozano,es ESP,MF,24-259,17.0,679,787,86.3,11346,3555,304,325,93.5,309,343,90.1,46,74,62.2,1,0.8,1.0,0.2,9,73,12,4,94,Matches
Nico Ribaudo,es ESP,"MF,FW",23-071,14.8,402,524,76.7,6506,1909,201,235,85.5,150,182,82.4,38,76,50.0,3,2.6,2.7,0.4,31,39,16,6,63,Matches
Edu Expósito,es ESP,MF,27-325,12.6,467,601,77.7,7663,2201,229,260,88.1,179,222,80.6,44,82,53.7,4,2.9,2.8,1.1,21,46,17,5,61,Matches
Joan García,es ESP,GK,23-048,14.0,330,444,74.3,8287,6219,59,59,100.0,186,191,97.4,85,193,44.0,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Víctor Ruiz,es ESP,DF,35-148,10.4,629,720,87.4,12275,5080,210,228,92.1,354,379,93.4,61,98,62.2,2,1.4,0.7,0.6,5,34,0,0,58,Matches
Óscar Gil,es ESP,DF,27-056,9.1,349,444,78.6,5523,1876,190,216,88.0,136,162,84.0,19,37,51.4,0,0.3,0.4,-0.3,6,27,5,3,36,Matches
Salvi,es ESP,"MF,FW",33-083,9.4,226,354,63.8,3167,1048,149,186,80.1,63,108,58.3,7,33,21.2,1,1.2,1.4,-0.2,14,15,24,13,21,Matches
Keita Baldé,sn SEN,"FW,MF",29-105,5.2,84,115,73.0,1277,265,48,68,70.6,29,36,80.6,5,6,83.3,0,0.5,0.2,-0.5,6,8,3,2,8,Matches
