Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Martin Braithwaite,dk DEN,FW,33-016,37.1,60,1.62,40,1,7,8,4,0,11,0.3,6,0,1,2,2,0,Matches
Leandro Cabrera,uy URU,DF,33-004,34.4,45,1.31,37,3,0,4,1,0,5,0.15,5,0,0,0,0,0,Matches
Omar El Hilali,ma MAR,DF,20-283,31.9,56,1.75,49,2,1,1,1,2,7,0.22,6,0,1,0,0,0,Matches
Javi Puado,es ESP,"MF,FW",26-027,31.1,60,1.93,44,1,4,5,4,2,5,0.16,4,0,0,1,0,0,Matches
Brian Oliván,es ESP,DF,30-081,28.1,49,1.74,39,8,0,1,1,0,7,0.25,5,2,0,0,0,0,Matches
Pere Milla,es ESP,"FW,MF",31-272,27.8,63,2.27,48,2,4,4,4,1,7,0.25,4,1,0,1,1,0,Matches
Fernando Pacheco,es ESP,GK,32-034,28.0,3,0.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Álvaro Aguado,es ESP,MF,28-051,23.7,92,3.89,62,24,1,4,1,0,8,0.34,5,1,0,2,0,0,Matches
Sergi Gómez,es ESP,DF,32-085,23.7,10,0.42,8,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
Jofre,es ESP,"MF,FW",23-004,20.5,52,2.54,38,0,3,4,6,1,7,0.34,7,0,0,0,0,0,Matches
Fernando Calero,es ESP,DF,28-281,19.9,19,0.96,14,2,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Keidi Bare,al ALB,MF,26-298,21.5,64,2.99,49,4,4,1,5,1,8,0.37,4,0,1,0,3,0,Matches
José Gragera,es ESP,MF,23-204,20.1,22,1.1,20,0,0,1,1,0,1,0.05,1,0,0,0,0,0,Matches
Pol Lozano,es ESP,MF,24-259,17.0,30,1.76,25,0,1,2,2,0,2,0.12,2,0,0,0,0,0,Matches
Nico Ribaudo,es ESP,"MF,FW",23-071,14.8,84,5.68,46,17,11,5,5,0,11,0.74,7,3,0,1,0,0,Matches
Edu Expósito,es ESP,MF,27-325,12.6,45,3.56,30,10,1,2,2,0,6,0.47,4,1,0,0,1,0,Matches
Joan García,es ESP,GK,23-048,14.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Víctor Ruiz,es ESP,DF,35-148,10.4,18,1.73,12,0,0,5,0,1,2,0.19,1,0,0,1,0,0,Matches
Óscar Gil,es ESP,DF,27-056,9.1,15,1.64,13,2,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Salvi,es ESP,"MF,FW",33-083,9.4,25,2.57,19,1,1,1,3,0,2,0.21,1,0,0,0,1,0,Matches
Keita Baldé,sn SEN,"FW,MF",29-105,5.2,9,1.74,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Ramon,br BRA,DF,23-100,5.0,15,3.01,13,1,1,0,0,0,2,0.4,1,0,1,0,0,0,Matches
Gastón Valles,uy URU,"FW,MF",23-042,3.8,13,3.42,8,0,1,1,2,1,3,0.79,1,0,1,1,0,0,Matches
José Carlos Lazo,es ESP,"MF,FW",28-126,3.6,17,4.72,6,6,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches
Antoniu,es ESP,"MF,DF",21-290,2.7,4,1.49,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Ian Forns,es ESP,DF,20-137,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Omar Sadik,ma MAR,FW,20-091,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rubén,es ESP,"DF,FW",23-138,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Bauza,es ESP,MF,19-143,1.0,1,1.01,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Landry Dimata,be BEL,"FW,MF",26-294,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kenneth,es ESP,MF,23-126,0.1,3,20.77,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roger Martínez,es ESP,DF,20-077,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.2,42.0,876,20.86,638,84,43,54,47,10,96,2.29,66,8,5,9,8,0,0
Opponent Total,0,0,27.7,42.0,802,19.1,564,91,33,47,41,26,64,1.52,40,9,5,6,2,2,0
