Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Martin Braithwaite,dk DEN,FW,33-016,37.1,976,26,71,403,512,158,968,65,25,38.5,33,50.8,559,2808,1034,37,30,19,96,41,734,183,Matches
Leandro Cabrera,uy URU,DF,33-004,34.4,2447,201,1017,1254,194,44,2447,6,3,50.0,2,33.3,1246,5399,3383,22,19,0,11,4,1521,12,Matches
Omar El Hilali,ma MAR,DF,20-283,31.9,2045,109,637,930,491,9,2045,46,24,52.2,17,37.0,933,4928,2234,44,30,6,26,13,1091,163,Matches
Javi Puado,es ESP,"MF,FW",26-027,31.1,1114,36,128,496,510,142,1111,60,25,41.7,32,53.3,643,4017,1776,68,55,28,76,27,797,153,Matches
Brian Oliván,es ESP,DF,30-081,28.1,1583,67,423,648,519,25,1583,18,5,27.8,8,44.4,687,2885,1501,48,38,8,24,4,839,167,Matches
Pere Milla,es ESP,"FW,MF",31-272,27.8,1071,32,145,504,434,81,1071,55,18,32.7,33,60.0,565,2607,1208,34,33,6,63,32,741,159,Matches
Fernando Pacheco,es ESP,GK,32-034,28.0,863,771,860,4,0,0,863,1,0,0.0,1,100.0,468,2210,1259,0,0,0,0,0,377,0,Matches
Álvaro Aguado,es ESP,MF,28-051,23.7,1782,32,271,1104,424,14,1782,35,16,45.7,16,45.7,1130,7147,3907,78,48,2,25,14,1339,48,Matches
Sergi Gómez,es ESP,DF,32-085,23.7,1548,154,860,659,35,21,1548,0,0,0.0,0,0.0,838,4028,2561,14,1,0,4,0,1096,2,Matches
Jofre,es ESP,"MF,FW",23-004,20.5,781,21,120,281,394,80,781,70,25,35.7,37,52.9,495,3365,1650,78,39,24,59,24,545,169,Matches
Fernando Calero,es ESP,DF,28-281,19.9,1589,158,726,814,54,20,1589,4,2,50.0,2,50.0,840,4029,2347,9,6,0,9,1,1027,1,Matches
Keidi Bare,al ALB,MF,26-298,21.5,1492,54,263,898,345,28,1492,39,22,56.4,14,35.9,857,4861,2586,56,41,1,33,14,1054,58,Matches
José Gragera,es ESP,MF,23-204,20.1,1185,63,362,743,92,11,1185,13,7,53.8,5,38.5,557,2444,1146,14,9,0,21,8,677,13,Matches
Pol Lozano,es ESP,MF,24-259,17.0,927,40,231,565,138,9,927,10,6,60.0,4,40.0,478,2459,1090,13,18,1,15,11,603,18,Matches
Nico Ribaudo,es ESP,"MF,FW",23-071,14.8,715,4,51,306,362,55,715,54,21,38.9,24,44.4,425,2571,1355,49,39,12,45,22,495,96,Matches
Edu Expósito,es ESP,MF,27-325,12.6,752,20,126,384,254,21,752,22,14,63.6,7,31.8,416,2161,1073,26,19,5,24,12,477,62,Matches
Joan García,es ESP,GK,23-048,14.0,468,403,464,4,0,0,468,0,0,0.0,0,0.0,261,1206,863,0,0,0,1,0,190,0,Matches
Víctor Ruiz,es ESP,DF,35-148,10.4,788,55,356,419,18,10,788,1,0,0.0,0,0.0,456,2586,1472,8,2,0,4,1,563,0,Matches
Óscar Gil,es ESP,DF,27-056,9.1,555,29,149,266,145,8,555,15,5,33.3,9,60.0,241,1195,543,12,9,1,13,5,259,33,Matches
Salvi,es ESP,"MF,FW",33-083,9.4,446,11,49,173,233,30,446,26,7,26.9,17,65.4,248,1665,814,37,25,8,17,6,312,96,Matches
Keita Baldé,sn SEN,"FW,MF",29-105,5.2,197,4,17,92,90,20,197,10,3,30.0,4,40.0,118,626,215,7,4,1,27,7,151,36,Matches
Ramon,br BRA,DF,23-100,5.0,281,17,73,116,95,8,281,13,5,38.5,7,53.8,144,1131,628,24,15,3,13,4,166,37,Matches
Gastón Valles,uy URU,"FW,MF",23-042,3.8,123,2,8,61,56,11,123,8,1,12.5,6,75.0,58,217,70,3,4,0,16,7,78,19,Matches
José Carlos Lazo,es ESP,"MF,FW",28-126,3.6,186,5,26,69,94,16,186,12,3,25.0,9,75.0,79,519,278,8,7,1,12,3,99,30,Matches
Antoniu,es ESP,"MF,DF",21-290,2.7,97,2,23,36,39,1,97,7,4,57.1,3,42.9,48,383,237,7,2,0,5,6,49,15,Matches
Ian Forns,es ESP,DF,20-137,1.3,73,2,21,31,24,0,73,4,2,50.0,2,50.0,29,140,40,1,3,0,5,2,38,7,Matches
Omar Sadik,ma MAR,FW,20-091,1.3,32,0,0,17,15,3,32,2,2,100.0,0,0.0,14,61,23,1,0,0,3,3,27,5,Matches
