Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Rubén Yáñez,es ESP,GK,30-253,37.9,39,2,0,5,1,37.2,0.26,-0.8,-0.02,141,432,32.6,927,201,32.7,32.5,313,41.2,38.0,575,52,9.0,22,0.58,11.8,Matches
Christian Joel,cu CUB,GK,24-348,4.1,3,0,0,0,0,4.0,0.25,1.0,0.24,12,38,31.6,81,15,22.2,28.9,46,43.5,38.7,80,5,6.3,4,0.97,12.0,Matches
Squad Total,0,0,28.0,42.0,42,2,0,5,1,41.2,0.25,0.2,0.01,153,470,32.6,992,216,32.4,0.0,375,39.7,36.9,655,57,8.7,26,0.62,0.0,0
Opponent Total,0,0,27.5,42.0,51,2,1,6,0,45.3,0.27,-5.7,-0.14,227,577,39.3,909,163,43.6,37.6,335,54.0,43.0,664,40,6.0,49,1.17,13.3,0
