D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-11,21:30,La Liga 2,Matchweek 1,Fri,Away,L,0,2,Valladolid,0.4,1.6,53.0,16912,Uroš Đurđević,4-2-3-1,Jon González,Match Report,0
2023-08-20,19:30,La Liga 2,Matchweek 2,Sun,Home,W,3,0,CD Mirandés,0.6,0.8,50.0,18394,Uroš Đurđević,4-4-2,Salvador Lax,Match Report,0
2023-08-27,17:00,La Liga 2,Matchweek 3,Sun,Away,L,0,2,Racing Ferrol,1.0,0.7,55.0,9010,Uroš Đurđević,4-2-3-1,Alejandro Quintero,Match Report,0
2023-09-02,16:15,La Liga 2,Matchweek 4,Sat,Home,W,2,1,Burgos,0.8,0.1,55.0,16890,Uroš Đurđević,3-4-3,Raúl González,Match Report,0
2023-09-09,18:30,La Liga 2,Matchweek 5,Sat,Away,D,0,0,Oviedo,0.5,0.2,54.0,22121,José Ángel,3-4-3,Adrián Cordero,Match Report,0
2023-09-17,21:00,La Liga 2,Matchweek 6,Sun,Home,W,2,1,Tenerife,1.2,0.4,53.0,15792,Uroš Đurđević,4-4-2,Luis Milla,Match Report,0
2023-09-23,14:00,La Liga 2,Matchweek 7,Sat,Away,D,0,0,FC Andorra,0.3,0.5,35.0,2120,Uroš Đurđević,4-4-2,Andrés Fuentes,Match Report,0
2023-10-01,21:00,La Liga 2,Matchweek 8,Sun,Away,W,1,0,Huesca,1.3,0.6,52.0,4884,Carlos Izquierdoz,4-4-2,Manuel Orellana,Match Report,0
2023-10-04,21:30,La Liga 2,Matchweek 9,Wed,Home,W,2,0,Elche,1.3,0.4,47.0,14916,Carlos Izquierdoz,4-4-2,Daniel Trujillo,Match Report,0
2023-10-07,18:30,La Liga 2,Matchweek 10,Sat,Away,L,2,3,Racing Sant,2.7,2.5,57.0,19356,Carlos Izquierdoz,4-4-2,Iosu Galech,Match Report,0
2023-10-14,18:30,La Liga 2,Matchweek 11,Sat,Home,D,2,2,Zaragoza,1.4,1.0,60.0,20698,Uroš Đurđević,4-4-2,Rafael Sánchez,Match Report,0
2023-10-22,18:30,La Liga 2,Matchweek 12,Sun,Away,W,3,1,Albacete,0.8,1.4,36.0,11007,Uroš Đurđević,4-4-2,Raúl González,Match Report,0
2023-10-28,18:30,La Liga 2,Matchweek 13,Sat,Home,W,2,0,Espanyol,0.8,1.5,39.0,19951,José Ángel,3-1-4-2,Adrián Cordero,Match Report,0
2023-11-01,17:30,Copa del Rey,First round,Wed,Away,W,3,0,Guijuelo,0.0,0.0,0.0,1400,Christian Joel,4-4-2,José López,Match Report,0
2023-11-04,16:15,La Liga 2,Matchweek 14,Sat,Away,W,3,0,Villarreal B,1.6,1.9,51.0,2598,Carlos Izquierdoz,3-5-2,Salvador Lax,Match Report,0
2023-11-11,21:00,La Liga 2,Matchweek 15,Sat,Home,D,1,1,Amorebieta,1.8,0.7,62.0,18972,José Ángel,4-4-2,Iván Caparrós,Match Report,0
2023-11-18,16:15,La Liga 2,Matchweek 16,Sat,Away,D,0,0,Alcorcón,1.0,0.7,66.0,4414,José Ángel,4-2-3-1,Alejandro Quintero,Match Report,0
2023-11-27,21:00,La Liga 2,Matchweek 17,Mon,Home,W,2,0,Eldense,0.7,0.6,55.0,14892,Carlos Izquierdoz,4-4-2,Rubén Ávalos,Match Report,0
2023-12-02,16:15,La Liga 2,Matchweek 18,Sat,Away,L,0,1,Cartagena,0.3,2.2,52.0,5702,Carlos Izquierdoz,3-5-2,José López,Match Report,0
2023-12-06,16:00,Copa del Rey,Second round,Wed,Away,L,0,2,Unionistas Sal,0.0,0.0,0.0,4896,Pablo Insua,4-2-3-1,Adrián Cordero,Match Report,0
2023-12-09,18:30,La Liga 2,Matchweek 19,Sat,Home,D,0,0,Levante,0.6,0.4,51.0,19640,Carlos Izquierdoz,4-4-2,Germán Cid Camacho,Match Report,0
2023-12-16,18:30,La Liga 2,Matchweek 20,Sat,Home,D,1,1,Leganés,1.8,0.9,64.0,20035,Carlos Izquierdoz,3-5-2,Jon González,Match Report,0
2023-12-20,21:30,La Liga 2,Matchweek 21,Wed,Away,D,1,1,Eibar,0.6,1.7,39.0,4054,Carlos Izquierdoz,4-4-2,Rafael Sánchez,Match Report,0
2024-01-14,16:15,La Liga 2,Matchweek 22,Sun,Home,D,0,0,Huesca,1.0,0.4,63.0,19471,José Ángel,4-4-2,Salvador Lax,Match Report,0
2024-01-20,17:30,La Liga 2,Matchweek 23,Sat,Away,W,2,1,Tenerife,0.7,0.9,49.0,16230,Carlos Izquierdoz,4-4-2,Luis Milla,Match Report,0
2024-01-28,21:00,La Liga 2,Matchweek 24,Sun,Home,L,1,2,Racing Ferrol,1.3,1.6,59.0,20096,Carlos Izquierdoz,4-4-2,Alejandro Quintero,Match Report,0
2024-02-05,20:30,La Liga 2,Matchweek 25,Mon,Away,L,0,3,Zaragoza,0.3,1.9,58.0,21147,Carlos Izquierdoz,4-4-2,Saúl Ais,Match Report,0
2024-02-10,18:30,La Liga 2,Matchweek 26,Sat,Home,W,1,0,Oviedo,1.5,0.7,40.0,26794,Carlos Izquierdoz,4-4-2,Jon González,Match Report,0
2024-02-17,18:30,La Liga 2,Matchweek 27,Sat,Home,D,1,1,Valladolid,0.7,0.8,49.0,21130,Uroš Đurđević,4-4-2,Iosu Galech,Match Report,0
2024-02-25,16:15,La Liga 2,Matchweek 28,Sun,Away,L,0,1,Burgos,0.6,1.4,61.0,11083,Nacho Méndez,3-4-3,José Guzmán,Match Report,0
2024-03-01,20:30,La Liga 2,Matchweek 29,Fri,Home,W,2,1,Albacete,1.5,0.7,63.0,16790,José Ángel,3-4-1-2,Iván Caparrós,Match Report,0
2024-03-10,16:15,La Liga 2,Matchweek 30,Sun,Away,L,0,1,Levante,1.0,2.4,57.0,12704,José Ángel,4-4-2,Manuel Orellana,Match Report,0
2024-03-16,21:00,La Liga 2,Matchweek 31,Sat,Home,W,1,0,Alcorcón,1.5,0.3,60.0,18390,Uroš Đurđević,3-4-1-2,Saúl Ais,Match Report,0
2024-03-24,14:00,La Liga 2,Matchweek 32,Sun,Away,L,1,3,Amorebieta,1.3,1.4,65.0,1720,Uroš Đurđević,4-4-2,Daniel Trujillo,Match Report,0
2024-03-30,18:30,La Liga 2,Matchweek 33,Sat,Home,L,2,3,Racing Sant,1.4,1.4,53.0,22972,Carlos Izquierdoz,4-4-2,Dámaso Arcediano,Match Report,0
2024-04-07,16:15,La Liga 2,Matchweek 34,Sun,Away,W,3,1,CD Mirandés,1.4,1.8,59.0,4002,Uroš Đurđević,3-4-1-2,Jon González,Match Report,0
2024-04-13,16:15,La Liga 2,Matchweek 35,Sat,Home,W,1,0,Cartagena,1.3,0.5,56.0,19594,Uroš Đurđević,4-4-2,Miguel Sesma,Match Report,0
2024-04-20,18:30,La Liga 2,Matchweek 36,Sat,Away,L,1,2,Elche,0.6,0.9,58.0,16771,Carlos Izquierdoz,3-4-1-2,Alejandro Quintero,Match Report,0
2024-04-28,14:00,La Liga 2,Matchweek 37,Sun,Home,L,0,3,Villarreal B,1.8,2.1,57.0,20281,Carlos Izquierdoz,3-5-2,Iosu Galech,Match Report,0
2024-05-05,16:15,La Liga 2,Matchweek 38,Sun,Away,D,0,0,Espanyol,0.4,1.3,47.0,25015,José Ángel,4-4-2,Luis Milla,Match Report,0
2024-05-11,16:15,La Liga 2,Matchweek 39,Sat,Home,W,5,2,FC Andorra,1.8,1.3,46.0,19146,Carlos Izquierdoz,4-2-3-1,Rafael Sánchez,Match Report,0
2024-05-18,16:15,La Liga 2,Matchweek 40,Sat,Away,L,1,2,Leganés,0.7,1.6,70.0,11306,Carlos Izquierdoz,4-4-2,Manuel Orellana,Match Report,0
2024-05-26,18:30,La Liga 2,Matchweek 41,Sun,Home,W,1,0,Eibar,1.3,0.5,45.0,24816,José Ángel,4-4-2,Álvaro Moreno,Match Report,0
2024-06-02,18:30,La Liga 2,Matchweek 42,Sun,Away,W,1,0,Eldense,0.4,0.6,54.0,5776,Uroš Đurđević,4-4-2,Salvador Lax,Match Report,0
