Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Rubén Yáñez,es ESP,GK,30-253,38,38,3408,37.9,39,1.03,131,91,71.8,16,10,12,16,42.1,4,2,2,0,50.0,Matches
Christian Joel,cu CUB,GK,24-348,5,4,372,4.1,3,0.73,16,13,81.3,2,1,1,1,25.0,1,0,0,1,0.0,Matches
Squad Total,0,0,28.0,42,42,3780,42.0,42,1.0,147,104,72.8,18,11,13,17,40.5,5,2,2,1,50.0,0
Opponent Total,0,0,27.5,42,42,3780,42.0,51,1.21,163,112,69.9,13,11,18,13,31.0,2,2,0,0,0.0,0
